thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,living_nonliving.rt,living_nonliving.duration,end_mapping.keys,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,key_resp__welcome.started,welcome.stopped,key_resp__welcome.keys,key_resp__welcome.rt,key_resp__welcome.duration,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,semantic_mapping_run.end_mapping.keys,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,feeback_text.started,task_break_text.started,task_break_resp.started,feeback_text.stopped,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,begin_end_run_cross.stopped,fm_text.started,fm_key.started,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
10,0,10,,,,,,space,2.0579677000005177,None,None,2,1.8340532000001986,None,None,0,0,0,0,,,,,3,0,3,0,,,,,10,0,10,0,1639.9512204999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dusche,3.6553,1639.9357509000001,1639.9362535,1639.9363549999998,1639.9512204999992,1643.6172475999992,1643.6017773000003,1643.6059511999993,1643.6172475999992,1643.6172475999992,1643.6172475999992,1643.6172475999992,1645.6175373999995,1645.6175373999995,1645.6175373999995,1645.6175373999995,1645.6017496999993,2,1.8340532000001986,None,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
11,0,11,,,,,,space,2.0579677000005177,None,None,2,1.1662455000005139,0.6891759999998612,None,0,0,0,0,,,,,3,0,3,0,,,,,11,0,11,0,1645.6175373999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zug,3.1687,1645.6022494000008,1645.6027825,1645.6028864,1645.6175373999995,1648.7997993000008,1648.7844521999996,1648.7880028,1648.7997993000008,1648.7997993000008,1648.7997993000008,1648.7997993000008,1650.8000948999997,1650.8000948999997,1650.8000948999997,1650.8000948999997,1650.784836500001,2,1.1662455000005139,0.6891759999998612,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
12,0,12,,,,,,space,2.0579677000005177,None,None,3,1.1414320999992924,0.31337689999963914,None,0,0,0,0,,,,,3,0,3,0,,,,,12,0,12,0,1650.8000948999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klippe,3.5175,1650.7853483,1650.7858727000003,1650.7859848999997,1650.8000948999997,1654.3164256,1654.3010362000005,1654.3048268999992,1654.3164256,1654.3164256,1654.3164256,1654.3164256,1656.3166495000005,1656.3166495000005,1656.3166495000005,1656.3166495000005,1656.3009349000004,3,1.1414320999992924,0.31337689999963914,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
13,0,13,,,,,,space,2.0579677000005177,None,None,2,1.3969964000007167,0.22589390000030107,None,0,0,0,0,,,,,3,0,3,0,,,,,13,0,13,0,1656.3166495000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Duft,2.4888,1656.3014476999997,1656.301974,1656.3020811000006,1656.3166495000005,1658.8160172999997,1658.8005651000003,1658.8037502999996,1658.8160172999997,1658.8160172999997,1658.8160172999997,1658.8160172999997,1660.8161562000005,1660.8161562000005,1660.8161562000005,1660.8161562000005,1660.8007732000005,2,1.3969964000007167,0.22589390000030107,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
14,0,14,,,,,,space,2.0579677000005177,None,None,2,1.3309236999994027,0.2776102000007086,None,0,0,0,0,,,,,3,0,3,0,,,,,14,0,14,0,1660.8161562000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urlaub,2.8902,1660.8012729000002,1660.8017756000008,1660.8018773999993,1660.8161562000005,1663.7157755999997,1663.7005432000005,1663.7077097000001,1663.7157755999997,1663.7157755999997,1663.7157755999997,1663.7157755999997,,,,,1665.7165726999992,2,1.3309236999994027,0.2776102000007086,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
15,0,15,,,,,,space,2.0579677000005177,None,None,2,1.3695865999998205,0.23962570000003325,None,0,0,0,0,,,,,3,0,3,0,,,,,15,0,15,0,1665.7326104000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Knie,4.4112,1665.7170750000005,1665.7179250000008,1665.7180360999992,1665.7326104000003,1670.1489796000005,1670.1335755,1670.1374111999994,1670.1489796000005,1670.1489796000005,1670.1489796000005,1670.1489796000005,1672.149029100001,1672.149029100001,1672.149029100001,1672.149029100001,1672.1333959999993,2,1.3695865999998205,0.23962570000003325,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
16,0,16,,,,,,space,2.0579677000005177,None,None,2,1.1955869000012171,0.2180291999993642,None,0,0,0,0,,,,,3,0,3,0,,,,,16,0,16,0,1672.149029100001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunst,2.0747,1672.1338981999997,1672.1343828000008,1672.1344829000009,1672.149029100001,1674.2318837999992,1674.2162537000004,1674.2194225000003,1674.2318837999992,1674.2318837999992,1674.2318837999992,1674.2318837999992,1676.2320039000006,1676.2320039000006,1676.2320039000006,1676.2320039000006,1676.2165585999992,2,1.1955869000012171,0.2180291999993642,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
17,0,17,,,,,,space,2.0579677000005177,None,None,3,1.4257565000007162,0.2920494999998482,None,0,0,0,0,,,,,3,0,3,0,,,,,17,0,17,0,1676.2320039000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medaille,2.4373,1676.2170643000009,1676.2177109000004,1676.2178138,1676.2320039000006,1678.6817102999994,1678.6663296000006,1678.6714711000004,1678.6817102999994,1678.6817102999994,1678.6817102999994,1678.6817102999994,1680.6817542000008,1680.6817542000008,1680.6817542000008,1680.6817542000008,1680.666270400001,3,1.4257565000007162,0.2920494999998482,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
18,0,18,,,,,,space,2.0579677000005177,None,None,2,0.8052428999999393,0.26429490000009537,None,0,0,0,0,,,,,3,0,3,0,,,,,18,0,18,0,1680.6817542000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kamera,2.6028,1680.6668164999992,1680.6673611000006,1680.6674710000007,1680.6817542000008,1683.2982608000002,1683.2827842999995,1683.286920300001,1683.2982608000002,1683.2982608000002,1683.2982608000002,1683.2982608000002,1685.2982164999994,1685.2982164999994,1685.2982164999994,1685.2982164999994,1685.2826294000006,2,0.8052428999999393,0.26429490000009537,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
19,0,19,,,,,,space,2.0579677000005177,None,None,2,0.9954787000006036,0.2503340000002936,None,0,0,0,0,,,,,3,0,3,0,,,,,19,0,19,0,1685.2982164999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strand,3.0813,1685.2831294000007,1685.2836265999995,1685.2837282,1685.2982164999994,1688.3812115,1688.3654499000004,1688.3688779999993,1688.3812115,1688.3812115,1688.3812115,1688.3812115,1690.3806562999998,1690.3806562999998,1690.3806562999998,1690.3806562999998,1690.3649602000005,2,0.9954787000006036,0.2503340000002936,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
20,0,20,,,,,,space,2.0579677000005177,None,None,2,1.2339040000006207,0.2403312000005826,None,0,0,0,0,,,,,3,0,3,0,,,,,20,0,20,0,1690.3806562999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rasen,3.2267,1690.3652344999991,1690.3655667999992,1690.3656186000007,1690.3806562999998,1693.6141289999996,1693.5988605000002,1693.6027644999995,1693.6141289999996,1693.6141289999996,1693.6141289999996,1693.6141289999996,1695.6143415000006,1695.6143415000006,1695.6143415000006,1695.6143415000006,1695.5987048999996,2,1.2339040000006207,0.2403312000005826,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
21,0,21,,,,,,space,2.0579677000005177,None,None,2,0.9642599999988306,0.23741470000095433,None,0,0,0,0,,,,,3,0,3,0,,,,,21,0,21,0,1695.6143415000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eltern,3.4199,1695.5992103999997,1695.5997196000008,1695.5998232000002,1695.6143415000006,1699.0470882000009,1699.0315950000004,1699.0354396999992,1699.0470882000009,1699.0470882000009,1699.0470882000009,1699.0470882000009,1701.0476994,1701.0476994,1701.0476994,1701.0476994,1701.0317904000003,2,0.9642599999988306,0.23741470000095433,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
22,0,22,,,,,,space,2.0579677000005177,None,None,3,1.3491696000000957,0.24663020000116376,None,0,0,0,0,,,,,3,0,3,0,,,,,22,0,22,0,1701.0476994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ei,3.5038,1701.0322933000007,1701.0327999,1701.0328989999998,1701.0476994,1704.5636507,1704.5478285999998,1704.550817200001,1704.5636507,1704.5636507,1704.5636507,1704.5636507,1706.5637047,1706.5637047,1706.5637047,1706.5637047,1706.5480707000006,3,1.3491696000000957,0.24663020000116376,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
23,0,23,,,,,,space,2.0579677000005177,None,None,2,1.4145014000005176,0.2651509999996051,None,0,0,0,0,,,,,3,0,3,0,,,,,23,0,23,0,1706.5637047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Büro,5.4786,1706.5485761,1706.5490811,1706.5491834000004,1706.5637047,1712.0459943000005,1712.0298089999997,1712.0330697999998,1712.0459943000005,1712.0459943000005,1712.0459943000005,1712.0459943000005,1714.0460476999997,1714.0460476999997,1714.0460476999997,1714.0460476999997,1714.0300914,2,1.4145014000005176,0.2651509999996051,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
24,0,24,,,,,,space,2.0579677000005177,None,None,2,1.4694496000010986,0.2910444999997708,None,0,0,0,0,,,,,3,0,3,0,,,,,24,0,24,0,1714.0460476999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zirkus,3.5885,1714.0304307000006,1714.0307804000004,1714.0308409000008,1714.0460476999997,1717.6460549000003,1717.6305088000008,1717.6354972999998,1717.6460549000003,1717.6460549000003,1717.6460549000003,1717.6460549000003,1719.6461977,1719.6461977,1719.6461977,1719.6461977,1719.6305080000002,2,1.4694496000010986,0.2910444999997708,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
25,0,25,,,,,,space,2.0579677000005177,None,None,2,1.451005200000509,0.25529439999991155,None,0,0,0,0,,,,,3,0,3,0,,,,,25,0,25,0,1719.6461977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gewürz,3.2035,1719.6310085000005,1719.6315754000007,1719.6317077999993,1719.6461977,1722.8622379000008,1722.8467416999993,1722.8501352999992,1722.8622379000008,1722.8622379000008,1722.8622379000008,1722.8622379000008,1724.8625262999994,1724.8625262999994,1724.8625262999994,1724.8625262999994,1724.8469255,2,1.451005200000509,0.25529439999991155,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
26,0,26,,,,,,space,2.0579677000005177,None,None,2,1.4521171999986109,0.275056600001335,None,0,0,0,0,,,,,3,0,3,0,,,,,26,0,26,0,1724.8625262999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poesie,2.7586,1724.8474348,1724.8479435000008,1724.8480440999992,1724.8625262999994,1727.6287899,1727.6136294999997,1727.6181706999996,1727.6287899,1727.6287899,1727.6287899,1727.6287899,1729.6290568999993,1729.6290568999993,1729.6290568999993,1729.6290568999993,1729.6134098000002,2,1.4521171999986109,0.275056600001335,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
27,0,27,,,,,,space,2.0579677000005177,None,None,3,1.6348748999989766,None,None,0,0,0,0,,,,,3,0,3,0,,,,,27,0,27,0,1729.6290568999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Loch,2.5782,1729.6139552999994,1729.6145696999993,1729.6146805999997,1729.6290568999993,1732.2120410000007,1732.1963634000003,1732.1992367999992,1732.2120410000007,1732.2120410000007,1732.2120410000007,1732.2120410000007,1734.2118711999992,1734.2118711999992,1734.2118711999992,1734.2118711999992,1734.1969207999991,3,1.6348748999989766,None,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
28,0,28,,,,,,space,2.0579677000005177,None,None,2,0.8477712999992946,0.25923469999906956,None,0,0,0,0,,,,,3,0,3,0,,,,,28,0,28,0,1734.2118711999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atem,2.0249,1734.1974250000003,1734.1979422000004,1734.1980466000005,1734.2118711999992,1736.2448382000002,1736.2286485000004,1736.2311723999992,1736.2448382000002,1736.2448382000002,1736.2448382000002,1736.2448382000002,,,,,1738.2288224000004,2,0.8477712999992946,0.25923469999906956,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
29,0,29,,,,,,space,2.0579677000005177,None,None,2,1.5229068999997253,None,None,0,0,0,0,,,,,3,0,3,0,,,,,29,0,29,0,1738.2451120000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klee,2.6539,1738.2293293999992,1738.2300603999993,1738.2301743000007,1738.2451120000005,1740.9115474999999,1740.8958925999996,1740.8989402999996,1740.9115474999999,1740.9115474999999,1740.9115474999999,1740.9115474999999,1742.9114069000007,1742.9114069000007,1742.9114069000007,1742.9114069000007,1742.8961292999993,2,1.5229068999997253,None,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
30,0,30,,,,,,space,2.0579677000005177,None,None,2,0.94051650000074,0.2362252000002627,None,0,0,0,0,,,,,3,0,3,0,,,,,30,0,30,0,1742.9114069000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Universität,2.6963,1742.8966399,1742.8971896000003,1742.8972926999995,1742.9114069000007,1745.6108855999992,1745.5954831,1745.6002767999998,1745.6108855999992,1745.6108855999992,1745.6108855999992,1745.6108855999992,1747.6111507999995,1747.6111507999995,1747.6111507999995,1747.6111507999995,1747.5956870999999,2,0.94051650000074,0.2362252000002627,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
31,0,31,,,,,,space,2.0579677000005177,None,None,3,1.244206999999733,0.2639708000006067,None,0,0,0,0,,,,,3,0,3,0,,,,,31,0,31,0,1747.6111507999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teller,2.87,1747.5961936000003,1747.5969193,1747.5970213,1747.6111507999995,1750.4942914000003,1750.4784923999996,1750.4818034,1750.4942914000003,1750.4942914000003,1750.4942914000003,1750.4942914000003,1752.4945045999993,1752.4945045999993,1752.4945045999993,1752.4945045999993,1752.4788224000004,3,1.244206999999733,0.2639708000006067,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
32,0,32,,,,,,space,2.0579677000005177,None,None,2,1.5046263000003819,0.26429689999895345,None,0,0,0,0,,,,,3,0,3,0,,,,,32,0,32,0,1752.4945045999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Team,2.0863,1752.4792994,1752.4799236,1752.4800200000009,1752.4945045999993,1754.5940714000008,1754.5784019999992,1754.5812521000007,1754.5940714000008,1754.5940714000008,1754.5940714000008,1754.5940714000008,1756.5940162000006,1756.5940162000006,1756.5940162000006,1756.5940162000006,1756.5785405999995,2,1.5046263000003819,0.26429689999895345,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
33,0,33,,,,,,space,2.0579677000005177,None,None,2,1.384180600000036,0.2821733000000677,None,0,0,0,0,,,,,3,0,3,0,,,,,33,0,33,0,1756.5940162000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gegenwart,2.348,1756.5790682999996,1756.5796219999993,1756.5797361000004,1756.5940162000006,1758.9442529000007,1758.9283309999992,1758.9325721999994,1758.9442529000007,1758.9442529000007,1758.9442529000007,1758.9442529000007,1760.9438651,1760.9438651,1760.9438651,1760.9438651,1760.9282586999998,2,1.384180600000036,0.2821733000000677,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
34,0,34,,,,,,space,2.0579677000005177,None,None,2,1.5966570999989926,0.29640420000032464,None,0,0,0,0,,,,,3,0,3,0,,,,,34,0,34,0,1760.9438651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sack,3.5964,1760.9287583999994,1760.9293928999996,1760.9294952,1760.9438651,1764.5435536999994,1764.5279742000002,1764.5316925999996,1764.5435536999994,1764.5435536999994,1764.5435536999994,1764.5435536999994,1766.5433364,1766.5433364,1766.5433364,1766.5433364,1766.5276343999994,2,1.5966570999989926,0.29640420000032464,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
35,0,35,,,,,,space,2.0579677000005177,None,None,3,1.4829743999998755,0.2503255999999965,None,0,0,0,0,,,,,3,0,3,0,,,,,35,0,35,0,1766.5433364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hammer,2.1555,1766.5280535000002,1766.528585,1766.5286694000006,1766.5433364,1768.7099512000004,1768.6944528000004,1768.6984114000006,1768.7099512000004,1768.7099512000004,1768.7099512000004,1768.7099512000004,1770.7102679,1770.7102679,1770.7102679,1770.7102679,1770.6940993999997,3,1.4829743999998755,0.2503255999999965,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
36,0,36,,,,,,space,2.0579677000005177,None,None,2,1.0430330999988655,0.26035700000102224,None,0,0,0,0,,,,,3,0,3,0,,,,,36,0,36,0,1770.7102679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feier,2.3396,1770.6945491999995,1770.6950374999997,1770.6951272999995,1770.7102679,1773.0595718000004,1773.0441532999994,1773.0480344000007,1773.0595718000004,1773.0595718000004,1773.0595718000004,1773.0595718000004,1775.059538900001,1775.059538900001,1775.059538900001,1775.059538900001,1775.0442041000006,2,1.0430330999988655,0.26035700000102224,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
37,0,37,,,,,,space,2.0579677000005177,None,None,2,0.9440937999988819,0.31939410000086355,None,0,0,0,0,,,,,3,0,3,0,,,,,37,0,37,0,1775.059538900001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Puppe,2.4139,1775.0447045,1775.0452062000004,1775.0453092000007,1775.059538900001,1777.4756681,1777.4606801999998,1777.4651778000007,1777.4756681,1777.4756681,1777.4756681,1777.4756681,1779.4759276999994,1779.4759276999994,1779.4759276999994,1779.4759276999994,1779.4604603999996,2,0.9440937999988819,0.31939410000086355,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
38,0,38,,,,,,space,2.0579677000005177,None,None,3,1.6526499999999942,0.2542229999999108,None,0,0,0,0,,,,,3,0,3,0,,,,,38,0,38,0,1779.4759276999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trauben,4.0256,1779.4609636999994,1779.4615369000003,1779.4616406999994,1779.4759276999994,1783.5089731000007,1783.493430300001,1783.4969161000008,1783.5089731000007,1783.5089731000007,1783.5089731000007,1783.5089731000007,1785.5089396000003,1785.5089396000003,1785.5089396000003,1785.5089396000003,1785.493848,3,1.6526499999999942,0.2542229999999108,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
39,0,39,,,,,,space,2.0579677000005177,None,None,3,1.731473100000585,None,None,0,0,0,0,,,,,3,0,3,0,,,,,39,0,39,0,1785.5089396000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Papier,3.7784,1785.4943542,1785.4948626999994,1785.4949622999993,1785.5089396000003,1789.292003300001,1789.2764881999992,1789.2808972999992,1789.292003300001,1789.292003300001,1789.292003300001,1789.292003300001,1791.2921466999996,1791.2921466999996,1791.2921466999996,1791.2921466999996,1791.2764441,3,1.731473100000585,None,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
40,0,40,,,,,,space,2.0579677000005177,None,None,3,0.9554004999990866,0.24310070000137785,None,0,0,0,0,,,,,3,0,3,0,,,,,40,0,40,0,1791.2921466999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schuh,4.4384,1791.276946,1791.2777549000002,1791.2778565999997,1791.2921466999996,1795.741638900001,1795.7259679,1795.7294268999995,1795.741638900001,1795.741638900001,1795.741638900001,1795.741638900001,1797.7417480000004,1797.7417480000004,1797.7417480000004,1797.7417480000004,1797.7260669999996,3,0.9554004999990866,0.24310070000137785,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
41,0,41,,,,,,space,2.0579677000005177,None,None,2,1.465441100001044,0.27207739999903424,None,0,0,0,0,,,,,3,0,3,0,,,,,41,0,41,0,1797.7417480000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geschmack,2.1326,1797.7265767999997,1797.7270884000009,1797.7271899999996,1797.7417480000004,1799.8746083999995,1799.8591543000002,1799.8631791999996,1799.8746083999995,1799.8746083999995,1799.8746083999995,1799.8746083999995,1801.8747430999993,1801.8747430999993,1801.8747430999993,1801.8747430999993,1801.8592515,2,1.465441100001044,0.27207739999903424,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
