thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,end_mapping.keys,living_nonliving.rt,living_nonliving.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,welcome.stopped,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,begin_end_run_cross.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.end_mapping.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,task_break_text.started,task_break_resp.started,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,fm_text.started,fm_key.started,runs.fm_key.rt,runs.fm_key.duration,thanks.started,thanks_text.started,thanks_text.stopped,thanks.stopped,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
71,0,71,,,,,,space,3.6356459999988147,None,None,2,None,0.8159316999990551,0.21448179999788408,0,0,0,0,,,,,3,0,3,0,,,,,71,0,71,0,1846.6452020000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anwalt,2.1831,1846.6287521000013,1846.6289639000024,1846.6290103000028,1846.6452020000033,1848.8287905000034,1848.812671900003,1848.816267600003,1848.8287905000034,1848.8287905000034,1848.8287905000034,1848.8287905000034,1850.8126641000017,2,None,0.8159316999990551,0.21448179999788408,1850.8284398000033,1850.8284398000033,1850.8284398000033,1850.8284398000033,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
72,0,72,,,,,,space,3.6356459999988147,None,None,3,None,0.9285657000000356,0.2005417000000307,0,0,0,0,,,,,3,0,3,0,,,,,72,0,72,0,1850.8284398000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schulter,2.0589,1850.8131926000024,1850.8137130000032,1850.8138107000013,1850.8284398000033,1852.8948494000033,1852.8794245000026,1852.8828725000021,1852.8948494000033,1852.8948494000033,1852.8948494000033,1852.8948494000033,1854.8778710000006,3,None,0.9285657000000356,0.2005417000000307,1854.894533300001,1854.894533300001,1854.894533300001,1854.894533300001,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
73,0,73,,,,,,space,3.6356459999988147,None,None,2,None,1.7215355999978783,0.21440960000109044,0,0,0,0,,,,,3,0,3,0,,,,,73,0,73,0,1854.894533300001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erbe,3.6723,1854.8780953000023,1854.8782874000026,1854.8783333000029,1854.894533300001,1858.5778529000017,1858.561744900002,1858.5633916000006,1858.5778529000017,1858.5778529000017,1858.5778529000017,1858.5778529000017,1860.562142900002,2,None,1.7215355999978783,0.21440960000109044,1860.5780946000014,1860.5780946000014,1860.5780946000014,1860.5780946000014,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
74,0,74,,,,,,space,3.6356459999988147,None,None,3,None,0.6843497000008938,0.17250749999948312,0,0,0,0,,,,,3,0,3,0,,,,,74,0,74,0,1860.5780946000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bleistift,4.4429,1860.5626238000004,1860.5629960000006,1860.563079200001,1860.5780946000014,1865.0274179000007,1865.0119367000007,1865.0159429000014,1865.0274179000007,1865.0274179000007,1865.0274179000007,1865.0274179000007,1867.0118578000001,3,None,0.6843497000008938,0.17250749999948312,1867.026733300001,1867.026733300001,1867.026733300001,1867.026733300001,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
75,0,75,,,,,,space,3.6356459999988147,None,None,3,None,1.0118648000025132,0.4537745999987237,0,0,0,0,,,,,3,0,3,0,,,,,75,0,75,0,1867.026733300001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beugen,2.8516,1867.012347900003,1867.0128587000036,1867.0129548000004,1867.026733300001,1869.8770903000004,1869.861470900003,1869.8676486000004,1869.8770903000004,1869.8770903000004,1869.8770903000004,1869.8770903000004,1871.8617002000028,3,None,1.0118648000025132,0.4537745999987237,1871.8775172000023,1871.8775172000023,1871.8775172000023,1871.8775172000023,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
76,0,76,,,,,,space,3.6356459999988147,None,None,3,None,0.9742129000005662,0.16755190000185394,0,0,0,0,,,,,3,0,3,0,,,,,76,0,76,0,1871.8775172000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Langsam,3.6005,1871.8621847000031,1871.8626429000033,1871.8627470000029,1871.8775172000023,1875.4929180000036,1875.4766524000006,1875.4781111000011,1875.4929180000036,1875.4929180000036,1875.4929180000036,1875.4929180000036,1877.4771689000008,3,None,0.9742129000005662,0.16755190000185394,,,,,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
77,0,77,,,,,,space,3.6356459999988147,None,None,3,None,1.1329732000012882,0.19652209999912884,0,0,0,0,,,,,3,0,3,0,,,,,77,0,77,0,1877.494115900001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blatt,2.3599,1877.4776829000002,1877.478183500003,1877.4782694000023,1877.494115900001,1879.8600296000004,1879.8440506000006,1879.8470388000023,1879.8600296000004,1879.8600296000004,1879.8600296000004,1879.8600296000004,1881.8432742000005,3,None,1.1329732000012882,0.19652209999912884,1881.8592942000032,1881.8592942000032,1881.8592942000032,1881.8592942000032,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
78,0,78,,,,,,space,3.6356459999988147,None,None,3,None,0.7929614000022411,0.19539679999797954,0,0,0,0,,,,,3,0,3,0,,,,,78,0,78,0,1881.8592942000032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Essen,2.3229,1881.843468500003,1881.8436437000018,1881.8436822000003,1881.8592942000032,1884.1933273000031,1884.1776573000025,1884.181112000002,1884.1933273000031,1884.1933273000031,1884.1933273000031,1884.1933273000031,1886.177803900002,3,None,0.7929614000022411,0.19539679999797954,1886.1933270000009,1886.1933270000009,1886.1933270000009,1886.1933270000009,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
79,0,79,,,,,,space,3.6356459999988147,None,None,3,None,0.6923504000005778,0.19071970000004512,0,0,0,0,,,,,3,0,3,0,,,,,79,0,79,0,1886.1933270000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Humor,3.2825,1886.1782592000018,1886.1787674000007,1886.1788658000005,1886.1933270000009,1889.4759507000017,1889.4605416000013,1889.464212400002,1889.4759507000017,1889.4759507000017,1889.4759507000017,1889.4759507000017,1891.4590818000033,3,None,0.6923504000005778,0.19071970000004512,1891.4758857000015,1891.4758857000015,1891.4758857000015,1891.4758857000015,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
0,0,0,Garten,Zwerg,Blumen,Gemüse,2.6097,space,3.381201599997439,None,None,3,None,0.9400232000007236,0.20345699999961653,1,0,1,0,0,79,79,33,0,0,0,0,0,79,79,62,0,0,0,0,2095.331166400003,,,,,,,,,,,,,,,,,,,,,,,,,,2060.584355500003,2060.584567500002,2060.630413400002,2060.6307043000015,2060.6355654000035,2060.635844700002,2060.6574427000014,2060.6576041000008,2060.6646253000035,2060.667827700003,2060.667827700003,2064.051636,space,3.381201599997439,None,2064.0517732000008,2064.0660623000003,2064.0660623000003,2083.3158334,None,2083.3196694000035,2083.3317000000025,2083.331804566668,2084.5350604000014,2093.3149549666673,2094.3145205,2095.331166400003,2095.3153648000007,Tee,2.6097,2095.316813700003,2095.3172150000028,2095.3173172000024,2095.331166400003,2097.9472182000027,2097.9306585000013,2097.9320264000016,2097.9472182000027,2097.9472182000027,2097.9472182000027,2097.9472182000027,2099.9318004000015,3,None,0.9400232000007236,0.20345699999961653,,,,,1903.458628700002,2059.2676914000003,space,2059.267922700001,2059.282914000003,2059.282914000003,2060.583337400003,3,1.29550449999806,None,1903.4748523000017,1903.4748523000017,155.79008299999987,None,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
1,0,1,,,,,,space,3.381201599997439,None,None,3,None,0.6663738999995985,0.18260430000009364,1,0,1,0,,,,,0,0,0,0,,,,,1,0,1,0,2099.947596000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zähne,2.3861,2099.932152000001,2099.9326194000023,2099.9326961000006,2099.947596000002,2102.3466893000004,2102.3303404000035,2102.331862400002,2102.3466893000004,2102.3466893000004,2102.3466893000004,2102.3466893000004,2104.3305787000027,3,None,0.6663738999995985,0.18260430000009364,,,,,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
2,0,2,,,,,,space,3.381201599997439,None,None,2,None,0.7989309000004141,0.5177148000002489,1,0,1,0,,,,,0,0,0,0,,,,,2,0,2,0,2104.347129400001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Präsident,3.6297,2104.3309369000017,2104.331411500003,2104.331513600002,2104.347129400001,2107.980610900002,2107.9642725000012,2107.9682330000032,2107.980610900002,2107.980610900002,2107.980610900002,2107.980610900002,2109.963595600002,2,None,0.7989309000004141,0.5177148000002489,2109.9805065,2109.9805065,2109.9805065,2109.9805065,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
3,0,3,,,,,,space,3.381201599997439,None,None,3,None,0.792335499998444,0.1844502999992983,1,0,1,0,,,,,0,0,0,0,,,,,3,0,3,0,2109.9805065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schreibtisch,4.3942,2109.9637825000027,2109.9640777000022,2109.9641193000025,2109.9805065,2114.3801501000016,2114.3641915000007,2114.367755200001,2114.3801501000016,2114.3801501000016,2114.3801501000016,2114.3801501000016,2116.3635985,3,None,0.792335499998444,0.1844502999992983,2116.379245400003,2116.379245400003,2116.379245400003,2116.379245400003,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
4,0,4,,,,,,space,3.381201599997439,None,None,3,None,0.5749851999971725,0.17555080000238377,1,0,1,0,,,,,0,0,0,0,,,,,4,0,4,0,2116.379245400003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kälte,3.2825,2116.3639164000015,2116.364206000002,2116.364271100003,2116.379245400003,2119.6627561000023,2119.647077900001,2119.650413000003,2119.6627561000023,2119.6627561000023,2119.6627561000023,2119.6627561000023,2121.6463269000014,3,None,0.5749851999971725,0.17555080000238377,2121.662739500003,2121.662739500003,2121.662739500003,2121.662739500003,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
5,0,5,,,,,,space,3.381201599997439,None,None,3,None,0.6469457000021066,0.17649009999877308,1,0,1,0,,,,,0,0,0,0,,,,,5,0,5,0,2121.662739500003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bart,2.4916,2121.6466755,2121.6470864000003,2121.6471437,2121.662739500003,2124.162805400003,2124.147026400002,2124.149584900002,2124.162805400003,2124.162805400003,2124.162805400003,2124.162805400003,2126.1474022,3,None,0.6469457000021066,0.17649009999877308,2126.1628740000015,2126.1628740000015,2126.1628740000015,2126.1628740000015,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
6,0,6,,,,,,space,3.381201599997439,None,None,3,None,0.6946212999973795,0.16644630000155303,1,0,1,0,,,,,0,0,0,0,,,,,6,0,6,0,2126.1628740000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klippe,5.1698,2126.1478658000015,2126.1482497000034,2126.1483450000014,2126.1628740000015,2131.344943,2131.328831300001,2131.3303102000027,2131.344943,2131.344943,2131.344943,2131.344943,2133.3293059000025,3,None,0.6946212999973795,0.16644630000155303,,,,,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
7,0,7,,,,,,space,3.381201599997439,None,None,3,None,0.6478907999990042,0.16654360000029556,1,0,1,0,,,,,0,0,0,0,,,,,7,0,7,0,2133.345973200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand,3.0127,2133.3298577000023,2133.3304024000026,2133.330503600002,2133.345973200001,2136.361357400001,2136.3449983000028,2136.3464029000024,2136.361357400001,2136.361357400001,2136.361357400001,2136.361357400001,2138.3457590000035,3,None,0.6478907999990042,0.16654360000029556,,,,,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
8,0,8,,,,,,space,3.381201599997439,None,None,2,None,0.8313877999971737,0.2244676000009349,1,0,1,0,,,,,0,0,0,0,,,,,8,0,8,0,2138.3625367000022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunde,2.3843,2138.346216500002,2138.346733300001,2138.346840600003,2138.3625367000022,2140.7614434000025,2140.7451820000024,2140.747398300002,2140.7614434000025,2140.7614434000025,2140.7614434000025,2140.7614434000025,2142.7449516000015,2,None,0.8313877999971737,0.2244676000009349,2142.7608983000027,2142.7608983000027,2142.7608983000027,2142.7608983000027,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
9,0,9,,,,,,space,3.381201599997439,None,None,3,None,1.6595503999997163,0.21945570000025327,1,0,1,0,,,,,0,0,0,0,,,,,9,0,9,0,2142.7608983000027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wind,2.2074,2142.7451358000035,2142.745301500003,2142.745339500001,2142.7608983000027,2144.9786614000004,2144.9626088000005,2144.965876800001,2144.9786614000004,2144.9786614000004,2144.9786614000004,2144.9786614000004,2146.9628255000025,3,None,1.6595503999997163,0.21945570000025327,2146.9786270000004,2146.9786270000004,2146.9786270000004,2146.9786270000004,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
10,0,10,,,,,,space,3.381201599997439,None,None,3,None,0.6567524999991292,0.1475925000013376,1,0,1,0,,,,,0,0,0,0,,,,,10,0,10,0,2146.9786270000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weltraum,5.3463,2146.9632748000004,2146.9637328000026,2146.9638384000027,2146.9786270000004,2152.327507400001,2152.311092600001,2152.312960000003,2152.327507400001,2152.327507400001,2152.327507400001,2152.327507400001,2154.3115303000013,3,None,0.6567524999991292,0.1475925000013376,,,,,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
11,0,11,,,,,,space,3.381201599997439,None,None,3,None,0.7732405999995535,0.15952399999878253,1,0,1,0,,,,,0,0,0,0,,,,,11,0,11,0,2154.3273405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beine,2.9061,2154.3119940000033,2154.3124652000006,2154.3125678000033,2154.3273405,2157.2438459000005,2157.2270725000017,2157.2289519000005,2157.2438459000005,2157.2438459000005,2157.2438459000005,2157.2438459000005,2159.2279356000035,3,None,0.7732405999995535,0.15952399999878253,,,,,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
12,0,12,,,,,,space,3.381201599997439,None,None,3,None,0.6131190000014612,0.17849690000002738,1,0,1,0,,,,,0,0,0,0,,,,,12,0,12,0,2159.2436839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zeichnung,3.6564,2159.2284080000027,2159.228834900001,2159.2289377000016,2159.2436839,2162.9100055000017,2162.894153600002,2162.8957071000004,2162.9100055000017,2162.9100055000017,2162.9100055000017,2162.9100055000017,2164.8938266000005,3,None,0.6131190000014612,0.17849690000002738,2164.9105660000023,2164.9105660000023,2164.9105660000023,2164.9105660000023,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
13,0,13,,,,,,space,3.381201599997439,None,None,3,None,0.9024559999998019,0.14461230000233627,1,0,1,0,,,,,0,0,0,0,,,,,13,0,13,0,2164.9105660000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theater,2.8901,2164.8940464000007,2164.8942846000027,2164.8943303000015,2164.9105660000023,2167.8105645000032,2167.794902100002,2167.7987126000007,2167.8105645000032,2167.8105645000032,2167.8105645000032,2167.8105645000032,2169.8095875000035,3,None,0.9024559999998019,0.14461230000233627,,,,,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
14,0,14,,,,,,space,3.381201599997439,None,None,3,None,0.5799674000008963,0.1606471999984933,1,0,1,0,,,,,0,0,0,0,,,,,14,0,14,0,2169.8263372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zunge,2.4167,2169.8098991000006,2169.8101978000013,2169.8102456000015,2169.8263372,2172.243363100002,2172.2278573000003,2172.2317417000013,2172.243363100002,2172.243363100002,2172.243363100002,2172.243363100002,2174.2263059000034,3,None,0.5799674000008963,0.1606471999984933,2174.2427973000013,2174.2427973000013,2174.2427973000013,2174.2427973000013,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
15,0,15,,,,,,space,3.381201599997439,None,None,2,None,0.7773135999996157,0.1834283999996842,1,0,1,0,,,,,0,0,0,0,,,,,15,0,15,0,2174.2427973000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eule,2.1949,2174.2265254000013,2174.226715800003,2174.2267598000035,2174.2427973000013,2176.442437200003,2176.4262578000016,2176.4279072000027,2176.442437200003,2176.442437200003,2176.442437200003,2176.442437200003,2178.4268293000023,2,None,0.7773135999996157,0.1834283999996842,2178.4423905000003,2178.4423905000003,2178.4423905000003,2178.4423905000003,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
16,0,16,,,,,,space,3.381201599997439,None,None,2,None,0.6983296999969753,0.19353510000291863,1,0,1,0,,,,,0,0,0,0,,,,,16,0,16,0,2178.4423905000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Familie,2.0031,2178.427469000002,2178.4278121000025,2178.4279174000003,2178.4423905000003,2180.4596033000016,2180.443585500001,2180.4471687000005,2180.4596033000016,2180.4596033000016,2180.4596033000016,2180.4596033000016,2182.4430864000024,2,None,0.6983296999969753,0.19353510000291863,2182.458966500002,2182.458966500002,2182.458966500002,2182.458966500002,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
17,0,17,,,,,,space,3.381201599997439,None,None,3,None,0.7808781000021554,0.1626049000005878,1,0,1,0,,,,,0,0,0,0,,,,,17,0,17,0,2182.458966500002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wärme,2.1831,2182.4433499000006,2182.4435693000014,2182.4436244000026,2182.458966500002,2184.642740800002,2184.626488500002,2184.629350700001,2184.642740800002,2184.642740800002,2184.642740800002,2184.642740800002,2186.6257646000013,3,None,0.7808781000021554,0.1626049000005878,2186.6426455,2186.6426455,2186.6426455,2186.6426455,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
18,0,18,,,,,,space,3.381201599997439,None,None,3,None,0.6964804000017466,0.1616422999977658,1,0,1,0,,,,,0,0,0,0,,,,,18,0,18,0,2186.6426455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ring,2.7357,2186.625965200001,2186.6263155000015,2186.626360800001,2186.6426455,2189.3925708000024,2189.3768605000005,2189.380438400003,2189.3925708000024,2189.3925708000024,2189.3925708000024,2189.3925708000024,2191.3767487000005,3,None,0.6964804000017466,0.1616422999977658,2191.3923568000027,2191.3923568000027,2191.3923568000027,2191.3923568000027,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
19,0,19,,,,,,space,3.381201599997439,None,None,3,None,0.9323082999981125,0.2113688000026741,1,0,1,0,,,,,0,0,0,0,,,,,19,0,19,0,2191.3923568000027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Foto,4.0852,2191.377210300001,2191.3776625000028,2191.3777603000017,2191.3923568000027,2195.4920428000005,2195.4764789,2195.479594700002,2195.4920428000005,2195.4920428000005,2195.4920428000005,2195.4920428000005,2197.4767527000004,3,None,0.9323082999981125,0.2113688000026741,2197.4925845000034,2197.4925845000034,2197.4925845000034,2197.4925845000034,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
20,0,20,,,,,,space,3.381201599997439,None,None,2,None,0.6841879000021436,0.21136049999768147,1,0,1,0,,,,,0,0,0,0,,,,,20,0,20,0,2197.4925845000034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lehrer,2.021,2197.477254200003,2197.4777111000003,2197.4778342000027,2197.4925845000034,2199.5249879000003,2199.508754900002,2199.5103272000015,2199.5249879000003,2199.5249879000003,2199.5249879000003,2199.5249879000003,2201.5087888000016,2,None,0.6841879000021436,0.21136049999768147,2201.5248076000025,2201.5248076000025,2201.5248076000025,2201.5248076000025,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
21,0,21,,,,,,space,3.381201599997439,None,None,3,None,0.7204854999981762,0.22840799999903538,1,0,1,0,,,,,0,0,0,0,,,,,21,0,21,0,2201.5248076000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Waschbecken,2.0589,2201.5089767000027,2201.5092952000014,2201.5093319000007,2201.5248076000025,2203.590790500002,2203.5750331000017,2203.576593200003,2203.590790500002,2203.590790500002,2203.590790500002,2203.590790500002,2205.5746983000026,3,None,0.7204854999981762,0.22840799999903538,2205.590833100003,2205.590833100003,2205.590833100003,2205.590833100003,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
22,0,22,,,,,,space,3.381201599997439,None,None,3,None,0.9047150000005786,0.2034629000008863,1,0,1,0,,,,,0,0,0,0,,,,,22,0,22,0,2205.590833100003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keller,2.3229,2205.5751763000007,2205.5755417,2205.5756400000027,2205.590833100003,2207.925237700001,2207.909268000003,2207.9130048000006,2207.925237700001,2207.925237700001,2207.925237700001,2207.925237700001,2209.9240671000007,3,None,0.9047150000005786,0.2034629000008863,,,,,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
