thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,end_mapping.keys,living_nonliving.rt,living_nonliving.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,welcome.stopped,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,begin_end_run_cross.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.end_mapping.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,task_break_text.started,task_break_resp.started,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,fm_text.started,fm_key.started,runs.fm_key.rt,runs.fm_key.duration,thanks.started,thanks_text.started,thanks_text.stopped,thanks.stopped,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
31,0,31,,,,,,space,3.599092299999029,None,None,2,None,1.4968777000030968,0.34912919999987935,0,0,0,0,,,,,0,0,0,0,,,,,31,0,31,0,317.9828296000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sturm,2.1743,317.96731050000017,317.96764130000156,317.9677358000008,317.9828296000014,320.16592540000056,320.1495440000035,320.1515329000031,320.16592540000056,320.16592540000056,320.16592540000056,320.16592540000056,322.1500546000025,2,None,1.4968777000030968,0.34912919999987935,322.1654167000015,322.1654167000015,322.1654167000015,322.1654167000015,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
32,0,32,,,,,,space,3.599092299999029,None,None,3,None,0.8434113000002981,0.19246650000059162,0,0,0,0,,,,,0,0,0,0,,,,,32,0,32,0,322.1654167000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zirkus,3.0547,322.1505234000033,322.1508543000018,322.1509496000035,322.1654167000015,325.2318290000003,325.2153822,325.21688500000164,325.2318290000003,325.2318290000003,325.2318290000003,325.2318290000003,327.2150984,3,None,0.8434113000002981,0.19246650000059162,327.23195540000233,327.23195540000233,327.23195540000233,327.23195540000233,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
33,0,33,,,,,,space,3.599092299999029,None,None,3,None,1.0552328000012494,0.21740779999890947,0,0,0,0,,,,,0,0,0,0,,,,,33,0,33,0,327.23195540000233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wein,2.8516,327.2152769000022,327.2155163000025,327.215553500002,327.23195540000233,330.0991775000002,330.08297420000235,330.08562090000123,330.0991775000002,330.0991775000002,330.0991775000002,330.0991775000002,332.0819973000034,3,None,1.0552328000012494,0.21740779999890947,332.0986214000004,332.0986214000004,332.0986214000004,332.0986214000004,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
34,0,34,,,,,,space,3.599092299999029,None,None,3,None,0.7388116999973136,0.20342580000215094,0,0,0,0,,,,,0,0,0,0,,,,,34,0,34,0,332.0986214000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spaß,2.0946,332.082193000002,332.08251890000247,332.0825612000008,332.0986214000004,334.19849350000004,334.1828996000004,334.1885747000015,334.19849350000004,334.19849350000004,334.19849350000004,334.19849350000004,336.1816953000016,3,None,0.7388116999973136,0.20342580000215094,336.19864730000336,336.19864730000336,336.19864730000336,336.19864730000336,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
35,0,35,,,,,,space,3.599092299999029,None,None,3,None,0.8661799000001338,0.20643209999980172,0,0,0,0,,,,,0,0,0,0,,,,,35,0,35,0,336.19864730000336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand,2.0589,336.1819123000023,336.18211990000054,336.18216400000165,336.19864730000336,338.2650941000029,338.2489454000024,338.25216940000246,338.2650941000029,338.2650941000029,338.2650941000029,338.2650941000029,340.2489336000035,3,None,0.8661799000001338,0.20643209999980172,340.2648842000017,340.2648842000017,340.2648842000017,340.2648842000017,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
36,0,36,,,,,,space,3.599092299999029,None,None,3,None,0.717674799998349,0.22341560000131722,0,0,0,0,,,,,0,0,0,0,,,,,36,0,36,0,340.2648842000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabel,4.4429,340.24927150000076,340.24966530000165,340.2497402000008,340.2648842000017,344.7138116000024,344.6977153000007,344.69917480000004,344.7138116000024,344.7138116000024,344.7138116000024,344.7138116000024,346.6977251000026,3,None,0.717674799998349,0.22341560000131722,346.71380650000356,346.71380650000356,346.71380650000356,346.71380650000356,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
37,0,37,,,,,,space,3.599092299999029,None,None,3,None,0.9986901999982365,0.21221780000269064,0,0,0,0,,,,,0,0,0,0,,,,,37,0,37,0,346.71380650000356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Berg,3.6438,346.6980656000014,346.6982725000016,346.6983280000022,346.71380650000356,350.3639899000009,350.3477984000019,350.3510270000006,350.3639899000009,350.3639899000009,350.3639899000009,350.3639899000009,352.348158300003,3,None,0.9986901999982365,0.21221780000269064,352.3639506000036,352.3639506000036,352.3639506000036,352.3639506000036,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
38,0,38,,,,,,space,3.599092299999029,None,None,2,None,0.8548168999986956,0.24726400000145077,0,0,0,0,,,,,0,0,0,0,,,,,38,0,38,0,352.3639506000036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elephant,2.5519,352.3486100000009,352.3489596000036,352.34905750000325,352.3639506000036,354.93009620000157,354.9135961000029,354.9151372000015,354.93009620000157,354.93009620000157,354.93009620000157,354.93009620000157,356.9140796000029,2,None,0.8548168999986956,0.24726400000145077,356.93079910000233,356.93079910000233,356.93079910000233,356.93079910000233,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
39,0,39,,,,,,space,3.599092299999029,None,None,3,None,0.8988223999986076,0.19845290000012028,0,0,0,0,,,,,0,0,0,0,,,,,39,0,39,0,356.93079910000233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conditioner,2.3861,356.9145414000013,356.91489130000264,356.91498980000324,356.93079910000233,359.3301438000017,359.3134895000003,359.31626320000214,359.3301438000017,359.3301438000017,359.3301438000017,359.3301438000017,361.3136188000026,3,None,0.8988223999986076,0.19845290000012028,361.3293792000004,361.3293792000004,361.3293792000004,361.3293792000004,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
40,0,40,,,,,,space,3.599092299999029,None,None,2,None,1.311138299999584,0.24638169999889215,0,0,0,0,,,,,0,0,0,0,,,,,40,0,40,0,361.3293792000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sprechen,2.1697,361.31437220000225,361.3147336000002,361.3148355000012,361.3293792000004,363.5125603000015,363.49662810000154,363.4981499000023,363.5125603000015,363.5125603000015,363.5125603000015,363.5125603000015,365.49685560000216,2,None,1.311138299999584,0.24638169999889215,,,,,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
41,0,41,,,,,,space,3.599092299999029,None,None,3,None,0.7982695999999123,0.21779269999751705,0,0,0,0,,,,,0,0,0,0,,,,,41,0,41,0,365.51344940000126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olympia,2.5169,365.4974750000001,365.49801410000146,365.498127400002,365.51344940000126,368.0296057000014,368.0138773000035,368.0201552000035,368.0296057000014,368.0296057000014,368.0296057000014,368.0296057000014,370.0145877000032,3,None,0.7982695999999123,0.21779269999751705,370.0298849000028,370.0298849000028,370.0298849000028,370.0298849000028,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
42,0,42,,,,,,space,3.599092299999029,None,None,2,None,0.9642061999984435,0.20543040000120527,0,0,0,0,,,,,0,0,0,0,,,,,42,0,42,0,370.0298849000028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ziege,3.2825,370.0151072000008,370.0155822000015,370.0156847000035,370.0298849000028,373.3122211000009,373.2968280000023,373.3004080000028,373.3122211000009,373.3122211000009,373.3122211000009,373.3122211000009,375.29634090000036,2,None,0.9642061999984435,0.20543040000120527,375.3122258000003,375.3122258000003,375.3122258000003,375.3122258000003,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
43,0,43,,,,,,space,3.599092299999029,None,None,3,None,1.639007900001161,0.21748350000052596,0,0,0,0,,,,,0,0,0,0,,,,,43,0,43,0,375.3122258000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Riechen,2.7378,375.29659340000217,375.2969594000024,375.29703770000197,375.3122258000003,378.06257630000255,378.04669510000167,378.0511168000012,378.06257630000255,378.06257630000255,378.06257630000255,378.06257630000255,380.04714920000333,3,None,1.639007900001161,0.21748350000052596,380.0627846000025,380.0627846000025,380.0627846000025,380.0627846000025,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
44,0,44,,,,,,space,3.599092299999029,None,None,2,None,1.3642827000003308,0.28025460000208113,0,0,0,0,,,,,0,0,0,0,,,,,44,0,44,0,380.0627846000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weinen,2.3419,380.047628100001,380.0481342000021,380.0482712000012,380.0627846000025,382.4126546000007,382.39624390000245,382.39920930000153,382.4126546000007,382.4126546000007,382.4126546000007,382.4126546000007,384.3967694000021,2,None,1.3642827000003308,0.28025460000208113,384.41240910000124,384.41240910000124,384.41240910000124,384.41240910000124,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
45,0,45,,,,,,space,3.599092299999029,None,None,3,None,1.272043400000257,0.2054651999969792,0,0,0,0,,,,,0,0,0,0,,,,,45,0,45,0,384.41240910000124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Küche,4.3756,384.3972375000012,384.39773640000203,384.397836600001,384.41240910000124,388.79504050000105,388.78006090000054,388.7826159000033,388.79504050000105,388.79504050000105,388.79504050000105,388.79504050000105,390.7784565000002,3,None,1.272043400000257,0.2054651999969792,390.7945193000014,390.7945193000014,390.7945193000014,390.7945193000014,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
46,0,46,,,,,,space,3.599092299999029,None,None,3,None,1.0143693999998504,0.26230740000028163,0,0,0,0,,,,,0,0,0,0,,,,,46,0,46,0,390.7945193000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anruf,4.0852,390.7787031000007,390.77893660000336,390.7789859000004,390.7945193000014,394.8950137000029,394.8791607000021,394.88192170000184,394.8950137000029,394.8950137000029,394.8950137000029,394.8950137000029,396.8781136000034,3,None,1.0143693999998504,0.26230740000028163,396.8951857000029,396.8951857000029,396.8951857000029,396.8951857000029,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
47,0,47,,,,,,space,3.599092299999029,None,None,2,None,0.9885929000010947,0.3322301999978663,0,0,0,0,,,,,0,0,0,0,,,,,47,0,47,0,396.8951857000029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuh,3.8592,396.87843670000075,396.8788252000013,396.87891050000326,396.8951857000029,400.76126880000083,400.7452645000012,400.7474768000029,400.76126880000083,400.76126880000083,400.76126880000083,400.76126880000083,402.7457800000011,2,None,0.9885929000010947,0.3322301999978663,402.76150680000137,402.76150680000137,402.76150680000137,402.76150680000137,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
48,0,48,,,,,,space,3.599092299999029,None,None,3,None,1.3515471999999136,0.21353870000166353,0,0,0,0,,,,,0,0,0,0,,,,,48,0,48,0,402.76150680000137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kabine,2.9443,402.7462385000035,402.7466979000019,402.7467944000018,402.76150680000137,405.7109173000026,405.69449410000016,405.69750320000094,405.7109173000026,405.7109173000026,405.7109173000026,405.7109173000026,407.69465090000085,3,None,1.3515471999999136,0.21353870000166353,,,,,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
49,0,49,,,,,,space,3.599092299999029,None,None,3,None,1.1024979000030726,0.2653707999998005,0,0,0,0,,,,,0,0,0,0,,,,,49,0,49,0,407.7111201000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schlamm,3.6564,407.69509070000277,407.69566620000114,407.6957485000021,407.7111201000007,411.3767377000004,411.36155540000254,411.3630366000034,411.3767377000004,411.3767377000004,411.3767377000004,411.3767377000004,413.36017950000314,3,None,1.1024979000030726,0.2653707999998005,413.3765102000034,413.3765102000034,413.3765102000034,413.3765102000034,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
50,0,50,,,,,,space,3.599092299999029,None,None,3,None,0.8973913999980141,0.22449240000059945,0,0,0,0,,,,,0,0,0,0,,,,,50,0,50,0,413.3765102000034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geruch,3.6723,413.36036270000113,413.36053040000115,413.3605667000011,413.3765102000034,417.0599908000004,417.04388830000244,417.0469581000034,417.0599908000004,417.0599908000004,417.0599908000004,417.0599908000004,419.04429000000164,3,None,0.8973913999980141,0.22449240000059945,419.0599555000008,419.0599555000008,419.0599555000008,419.0599555000008,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
51,0,51,,,,,,space,3.599092299999029,None,None,3,None,1.0414294000001973,0.1805052000017895,0,0,0,0,,,,,0,0,0,0,,,,,51,0,51,0,419.0599555000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Himmel,2.1186,419.04476420000356,419.0451408000008,419.0452572000031,419.0599555000008,421.193645000003,421.17772200000036,421.1806910000014,421.193645000003,421.193645000003,421.193645000003,421.193645000003,423.1776396000023,3,None,1.0414294000001973,0.1805052000017895,423.1939580000035,423.1939580000035,423.1939580000035,423.1939580000035,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
52,0,52,,,,,,space,3.599092299999029,None,None,3,None,0.9574603000000934,0.19448189999820897,0,0,0,0,,,,,0,0,0,0,,,,,52,0,52,0,423.1939580000035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ordner,2.7992,423.1781015000015,423.1785026000034,423.1785978000007,423.1939580000035,425.99261730000217,425.9766645000018,425.978337200002,425.99261730000217,425.99261730000217,425.99261730000217,425.99261730000217,427.9767780000002,3,None,0.9574603000000934,0.19448189999820897,427.99250210000173,427.99250210000173,427.99250210000173,427.99250210000173,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
53,0,53,,,,,,space,3.599092299999029,None,None,3,None,0.6620298000016192,0.2593022999972163,0,0,0,0,,,,,0,0,0,0,,,,,53,0,53,0,427.99250210000173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Golf,3.6005,427.9769914000026,427.97717790000024,427.9772223,427.99250210000173,431.59272260000216,431.57637109999996,431.5777756000025,431.59272260000216,431.59272260000216,431.59272260000216,431.59272260000216,433.57673090000026,3,None,0.6620298000016192,0.2593022999972163,433.592636100002,433.592636100002,433.592636100002,433.592636100002,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
54,0,54,,,,,,space,3.599092299999029,None,None,3,None,0.9031919999979436,0.23546550000173738,0,0,0,0,,,,,0,0,0,0,,,,,54,0,54,0,433.592636100002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marmor,2.2074,433.5771882000008,433.5775493000001,433.5776786000024,433.592636100002,435.80958570000075,435.7927443000008,435.79534610000337,435.80958570000075,435.80958570000075,435.80958570000075,435.80958570000075,437.7933447000032,3,None,0.9031919999979436,0.23546550000173738,437.80945840000277,437.80945840000277,437.80945840000277,437.80945840000277,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
55,0,55,,,,,,space,3.599092299999029,None,None,3,None,0.664215000000695,0.21737600000051316,0,0,0,0,,,,,0,0,0,0,,,,,55,0,55,0,437.80945840000277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pumpe,2.83,437.7938058,437.79426690000037,437.79437040000266,437.80945840000277,440.6415741000019,440.62524170000324,440.626734700003,440.6415741000019,440.6415741000019,440.6415741000019,440.6415741000019,442.62544160000107,3,None,0.664215000000695,0.21737600000051316,,,,,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
56,0,56,,,,,,space,3.599092299999029,None,None,3,None,1.1048413999997138,0.21050430000104825,0,0,0,0,,,,,0,0,0,0,,,,,56,0,56,0,442.6419111000032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wanne,2.8901,442.62562660000185,442.62589330000264,442.6259357000017,442.6419111000032,445.54158310000275,445.5251098000008,445.5269522000017,445.54158310000275,445.54158310000275,445.54158310000275,445.54158310000275,447.52512350000325,3,None,1.1048413999997138,0.21050430000104825,447.54114670000126,447.54114670000126,447.54114670000126,447.54114670000126,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
57,0,57,,,,,,space,3.599092299999029,None,None,2,None,1.3376945000018168,0.5055675999974483,0,0,0,0,,,,,0,0,0,0,,,,,57,0,57,0,447.54114670000126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spion,2.3229,447.5255759000029,447.52587960000164,447.5259717000008,447.54114670000126,449.8752841000023,449.8594142000002,449.8632881000012,449.8752841000023,449.8752841000023,449.8752841000023,449.8752841000023,451.85975410000174,2,None,1.3376945000018168,0.5055675999974483,451.8748676000032,451.8748676000032,451.8748676000032,451.8748676000032,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
58,0,58,,,,,,space,3.599092299999029,None,None,2,None,1.0669784999990952,0.2114705000021786,0,0,0,0,,,,,0,0,0,0,,,,,58,0,58,0,451.8748676000032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rasen,2.7357,451.8600981000018,451.86037880000003,451.86045450000165,451.8748676000032,454.62421970000287,454.6080295000029,454.6095250000035,454.62421970000287,454.62421970000287,454.62421970000287,454.62421970000287,456.6087288000017,2,None,1.0669784999990952,0.2114705000021786,,,,,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
59,0,59,,,,,,space,3.599092299999029,None,None,3,None,0.8077534000003652,0.22140940000099363,0,0,0,0,,,,,0,0,0,0,,,,,59,0,59,0,456.6250274000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klippe,2.9645,456.6094245000022,456.6099596000022,456.6100669000007,456.6250274000013,459.59163100000296,459.5755551000002,459.57869210000354,459.59163100000296,459.59163100000296,459.59163100000296,459.59163100000296,461.5903301000035,3,None,0.8077534000003652,0.22140940000099363,,,,,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
60,0,60,,,,,,space,3.599092299999029,None,None,3,None,0.7381366000008711,0.23538389999885112,0,0,0,0,,,,,0,0,0,0,,,,,60,0,60,0,461.60693320000064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sack,2.0168,461.5905186000018,461.5907872000025,461.5908402000023,461.60693320000064,463.62420250000287,463.6079114000022,463.60926560000007,463.62420250000287,463.62420250000287,463.62420250000287,463.62420250000287,465.6084643000031,3,None,0.7381366000008711,0.23538389999885112,465.6242652000001,465.6242652000001,465.6242652000001,465.6242652000001,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
61,0,61,,,,,,space,3.599092299999029,None,None,2,None,0.8133720000005269,0.2284178999980213,0,0,0,0,,,,,0,0,0,0,,,,,61,0,61,0,465.6242652000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunde,3.4445,465.60893670000223,465.60940800000026,465.6095120000027,465.6242652000001,469.07407520000197,469.0583497000007,469.0619773000035,469.07407520000197,469.07407520000197,469.07407520000197,469.07407520000197,471.0584172000017,2,None,0.8133720000005269,0.2284178999980213,471.0741960000014,471.0741960000014,471.0741960000014,471.0741960000014,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
62,0,62,,,,,,space,3.599092299999029,None,None,3,None,0.7233584999994491,0.26132700000016484,0,0,0,0,,,,,0,0,0,0,,,,,62,0,62,0,471.0741960000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fahrrad,2.5982,471.0588895000001,471.0592686000018,471.0593632000018,471.0741960000014,473.67390640000303,473.65844460000153,473.66218760000265,473.67390640000303,473.67390640000303,473.67390640000303,473.67390640000303,475.6732955000007,3,None,0.7233584999994491,0.26132700000016484,,,,,,,,,,,,,,,,,,,,,,,2020,1,2025-05-14_18h51.28.478,sm,2024.2.4,59.977748255283004,2025-05-14 18h54.15.637749 +0200,
