thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,end_mapping.keys,living_nonliving.rt,living_nonliving.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,key_resp__welcome.started,welcome.stopped,key_resp__welcome.keys,key_resp__welcome.rt,key_resp__welcome.duration,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.end_mapping.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,feeback_text.started,task_break_text.started,task_break_resp.started,feeback_text.stopped,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,begin_end_run_cross.stopped,fm_text.started,fm_key.started,runs.fm_key.rt,runs.fm_key.duration,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
10,0,10,,,,,,space,1.842424100000244,None,None,3,None,0.718095500000345,0.32922529999996186,0,0,0,0,,,,,3,0,3,0,,,,,10,0,10,0,1606.5258467999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marmor,3.5341,1606.5109898,1606.5116398999999,1606.5117464999994,1606.5258467999993,1610.0587830999993,1610.0433807999998,1610.0472814999994,1610.0587830999993,1610.0587830999993,1610.0587830999993,1610.0587830999993,1612.0588951999998,1612.0588951999998,1612.0588951999998,1612.0588951999998,1612.0433077999996,3,None,0.718095500000345,0.32922529999996186,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
11,0,11,,,,,,space,1.842424100000244,None,None,3,None,0.6360880000001998,0.2223308000002362,0,0,0,0,,,,,3,0,3,0,,,,,11,0,11,0,1612.0588951999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sand,3.985,1612.0438189999995,1612.0443583999995,1612.0444639999996,1612.0588951999998,1616.0586143,1616.0428170999994,1616.0462306999998,1616.0586143,1616.0586143,1616.0586143,1616.0586143,1618.0585117,1618.0585117,1618.0585117,1618.0585117,1618.0430397999999,3,None,0.6360880000001998,0.2223308000002362,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
12,0,12,,,,,,space,1.842424100000244,None,None,2,None,1.310773899999731,0.23697189999984403,0,0,0,0,,,,,3,0,3,0,,,,,12,0,12,0,1618.0585117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anführer,3.5291,1618.0435558,1618.0440724,1618.0441785999992,1618.0585117,1621.5915421,1621.5761598,1621.5800045999995,1621.5915421,1621.5915421,1621.5915421,1621.5915421,1623.5914847999993,1623.5914847999993,1623.5914847999993,1623.5914847999993,1623.5759024,2,None,1.310773899999731,0.23697189999984403,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
13,0,13,,,,,,space,1.842424100000244,None,None,3,None,0.6805671999991318,0.2153628000005483,0,0,0,0,,,,,3,0,3,0,,,,,13,0,13,0,1623.5914847999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schwarz,2.3572,1623.5763779,1623.5770026999999,1623.5771018999994,1623.5914847999993,1625.9581596999997,1625.9422454999994,1625.9469233999998,1625.9581596999997,1625.9581596999997,1625.9581596999997,1625.9581596999997,1627.9579402,1627.9579402,1627.9579402,1627.9579402,1627.9423944,3,None,0.6805671999991318,0.2153628000005483,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
14,0,14,,,,,,space,1.842424100000244,None,None,3,None,0.6799085999991803,0.22188420000020415,0,0,0,0,,,,,3,0,3,0,,,,,14,0,14,0,1627.9579402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kino,2.6103,1627.9429031999998,1627.9435965999992,1627.9436996999993,1627.9579402,1630.5739664999992,1630.5583414999992,1630.5608469999997,1630.5739664999992,1630.5739664999992,1630.5739664999992,1630.5739664999992,1632.5743011999994,1632.5743011999994,1632.5743011999994,1632.5743011999994,1632.5588276999997,3,None,0.6799085999991803,0.22188420000020415,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
15,0,15,,,,,,space,1.842424100000244,None,None,3,None,0.8163684000001012,0.23947640000005777,0,0,0,0,,,,,3,0,3,0,,,,,15,0,15,0,1632.5743011999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geschäft,2.4427,1632.5593399,1632.5599981999994,1632.5601055999996,1632.5743011999994,1635.0240605,1635.0086470999995,1635.0124182,1635.0240605,1635.0240605,1635.0240605,1635.0240605,1637.0241434999998,1637.0241434999998,1637.0241434999998,1637.0241434999998,1637.0084742999998,3,None,0.8163684000001012,0.23947640000005777,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
16,0,16,,,,,,space,1.842424100000244,None,None,3,None,1.1613157000001593,0.26993320000019594,0,0,0,0,,,,,3,0,3,0,,,,,16,0,16,0,1637.0241434999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schnorchel,5.1625,1637.0089795999993,1637.0094931999993,1637.0095969999993,1637.0241434999998,1642.1903961999997,1642.1746988999994,1642.1786044,1642.1903961999997,1642.1903961999997,1642.1903961999997,1642.1903961999997,1644.19027,1644.19027,1644.19027,1644.19027,1644.1743699999997,3,None,1.1613157000001593,0.26993320000019594,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
17,0,17,,,,,,space,1.842424100000244,None,None,3,None,1.0943033000003197,0.2326415999996243,0,0,0,0,,,,,3,0,3,0,,,,,17,0,17,0,1644.19027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geburtstag,2.3448,1644.1747872999995,1644.1752463999992,1644.1753368999998,1644.19027,1646.5397395,1646.5241889999998,1646.5274789999994,1646.5397395,1646.5397395,1646.5397395,1646.5397395,1648.5399287,1648.5399287,1648.5399287,1648.5399287,1648.5243654999995,3,None,1.0943033000003197,0.2326415999996243,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
18,0,18,,,,,,space,1.842424100000244,None,None,2,None,1.2341249000000971,0.22497370000019146,0,0,0,0,,,,,3,0,3,0,,,,,18,0,18,0,1648.5399287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tischler,3.8276,1648.5248169999995,1648.5253602999992,1648.5254558999995,1648.5399287,1652.3735618,1652.3576551999995,1652.3619924999994,1652.3735618,1652.3735618,1652.3735618,1652.3735618,1654.3731099999995,1654.3731099999995,1654.3731099999995,1654.3731099999995,1654.3576820999997,2,None,1.2341249000000971,0.22497370000019146,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
19,0,19,,,,,,space,1.842424100000244,None,None,3,None,0.9275886000004903,0.547882999999274,0,0,0,0,,,,,3,0,3,0,,,,,19,0,19,0,1654.3731099999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nachricht,3.2643,1654.358193,1654.3587080999996,1654.3588123,1654.3731099999995,1657.6393369999996,1657.6237714999997,1657.6269945999993,1657.6393369999996,1657.6393369999996,1657.6393369999996,1657.6393369999996,1659.6393327999995,1659.6393327999995,1659.6393327999995,1659.6393327999995,1659.6243982999995,3,None,0.9275886000004903,0.547882999999274,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
20,0,20,,,,,,space,1.842424100000244,None,None,3,None,1.1703975000000355,0.19353709999995772,0,0,0,0,,,,,3,0,3,0,,,,,20,0,20,0,1659.6393327999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Komödie,2.0168,1659.6249103999999,1659.6254218999993,1659.6255407999997,1659.6393327999995,1661.6557696,1661.6401331999996,1661.6449788999998,1661.6557696,1661.6557696,1661.6557696,1661.6557696,1663.6560872999999,1663.6560872999999,1663.6560872999999,1663.6560872999999,1663.6402953999996,3,None,1.1703975000000355,0.19353709999995772,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
21,0,21,,,,,,space,1.842424100000244,None,None,3,None,1.1753152999999656,0.31475289999980305,0,0,0,0,,,,,3,0,3,0,,,,,21,0,21,0,1663.6560872999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teller,3.3946,1663.6408052999996,1663.6413176999995,1663.6414225999997,1663.6560872999999,1667.0556054999997,1667.0401140999993,1667.0442218999997,1667.0556054999997,1667.0556054999997,1667.0556054999997,1667.0556054999997,1669.0553154,1669.0553154,1669.0553154,1669.0553154,1669.0399263,3,None,1.1753152999999656,0.31475289999980305,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
22,0,22,,,,,,space,1.842424100000244,None,None,3,None,0.8591188999998849,0.22076769999966928,0,0,0,0,,,,,3,0,3,0,,,,,22,0,22,0,1669.0553154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erde,2.4159,1669.0404049999997,1669.0410738,1669.0411742999995,1669.0553154,1671.4720015999992,1671.4561102999996,1671.4591838999995,1671.4720015999992,1671.4720015999992,1671.4720015999992,1671.4720015999992,1673.4721903,1673.4721903,1673.4721903,1673.4721903,1673.4566332999993,3,None,0.8591188999998849,0.22076769999966928,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
23,0,23,,,,,,space,1.842424100000244,None,None,3,None,0.9632437000000209,0.2810903999998118,0,0,0,0,,,,,3,0,3,0,,,,,23,0,23,0,1673.4721903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gleis,2.0913,1673.457168,1673.4578567999997,1673.4579704999996,1673.4721903,1675.5717116999995,1675.5563038,1675.5602030999999,1675.5717116999995,1675.5717116999995,1675.5717116999995,1675.5717116999995,1677.5718474999994,1677.5718474999994,1677.5718474999994,1677.5718474999994,1677.5561295999996,3,None,0.9632437000000209,0.2810903999998118,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
24,0,24,,,,,,space,1.842424100000244,None,None,3,None,0.8797512000001007,0.2307810000002064,0,0,0,0,,,,,3,0,3,0,,,,,24,0,24,0,1677.5718474999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bürste,2.0602,1677.5566448999998,1677.5572250999994,1677.5573275999996,1677.5718474999994,1679.6383324999997,1679.6221845999999,1679.6252480999992,1679.6383324999997,1679.6383324999997,1679.6383324999997,1679.6383324999997,1681.6383038999993,1681.6383038999993,1681.6383038999993,1681.6383038999993,1681.6226018999996,3,None,0.8797512000001007,0.2307810000002064,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
25,0,25,,,,,,space,1.842424100000244,None,None,3,None,0.8590582000006179,0.20281339999928605,0,0,0,0,,,,,3,0,3,0,,,,,25,0,25,0,1681.6383038999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ferien,2.1088,1681.6231128,1681.6236325,1681.6237392999992,1681.6383038999993,1683.7548311,1683.7387082999994,1683.7422185999994,1683.7548311,1683.7548311,1683.7548311,1683.7548311,1685.7545406,1685.7545406,1685.7545406,1685.7545406,1685.7390112999992,3,None,0.8590582000006179,0.20281339999928605,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
26,0,26,,,,,,space,1.842424100000244,None,None,3,None,0.9709504000002198,0.21250310000050376,0,0,0,0,,,,,3,0,3,0,,,,,26,0,26,0,1685.7545406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glück,2.0913,1685.7395299999998,1685.7400350999997,1685.7401424999998,1685.7545406,1687.8542742999998,1687.8387581999996,1687.8436143,1687.8542742999998,1687.8542742999998,1687.8542742999998,1687.8542742999998,1689.8543519999994,1689.8543519999994,1689.8543519999994,1689.8543519999994,1689.8386068999998,3,None,0.9709504000002198,0.21250310000050376,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
27,0,27,,,,,,space,1.842424100000244,None,None,3,None,1.0012414000002536,0.4397245000000112,0,0,0,0,,,,,3,0,3,0,,,,,27,0,27,0,1689.8543519999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Universität,2.8567,1689.8390847,1689.839583,1689.8396827999995,1689.8543519999994,1692.7203811,1692.7048599,1692.7085959999995,1692.7203811,1692.7203811,1692.7203811,1692.7203811,1694.7209462,1694.7209462,1694.7209462,1694.7209462,1694.7052264999993,3,None,1.0012414000002536,0.4397245000000112,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
28,0,28,,,,,,space,1.842424100000244,None,None,3,None,0.7654953000001115,0.1826418000000558,0,0,0,0,,,,,3,0,3,0,,,,,28,0,28,0,1694.7209462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hemd,3.2258,1694.7057445,1694.7062633999994,1694.7063734999992,1694.7209462,1697.9539805999993,1697.9381601999994,1697.9414929999994,1697.9539805999993,1697.9539805999993,1697.9539805999993,1697.9539805999993,1699.9540140999998,1699.9540140999998,1699.9540140999998,1699.9540140999998,1699.9381481,3,None,0.7654953000001115,0.1826418000000558,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
29,0,29,,,,,,space,1.842424100000244,None,None,3,None,0.9784104000000298,0.2543729999997595,0,0,0,0,,,,,3,0,3,0,,,,,29,0,29,0,1699.9540140999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finger,3.4619,1699.9386718999995,1699.9391734,1699.9392786999997,1699.9540140999998,1703.4198465999998,1703.4044218999998,1703.4080625999995,1703.4198465999998,1703.4198465999998,1703.4198465999998,1703.4198465999998,1705.4201975999995,1705.4201975999995,1705.4201975999995,1705.4201975999995,1705.4044760999996,3,None,0.9784104000000298,0.2543729999997595,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
30,0,30,,,,,,space,1.842424100000244,None,None,3,None,1.0299143000002005,0.19687510000039765,0,0,0,0,,,,,3,0,3,0,,,,,30,0,30,0,1705.4201975999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weinen,3.6881,1705.4049071,1705.4053719999993,1705.4054601999997,1705.4201975999995,1709.1200431999996,1709.1042645999996,1709.1082877999997,1709.1200431999996,1709.1200431999996,1709.1200431999996,1709.1200431999996,1711.1197631999994,1711.1197631999994,1711.1197631999994,1711.1197631999994,1711.1043443999997,3,None,1.0299143000002005,0.19687510000039765,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
31,0,31,,,,,,space,1.842424100000244,None,None,3,None,0.7332022000009601,0.24062599999888334,0,0,0,0,,,,,3,0,3,0,,,,,31,0,31,0,1711.1197631999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hilfe,3.7702,1711.1048492,1711.1053782,1711.1054828999995,1711.1197631999994,1714.9029532000004,1714.8873516000003,1714.8911764999993,1714.9029532000004,1714.9029532000004,1714.9029532000004,1714.9029532000004,1716.9028624999992,1716.9028624999992,1716.9028624999992,1716.9028624999992,1716.887381299999,3,None,0.7332022000009601,0.24062599999888334,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
32,0,32,,,,,,space,1.842424100000244,None,None,3,None,0.7099889000000985,0.20939370000087365,0,0,0,0,,,,,3,0,3,0,,,,,32,0,32,0,1716.9028624999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gemüse,2.1266,1716.8878874999991,1716.8885245000001,1716.888626,1716.9028624999992,1719.0357628000002,1719.0204713999992,1719.025402199999,1719.0357628000002,1719.0357628000002,1719.0357628000002,1719.0357628000002,1721.035890699999,1721.035890699999,1721.035890699999,1721.035890699999,1721.0206765999992,3,None,0.7099889000000985,0.20939370000087365,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
33,0,33,,,,,,space,1.842424100000244,None,None,2,None,0.9240487000006397,0.22743569999875035,0,0,0,0,,,,,3,0,3,0,,,,,33,0,33,0,1721.035890699999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Freund,2.193,1721.0211846000002,1721.0217245000003,1721.0218311999997,1721.035890699999,1723.2362015999988,1723.2201867000003,1723.2240323999995,1723.2362015999988,1723.2362015999988,1723.2362015999988,1723.2362015999988,1725.2356010999993,1725.2356010999993,1725.2356010999993,1725.2356010999993,1725.2200874999999,2,None,0.9240487000006397,0.22743569999875035,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
34,0,34,,,,,,space,1.842424100000244,None,None,3,None,0.8546400999985053,0.246256500000527,0,0,0,0,,,,,3,0,3,0,,,,,34,0,34,0,1725.2356010999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weltraum,2.7596,1725.2205956999987,1725.2212392000001,1725.2213453999993,1725.2356010999993,1728.0019628999999,1727.986465599999,1727.9900681,1728.0019628999999,1728.0019628999999,1728.0019628999999,1728.0019628999999,1730.0020409999997,1730.0020409999997,1730.0020409999997,1730.0020409999997,1729.9859665999993,3,None,0.8546400999985053,0.246256500000527,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
35,0,35,,,,,,space,1.842424100000244,None,None,3,None,1.1418370999999752,0.313584899999114,0,0,0,0,,,,,3,0,3,0,,,,,35,0,35,0,1730.0020409999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange,3.271,1729.9863826,1729.9868354999999,1729.9869194999992,1730.0020409999997,1733.2849662999997,1733.269431499999,1733.2732813999992,1733.2849662999997,1733.2849662999997,1733.2849662999997,1733.2849662999997,1735.2849664000005,1735.2849664000005,1735.2849664000005,1735.2849664000005,1735.2696553000005,3,None,1.1418370999999752,0.313584899999114,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
36,0,36,,,,,,space,1.842424100000244,None,None,2,None,0.8816307999986748,0.24429370000143535,0,0,0,0,,,,,3,0,3,0,,,,,36,0,36,0,1735.2849664000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Löwe,2.8292,1735.2701792999997,1735.2706887999993,1735.2707934999999,1735.2849664000005,1738.1181256,1738.1025903999998,1738.1061613000002,1738.1181256,1738.1181256,1738.1181256,1738.1181256,1740.1185325999995,1740.1185325999995,1740.1185325999995,1740.1185325999995,1740.1028207999989,2,None,0.8816307999986748,0.24429370000143535,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
37,0,37,,,,,,space,1.842424100000244,None,None,3,None,1.2764389000003575,0.3331023999999161,0,0,0,0,,,,,3,0,3,0,,,,,37,0,37,0,1740.1185325999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blut,2.7961,1740.1033298999992,1740.1038683999996,1740.1039731,1740.1185325999995,1742.918349399999,1742.9021856,1742.9057145999996,1742.918349399999,1742.918349399999,1742.918349399999,1742.918349399999,1744.9177705999991,1744.9177705999991,1744.9177705999991,1744.9177705999991,1744.902404299999,3,None,1.2764389000003575,0.3331023999999161,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
38,0,38,,,,,,space,1.842424100000244,None,None,3,None,1.2173684000008507,0.22538789999998698,0,0,0,0,,,,,3,0,3,0,,,,,38,0,38,0,1744.9177705999991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klinge,3.0145,1744.9029102999993,1744.9034567999988,1744.9035617999998,1744.9177705999991,1747.934170999999,1747.918784399999,1747.9237508999995,1747.934170999999,1747.934170999999,1747.934170999999,1747.934170999999,1749.9344268999994,1749.9344268999994,1749.9344268999994,1749.9344268999994,1749.9187917999989,3,None,1.2173684000008507,0.22538789999998698,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
39,0,39,,,,,,space,1.842424100000244,None,None,3,None,1.37650450000001,0.2708693000004132,0,0,0,0,,,,,3,0,3,0,,,,,39,0,39,0,1749.9344268999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poesie,2.3398,1749.9193008999991,1749.9199405,1749.9200444999988,1749.9344268999994,1752.2838104000002,1752.2687145,1752.2724268000002,1752.2838104000002,1752.2838104000002,1752.2838104000002,1752.2838104000002,1754.283876899999,1754.283876899999,1754.283876899999,1754.283876899999,1754.2685273999996,3,None,1.37650450000001,0.2708693000004132,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
40,0,40,,,,,,space,1.842424100000244,None,None,3,None,0.6763958000010462,0.26074269999844546,0,0,0,0,,,,,3,0,3,0,,,,,40,0,40,0,1754.283876899999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spaghetti,3.5877,1754.2690365999988,1754.2695359999998,1754.2696422999998,1754.283876899999,1757.8836367999993,1757.8680939999995,1757.8716606999988,1757.8836367999993,1757.8836367999993,1757.8836367999993,1757.8836367999993,1759.8836556999995,1759.8836556999995,1759.8836556999995,1759.8836556999995,1759.8680415999988,3,None,0.6763958000010462,0.26074269999844546,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
41,0,41,,,,,,space,1.842424100000244,None,None,3,None,0.817283899999893,0.1954394999993383,0,0,0,0,,,,,3,0,3,0,,,,,41,0,41,0,1759.8836556999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lernen,3.5951,1759.8685535999994,1759.8690647000003,1759.8691682999997,1759.8836556999995,1763.4833522999998,1763.4680542999995,1763.4719206999998,1763.4833522999998,1763.4833522999998,1763.4833522999998,1763.4833522999998,1765.483337399999,1765.483337399999,1765.483337399999,1765.483337399999,1765.4679044999993,3,None,0.817283899999893,0.1954394999993383,,,,,,,,,,,,,,,,,,1269,1,2025-09-20_11h21.11.455,sm,2024.2.4,59.96253540771553,2025-09-20 11h21.25.241563 +0200,
