thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,end_mapping.keys,living_nonliving.rt,living_nonliving.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,fm_key.keys,fm_key.rt,fm_key.duration,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,key_resp__welcome.started,welcome.stopped,key_resp__welcome.keys,key_resp__welcome.rt,key_resp__welcome.duration,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.end_mapping.keys,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,feeback_text.started,task_break_text.started,task_break_resp.started,feeback_text.stopped,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,begin_end_run_cross.stopped,fm_text.started,fm_key.started,runs.fm_key.rt,runs.fm_key.duration,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
16,0,16,,,,,,space,1.9258371000005354,None,None,3,None,1.2376822999995056,0.17912710000018706,0,0,0,0,,,,,0,0,0,0,,,,,,,,16,0,16,0,234.67429640000046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tee,2.4412,234.65918450000026,234.65966370000024,234.65975810000054,234.67429640000046,237.1242366000006,237.1088604000006,237.1124443000008,237.1242366000006,237.1242366000006,237.1242366000006,237.1242366000006,239.10831600000074,3,None,239.1239082000002,239.1239082000002,239.1239082000002,239.1239082000002,1.2376822999995056,0.17912710000018706,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
17,0,17,,,,,,space,1.9258371000005354,None,None,3,None,1.2585453000001507,0.17719390000002022,0,0,0,0,,,,,0,0,0,0,,,,,,,,17,0,17,0,239.1239082000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zimmer,2.882,239.10883080000076,239.1093410000003,239.1094479000003,239.1239082000002,242.00723720000042,241.99163130000034,241.995637,242.00723720000042,242.00723720000042,242.00723720000042,242.00723720000042,243.9917157,3,None,244.0070037000005,244.0070037000005,244.0070037000005,244.0070037000005,1.2585453000001507,0.17719390000002022,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
18,0,18,,,,,,space,1.9258371000005354,None,None,3,None,1.4698563999991165,0.19147720000000845,0,0,0,0,,,,,0,0,0,0,,,,,,,,18,0,18,0,244.0070037000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brille,3.2156,243.99221370000032,243.9927191000006,243.9928258,244.0070037000005,247.2232249000008,247.20792580000034,247.21131520000017,247.2232249000008,247.2232249000008,247.2232249000008,247.2232249000008,249.20772570000008,3,None,249.22336450000057,249.22336450000057,249.22336450000057,249.22336450000057,1.4698563999991165,0.19147720000000845,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
19,0,19,,,,,,space,1.9258371000005354,None,None,3,None,1.2071497000006275,0.20587589999922784,0,0,0,0,,,,,0,0,0,0,,,,,,,,19,0,19,0,249.22336450000057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mäher,2.3363,249.20822140000018,249.20874490000006,249.2088521000005,249.22336450000057,251.57357560000037,251.55779640000037,251.56189170000016,251.57357560000037,251.57357560000037,251.57357560000037,251.57357560000037,253.5575955000004,3,None,253.5731889000008,253.5731889000008,253.5731889000008,253.5731889000008,1.2071497000006275,0.20587589999922784,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
20,0,20,,,,,,space,1.9258371000005354,None,None,2,None,1.4999043999996502,0.19841160000032687,0,0,0,0,,,,,0,0,0,0,,,,,,,,20,0,20,0,253.5731889000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anführer,2.1434,253.5580899000006,253.55858919999991,253.55869500000063,253.5731889000008,255.7231001,255.7077994000001,255.71220369999992,255.7231001,255.7231001,255.7231001,255.7231001,257.7073199000006,2,None,257.7231182000005,257.7231182000005,257.7231182000005,257.7231182000005,1.4999043999996502,0.19841160000032687,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
21,0,21,,,,,,space,1.9258371000005354,None,None,3,None,1.1655937000004997,0.1793363999995563,0,0,0,0,,,,,0,0,0,0,,,,,,,,21,0,21,0,257.7231182000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mappe,3.7507,257.7078184000002,257.7084719000004,257.70857930000057,257.7231182000005,261.489106,261.47350989999995,261.4772014,261.489106,261.489106,261.489106,261.489106,263.4737482999999,3,None,263.4893793000001,263.4893793000001,263.4893793000001,263.4893793000001,1.1655937000004997,0.1793363999995563,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
22,0,22,,,,,,space,1.9258371000005354,None,None,3,None,1.5564015999998446,0.1858484000003955,0,0,0,0,,,,,0,0,0,0,,,,,,,,22,0,22,0,263.4893793000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schwimmen,2.7573,263.4742455000005,263.47476559999996,263.47487120000005,263.4893793000001,266.25538830000005,266.23981230000027,266.2436964000008,266.25538830000005,266.25538830000005,266.25538830000005,266.25538830000005,268.2405688000008,3,None,268.2560426,268.2560426,268.2560426,268.2560426,1.5564015999998446,0.1858484000003955,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
23,0,23,,,,,,space,1.9258371000005354,None,None,3,None,1.3279740999996648,0.1781449000000066,0,0,0,0,,,,,0,0,0,0,,,,,,,,23,0,23,0,268.2560426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gold,5.3738,268.2410695000008,268.241575,268.24168220000047,268.2560426,273.6386629000008,273.6229555,273.6263082000005,273.6386629000008,273.6386629000008,273.6386629000008,273.6386629000008,275.62275640000007,3,None,275.6385936000006,275.6385936000006,275.6385936000006,275.6385936000006,1.3279740999996648,0.1781449000000066,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
24,0,24,,,,,,space,1.9258371000005354,None,None,3,None,0.8125509999999849,0.1749214999999822,0,0,0,0,,,,,0,0,0,0,,,,,,,,24,0,24,0,275.6385936000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Statue,2.5548,275.62326420000045,275.6237748000003,275.6238824000002,275.6385936000006,278.20498920000045,278.1894355000004,278.1934805000001,278.20498920000045,278.20498920000045,278.20498920000045,278.20498920000045,280.1895370000002,3,None,280.2049663000007,280.2049663000007,280.2049663000007,280.2049663000007,0.8125509999999849,0.1749214999999822,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
25,0,25,,,,,,space,1.9258371000005354,None,None,3,None,1.2641732000001866,0.17645450000054552,0,0,0,0,,,,,0,0,0,0,,,,,,,,25,0,25,0,280.2049663000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bild,2.4287,280.1900325000006,280.19077070000003,280.1908742000005,280.2049663000007,282.63779010000053,282.6221749000006,282.6252376000002,282.63779010000053,282.63779010000053,282.63779010000053,282.63779010000053,284.6223563000003,3,None,284.63790770000014,284.63790770000014,284.63790770000014,284.63790770000014,1.2641732000001866,0.17645450000054552,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
26,0,26,,,,,,space,1.9258371000005354,None,None,3,None,1.5471787999995286,0.21281350000026578,0,0,0,0,,,,,0,0,0,0,,,,,,,,26,0,26,0,284.63790770000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Golf,4.4167,284.62286230000063,284.62337090000074,284.62347730000056,284.63790770000014,289.05417470000066,289.0387150000006,289.04187470000033,289.05417470000066,289.05417470000066,289.05417470000066,289.05417470000066,291.0386741000002,3,None,291.0542608000005,291.0542608000005,291.0542608000005,291.0542608000005,1.5471787999995286,0.21281350000026578,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
27,0,27,,,,,,space,1.9258371000005354,None,None,3,None,0.9192170000005717,0.18568749999940337,0,0,0,0,,,,,0,0,0,0,,,,,,,,27,0,27,0,291.0542608000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helm,2.8411,291.03917420000016,291.0396758000006,291.03978610000013,291.0542608000005,293.90394689999994,293.88824470000054,293.89430300000004,293.90394689999994,293.90394689999994,293.90394689999994,293.90394689999994,295.88851280000017,3,None,295.90395460000036,295.90395460000036,295.90395460000036,295.90395460000036,0.9192170000005717,0.18568749999940337,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
28,0,28,,,,,,space,1.9258371000005354,None,None,2,None,1.4943656999994346,0.1954686999997648,0,0,0,0,,,,,0,0,0,0,,,,,,,,28,0,28,0,295.90395460000036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erde,4.0975,295.8890128000003,295.8895252000002,295.88963090000016,295.90395460000036,300.00362720000066,299.98808350000036,299.9916153000004,300.00362720000066,300.00362720000066,300.00362720000066,300.00362720000066,301.9881425000003,2,None,302.0035981000001,302.0035981000001,302.0035981000001,302.0035981000001,1.4943656999994346,0.1954686999997648,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
29,0,29,,,,,,space,1.9258371000005354,None,None,3,None,1.257863300000281,0.23736430000008113,0,0,0,0,,,,,0,0,0,0,,,,,,,,29,0,29,0,302.0035981000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange,3.3631,301.9886490000008,301.98915620000025,301.9892641000006,302.0035981000001,305.3698254000001,305.3543887000005,305.3605288000008,305.3698254000001,305.3698254000001,305.3698254000001,305.3698254000001,307.3542320000006,3,None,307.3699231999999,307.3699231999999,307.3699231999999,307.3699231999999,1.257863300000281,0.23736430000008113,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
30,0,30,,,,,,space,1.9258371000005354,None,None,2,None,1.2456099000000904,0.2110253000000739,0,0,0,0,,,,,0,0,0,0,,,,,,,,30,0,30,0,307.3699231999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leute,5.0734,307.35473210000055,307.35530760000074,307.3554125999999,307.3699231999999,312.45294300000023,312.43773469999996,312.4415966000006,312.45294300000023,312.45294300000023,312.45294300000023,312.45294300000023,314.4374862000004,2,None,314.45296450000023,314.45296450000023,314.45296450000023,314.45296450000023,1.2456099000000904,0.2110253000000739,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
31,0,31,,,,,,space,1.9258371000005354,None,None,2,None,1.1736741999993683,0.18350250000003143,0,0,0,0,,,,,0,0,0,0,,,,,,,,31,0,31,0,314.45296450000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sprache,2.279,314.43798440000046,314.4384989,314.4386047000007,314.45296450000023,316.7361821000004,316.7205577000004,316.7246511000003,316.7361821000004,316.7361821000004,316.7361821000004,316.7361821000004,318.72057270000005,2,None,318.7361172000001,318.7361172000001,318.7361172000001,318.7361172000001,1.1736741999993683,0.18350250000003143,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
32,0,32,,,,,,space,1.9258371000005354,None,None,3,None,0.7194762999997693,0.20044599999982893,0,0,0,0,,,,,0,0,0,0,,,,,,,,32,0,32,0,318.7361172000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tisch,5.5838,318.72107420000066,318.72159100000044,318.7216960000005,318.7361172000001,324.31882940000014,324.3032140000005,324.30656570000065,324.31882940000014,324.31882940000014,324.31882940000014,324.31882940000014,326.3032645000003,3,None,326.3189063,326.3189063,326.3189063,326.3189063,0.7194762999997693,0.20044599999982893,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
33,0,33,,,,,,space,1.9258371000005354,None,None,2,None,0.8504371000008177,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,33,0,33,0,326.3189063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geschwister,4.3449,326.3037858000007,326.3042922000004,326.3044023000002,326.3189063,330.6684187999999,330.6529147000001,330.6579896000003,330.6684187999999,330.6684187999999,330.6684187999999,330.6684187999999,332.65296410000064,2,None,332.66862110000056,332.66862110000056,332.66862110000056,332.66862110000056,0.8504371000008177,None,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
34,0,34,,,,,,space,1.9258371000005354,None,None,None,None,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,34,0,34,0,332.66862110000056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nacht,3.0611,332.6534693000003,332.65414540000074,332.6542491,332.66862110000056,335.73475300000064,335.7194035000002,335.7234502000001,335.73475300000064,335.73475300000064,335.73475300000064,335.73475300000064,337.7195905000008,None,None,337.7348249000006,337.7348249000006,337.7348249000006,337.7348249000006,,,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
35,0,35,,,,,,space,1.9258371000005354,None,None,2,None,1.422290200000134,0.15528610000001208,0,0,0,0,,,,,0,0,0,0,,,,,,,,35,0,35,0,337.7348249000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blumen,4.7992,337.7200309,337.7205212000008,337.7206195000008,337.7348249000006,342.5343552000004,342.5189515000002,342.52294510000047,342.5343552000004,342.5343552000004,342.5343552000004,342.5343552000004,344.5189642000005,2,None,344.5345987999999,344.5345987999999,344.5345987999999,344.5345987999999,1.422290200000134,0.15528610000001208,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
36,0,36,,,,,,space,1.9258371000005354,None,None,None,None,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,36,0,36,0,344.5345987999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunst,2.0921,344.5194695,344.5199736000004,344.5200805000004,344.5345987999999,346.6339704000002,346.6186499000005,346.6222701000006,346.6339704000002,346.6339704000002,346.6339704000002,346.6339704000002,348.61870980000003,None,None,348.63412680000056,348.63412680000056,348.63412680000056,348.63412680000056,,,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
37,0,37,,,,,,space,1.9258371000005354,None,None,3,None,0.9379926000001433,0.18448199999966164,0,0,0,0,,,,,0,0,0,0,,,,,,,,37,0,37,0,348.63412680000056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schnürsenkel,2.7357,348.61917450000055,348.61992120000014,348.6200256000002,348.63412680000056,351.38401650000014,351.36852400000043,351.3728981000004,351.38401650000014,351.38401650000014,351.38401650000014,351.38401650000014,353.36839170000076,3,None,353.3840706000001,353.3840706000001,353.3840706000001,353.3840706000001,0.9379926000001433,0.18448199999966164,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
38,0,38,,,,,,space,1.9258371000005354,None,None,2,None,0.9562829000005877,0.160573199999817,0,0,0,0,,,,,0,0,0,0,,,,,,,,38,0,38,0,353.3840706000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Afrika,2.5789,353.36889710000014,353.36940310000045,353.3695135000007,353.3840706000001,355.96709550000014,355.9514297000005,355.95486000000074,355.96709550000014,355.96709550000014,355.96709550000014,355.96709550000014,357.9516472000005,2,None,357.96706820000054,357.96706820000054,357.96706820000054,357.96706820000054,0.9562829000005877,0.160573199999817,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
39,0,39,,,,,,space,1.9258371000005354,None,None,3,None,1.083639200000107,0.17341659999965486,0,0,0,0,,,,,0,0,0,0,,,,,,,,39,0,39,0,357.96706820000054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ringe,4.8846,357.9521484000006,357.9526570000007,357.95276080000076,357.96706820000054,362.8665931000005,362.8509125999999,362.85455700000057,362.8665931000005,362.8665931000005,362.8665931000005,362.8665931000005,364.8511589,3,None,364.86666980000064,364.86666980000064,364.86666980000064,364.86666980000064,1.083639200000107,0.17341659999965486,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
40,0,40,,,,,,space,1.9258371000005354,None,None,2,None,1.0972713000001022,0.18750189999991562,0,0,0,0,,,,,0,0,0,0,,,,,,,,40,0,40,0,364.86666980000064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gesicht,2.1341,364.8516623000005,364.85231290000047,364.8524165000008,364.86666980000064,366.99969670000064,366.9839834000004,366.9884178000002,366.99969670000064,366.99969670000064,366.99969670000064,366.99969670000064,368.9841200999999,2,None,368.9997548000001,368.9997548000001,368.9997548000001,368.9997548000001,1.0972713000001022,0.18750189999991562,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
41,0,41,,,,,,space,1.9258371000005354,None,None,2,None,1.5577968999996301,0.15828360000068642,0,0,0,0,,,,,0,0,0,0,,,,,,,,41,0,41,0,368.9997548000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand,2.3229,368.9846167000005,368.98526820000006,368.9853731000003,368.9997548000001,371.3327611000004,371.31721480000033,371.3202953,371.3327611000004,371.3327611000004,371.3327611000004,371.3327611000004,373.31717970000045,2,None,373.3327911000006,373.3327911000006,373.3327911000006,373.3327911000006,1.5577968999996301,0.15828360000068642,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
42,0,42,,,,,,space,1.9258371000005354,None,None,2,None,0.735092199999599,0.14967599999999948,0,0,0,0,,,,,0,0,0,0,,,,,,,,42,0,42,0,373.3327911000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Professor,2.9098,373.3176841000004,373.31818060000023,373.31828889999997,373.3327911000006,376.2491082000006,376.2336473000005,376.2374473,376.2491082000006,376.2491082000006,376.2491082000006,376.2491082000006,378.2338159000001,2,None,378.2491456000007,378.2491456000007,378.2491456000007,378.2491456000007,0.735092199999599,0.14967599999999948,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
43,0,43,,,,,,space,1.9258371000005354,None,None,3,None,1.306424600000355,0.15963319999991654,0,0,0,0,,,,,0,0,0,0,,,,,,,,43,0,43,0,378.2491456000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gipfel,3.5166,378.2343169000005,378.23482760000024,378.23493060000055,378.2491456000007,381.7657384000004,381.74997520000034,381.7539645000006,381.7657384000004,381.7657384000004,381.7657384000004,381.7657384000004,383.7504991000005,3,None,383.7657125000005,383.7657125000005,383.7657125000005,383.7657125000005,1.306424600000355,0.15963319999991654,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
44,0,44,,,,,,space,1.9258371000005354,None,None,3,None,1.0831263999998555,0.131646499999988,0,0,0,0,,,,,0,0,0,0,,,,,,,,44,0,44,0,383.7657125000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bluse,2.8691,383.75100660000044,383.75153670000054,383.75164330000007,383.7657125000005,386.64933530000053,386.63296140000057,386.6364557000006,386.64933530000053,386.64933530000053,386.64933530000053,386.64933530000053,388.6329046999999,3,None,388.64861400000063,388.64861400000063,388.64861400000063,388.64861400000063,1.0831263999998555,0.131646499999988,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
45,0,45,,,,,,space,1.9258371000005354,None,None,2,None,1.226846900000055,0.15817739999965852,0,0,0,0,,,,,0,0,0,0,,,,,,,,45,0,45,0,388.64861400000063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arm,5.289,388.6333998,388.6339693,388.63407520000055,388.64861400000063,393.94833540000036,393.93275130000075,393.9363916000002,393.94833540000036,393.94833540000036,393.94833540000036,393.94833540000036,395.9326955000006,2,None,395.9481312000007,395.9481312000007,395.9481312000007,395.9481312000007,1.226846900000055,0.15817739999965852,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
46,0,46,,,,,,space,1.9258371000005354,None,None,2,None,1.523616999999831,0.15721490000032645,0,0,0,0,,,,,0,0,0,0,,,,,,,,46,0,46,0,395.9481312000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vulkan,2.8454,395.9331645000002,395.9336626000004,395.93376250000074,395.9481312000007,398.7979283000004,398.78246110000055,398.7866318000006,398.7979283000004,398.7979283000004,398.7979283000004,398.7979283000004,400.7822730000007,2,None,400.7981002000006,400.7981002000006,400.7981002000006,400.7981002000006,1.523616999999831,0.15721490000032645,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
47,0,47,,,,,,space,1.9258371000005354,None,None,2,None,0.757311600000321,0.1877345000002606,0,0,0,0,,,,,0,0,0,0,,,,,,,,47,0,47,0,400.7981002000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lachen,2.5626,400.7827797,400.7832836000007,400.7833920000003,400.7981002000006,403.3645122000007,403.3490986000006,403.35391980000077,403.3645122000007,403.3645122000007,403.3645122000007,403.3645122000007,405.34870390000015,2,None,405.36437040000055,405.36437040000055,405.36437040000055,405.36437040000055,0.757311600000321,0.1877345000002606,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
48,0,48,,,,,,space,1.9258371000005354,None,None,2,None,0.9858352000001105,0.15464299999985087,0,0,0,0,,,,,0,0,0,0,,,,,,,,48,0,48,0,405.36437040000055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fledermaus,3.7827,405.34920670000065,405.3497154000006,405.3498217000006,405.36437040000055,409.1473249999999,409.13171280000006,409.13629410000067,409.1473249999999,409.1473249999999,409.1473249999999,409.1473249999999,411.1316575000001,2,None,411.14728340000056,411.14728340000056,411.14728340000056,411.14728340000056,0.9858352000001105,0.15464299999985087,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
