thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,end_mapping.keys,living_nonliving.rt,living_nonliving.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,fm_key.keys,fm_key.rt,fm_key.duration,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,key_resp__welcome.started,welcome.stopped,key_resp__welcome.keys,key_resp__welcome.rt,key_resp__welcome.duration,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.end_mapping.keys,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,feeback_text.started,task_break_text.started,task_break_resp.started,feeback_text.stopped,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,begin_end_run_cross.stopped,fm_text.started,fm_key.started,runs.fm_key.rt,runs.fm_key.duration,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
1,0,1,,,,,,space,1.2376847000005,None,None,3,None,1.611641999999847,0.15624430000025313,0,0,0,0,,,,,2,0,2,0,,,,,,,,1,0,1,0,1052.7100306000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hilfe,2.1434,1052.6951559,1052.69567,1052.6957779000004,1052.7100306000002,1054.8597400000008,1054.8447804000007,1054.8488789000003,1054.8597400000008,1054.8597400000008,1054.8597400000008,1054.8597400000008,1056.8442892000003,3,None,1056.8599938000007,1056.8599938000007,1056.8599938000007,1056.8599938000007,1.611641999999847,0.15624430000025313,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
2,0,2,,,,,,space,1.2376847000005,None,None,3,None,0.8794232999998712,0.18354360000012093,0,0,0,0,,,,,2,0,2,0,,,,,,,,2,0,2,0,1056.8599938000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nachricht,2.5626,1056.8447917000003,1056.8453040000004,1056.8454107000007,1056.8599938000007,1059.4261964000007,1059.4106332000001,1059.4147887,1059.4261964000007,1059.4261964000007,1059.4261964000007,1059.4261964000007,1061.4107625000006,3,None,1061.4263205000007,1061.4263205000007,1061.4263205000007,1061.4263205000007,0.8794232999998712,0.18354360000012093,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
3,0,3,,,,,,space,1.2376847000005,None,None,2,None,1.632293299999219,0.17885820000083186,0,0,0,0,,,,,2,0,2,0,,,,,,,,3,0,3,0,1061.4263205000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mund,2.4412,1061.4112696000002,1061.4117725000006,1061.4118781000006,1061.4263205000007,1063.8759023000002,1063.8602135,1063.8634894000006,1063.8759023000002,1063.8759023000002,1063.8759023000002,1063.8759023000002,1065.8601417,2,None,1065.8759406,1065.8759406,1065.8759406,1065.8759406,1.632293299999219,0.17885820000083186,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
4,0,4,,,,,,space,1.2376847000005,None,None,2,None,0.7086814000003869,0.20083209999938845,0,0,0,0,,,,,2,0,2,0,,,,,,,,4,0,4,0,1065.8759406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Familie,2.1453,1065.8606361000002,1065.8611661000004,1065.8612710000007,1065.8759406,1068.0257692000005,1068.0100012000003,1068.0165104000007,1068.0257692000005,1068.0257692000005,1068.0257692000005,1068.0257692000005,1070.0101755000005,2,None,1070.0259014000003,1070.0259014000003,1070.0259014000003,1070.0259014000003,0.7086814000003869,0.20083209999938845,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
5,0,5,,,,,,space,1.2376847000005,None,None,3,None,1.4410986000002595,0.17090000000007421,0,0,0,0,,,,,2,0,2,0,,,,,,,,5,0,5,0,1070.0259014000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vergangenheit,2.0345,1070.0106731000005,1070.0111819000003,1070.0112930000005,1070.0259014000003,1072.0753145000008,1072.0599127000005,1072.0636633000004,1072.0753145000008,1072.0753145000008,1072.0753145000008,1072.0753145000008,1074.0602842000008,3,None,1074.0753318000006,1074.0753318000006,1074.0753318000006,1074.0753318000006,1.4410986000002595,0.17090000000007421,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
6,0,6,,,,,,space,1.2376847000005,None,None,2,None,1.6655940999999075,0.19152239999948506,0,0,0,0,,,,,2,0,2,0,,,,,,,,6,0,6,0,1074.0753318000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trennung,2.6809,1074.0607256000003,1074.0612190000002,1074.0613135000003,1074.0753318000006,1076.7585196,1076.7429453000004,1076.7472532000002,1076.7585196,1076.7585196,1076.7585196,1076.7585196,1078.7426862000002,2,None,1078.7585476000004,1078.7585476000004,1078.7585476000004,1078.7585476000004,1.6655940999999075,0.19152239999948506,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
7,0,7,,,,,,space,1.2376847000005,None,None,3,None,1.10627839999961,0.18323380000038014,0,0,0,0,,,,,2,0,2,0,,,,,,,,7,0,7,0,1078.7585476000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lava,3.0884,1078.7431873000005,1078.7436953000006,1078.7438054000004,1078.7585476000004,1081.8582479000006,1081.8426199000005,1081.8461933000008,1081.8582479000006,1081.8582479000006,1081.8582479000006,1081.8582479000006,1083.8430869000003,3,None,1083.8581601000005,1083.8581601000005,1083.8581601000005,1083.8581601000005,1.10627839999961,0.18323380000038014,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
8,0,8,,,,,,space,1.2376847000005,None,None,2,None,0.9612264999996114,0.1526267999997799,0,0,0,0,,,,,2,0,2,0,,,,,,,,8,0,8,0,1083.8581601000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spinne,2.9098,1083.8435818000007,1083.8443321000004,1083.8444363000008,1083.8581601000005,1086.7748623000007,1086.758957,1086.7629693000008,1086.7748623000007,1086.7748623000007,1086.7748623000007,1086.7748623000007,1088.7587735000006,2,None,1088.7744255000007,1088.7744255000007,1088.7744255000007,1088.7744255000007,0.9612264999996114,0.1526267999997799,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
9,0,9,,,,,,space,1.2376847000005,None,None,2,None,0.6934664000000339,0.15258759999960603,0,0,0,0,,,,,2,0,2,0,,,,,,,,9,0,9,0,1088.7744255000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hai,2.274,1088.7591920000004,1088.7596501000007,1088.7597396,1088.7744255000007,1091.0575736,1091.0421997000003,1091.0457178000006,1091.0575736,1091.0575736,1091.0575736,1091.0575736,1093.0418826000005,2,None,1093.0575746000004,1093.0575746000004,1093.0575746000004,1093.0575746000004,0.6934664000000339,0.15258759999960603,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
10,0,10,,,,,,space,1.2376847000005,None,None,3,None,0.9027430000005552,0.16298409999944852,0,0,0,0,,,,,2,0,2,0,,,,,,,,10,0,10,0,1093.0575746000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Telefon,3.0611,1093.0423061000001,1093.0429453000006,1093.0430395000003,1093.0575746000004,1096.1238823000003,1096.1082370000004,1096.1118965000005,1096.1238823000003,1096.1238823000003,1096.1238823000003,1096.1238823000003,1098.1086015,3,None,1098.1241822000002,1098.1241822000002,1098.1241822000002,1098.1241822000002,0.9027430000005552,0.16298409999944852,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
11,0,11,,,,,,space,1.2376847000005,None,None,3,None,0.824638899999627,0.17276339999989432,0,0,0,0,,,,,2,0,2,0,,,,,,,,11,0,11,0,1098.1241822000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hammer,3.3256,1098.1091029,1098.1098476000006,1098.1099528000004,1098.1241822000002,1101.4569377000007,1101.4416322000006,1101.4464878000008,1101.4569377000007,1101.4569377000007,1101.4569377000007,1101.4569377000007,1103.4412501000006,3,None,1103.4573391000004,1103.4573391000004,1103.4573391000004,1103.4573391000004,0.824638899999627,0.17276339999989432,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
12,0,12,,,,,,space,1.2376847000005,None,None,3,None,1.0047786000004635,0.18376360000002023,0,0,0,0,,,,,2,0,2,0,,,,,,,,12,0,12,0,1103.4573391000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sitzgurt,2.7137,1103.4416729000004,1103.4421612000006,1103.4422519,1103.4573391000004,1106.1734028,1106.1579031,1106.1620411000004,1106.1734028,1106.1734028,1106.1734028,1106.1734028,1108.1577835000007,3,None,1108.1733789,1108.1733789,1108.1733789,1108.1733789,1.0047786000004635,0.18376360000002023,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
13,0,13,,,,,,space,1.2376847000005,None,None,2,None,1.5670977999998286,0.1725233000006483,0,0,0,0,,,,,2,0,2,0,,,,,,,,13,0,13,0,1108.1733789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pflege,2.7357,1108.1582817000008,1108.1587735000003,1108.15888,1108.1733789,1110.9234599000001,1110.9077661000001,1110.9117351000004,1110.9234599000001,1110.9234599000001,1110.9234599000001,1110.9234599000001,1112.9075777000007,2,None,1112.9232573,1112.9232573,1112.9232573,1112.9232573,1.5670977999998286,0.1725233000006483,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
14,0,14,,,,,,space,1.2376847000005,None,None,3,None,1.7344479000003048,0.20045099999970262,0,0,0,0,,,,,2,0,2,0,,,,,,,,14,0,14,0,1112.9232573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sterne,2.1316,1112.9080800000002,1112.9085907000008,1112.9086970000008,1112.9232573,1115.0563787,1115.0406676000002,1115.0448490000008,1115.0563787,1115.0563787,1115.0563787,1115.0563787,1117.0408329000002,3,None,1117.0563513000006,1117.0563513000006,1117.0563513000006,1117.0563513000006,1.7344479000003048,0.20045099999970262,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
15,0,15,,,,,,space,1.2376847000005,None,None,3,None,1.126964200000657,0.19946449999952165,0,0,0,0,,,,,2,0,2,0,,,,,,,,15,0,15,0,1117.0563513000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schnorchel,2.8351,1117.0413329000003,1117.041983,1117.0420894000008,1117.0563513000006,1119.9060653000006,1119.8903537000006,1119.8942443000005,1119.9060653000006,1119.9060653000006,1119.9060653000006,1119.9060653000006,1121.8904514000005,3,None,1121.9058774000005,1121.9058774000005,1121.9058774000005,1121.9058774000005,1.126964200000657,0.19946449999952165,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
16,0,16,,,,,,space,1.2376847000005,None,None,None,None,,,0,0,0,0,,,,,2,0,2,0,,,,,,,,16,0,16,0,1121.9058774000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schläger,2.8615,1121.8909192,1121.8914138,1121.8915136000005,1121.9058774000005,1124.7724401000005,1124.7568220000003,1124.7610552000006,1124.7724401000005,1124.7724401000005,1124.7724401000005,1124.7724401000005,1126.7568143000008,None,None,1126.7725176000004,1126.7725176000004,1126.7725176000004,1126.7725176000004,,,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
17,0,17,,,,,,space,1.2376847000005,None,None,2,None,0.9863017000006948,0.1748846999998932,0,0,0,0,,,,,2,0,2,0,,,,,,,,17,0,17,0,1126.7725176000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Riechen,2.0921,1126.7572743,1126.7578045,1126.7579113000002,1126.7725176000004,1128.8719681000002,1128.8563455000003,1128.8599103000006,1128.8719681000002,1128.8719681000002,1128.8719681000002,1128.8719681000002,1130.8567009000008,2,None,1130.8721393000005,1130.8721393000005,1130.8721393000005,1130.8721393000005,0.9863017000006948,0.1748846999998932,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
18,0,18,,,,,,space,1.2376847000005,None,None,3,None,0.6337577000003876,0.18254290000004403,0,0,0,0,,,,,2,0,2,0,,,,,,,,18,0,18,0,1130.8721393000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gel,2.2989,1130.8571973000007,1130.8576954,1130.8577990000003,1130.8721393000005,1133.1719117000002,1133.1565296000008,1133.1609849000006,1133.1719117000002,1133.1719117000002,1133.1719117000002,1133.1719117000002,1135.1562302000002,3,None,1135.1720616000002,1135.1720616000002,1135.1720616000002,1135.1720616000002,0.6337577000003876,0.18254290000004403,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
19,0,19,,,,,,space,1.2376847000005,None,None,2,None,1.2595823000001474,0.21083420000013575,0,0,0,0,,,,,2,0,2,0,,,,,,,,19,0,19,0,1135.1720616000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kälte,3.7507,1135.156731,1135.1572451000002,1135.1573505000006,1135.1720616000002,1138.9390232000005,1138.9227228,1138.9269132,1138.9390232000005,1138.9390232000005,1138.9390232000005,1138.9390232000005,1140.9227241000008,2,None,1140.9381875,1140.9381875,1140.9381875,1140.9381875,1.2595823000001474,0.21083420000013575,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
20,0,20,,,,,,space,1.2376847000005,None,None,3,None,0.677110999999968,0.19758610000008048,0,0,0,0,,,,,2,0,2,0,,,,,,,,20,0,20,0,1140.9381875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chips,2.0655,1140.9232246000001,1140.9237382000001,1140.9238438000002,1140.9381875,1143.004422,1142.9888827000004,1142.9928782000006,1143.004422,1143.004422,1143.004422,1143.004422,1144.9893035000005,3,None,1145.0046982000003,1145.0046982000003,1145.0046982000003,1145.0046982000003,0.677110999999968,0.19758610000008048,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
21,0,21,,,,,,space,1.2376847000005,None,None,3,None,1.7022078999998485,0.25226910000037606,0,0,0,0,,,,,2,0,2,0,,,,,,,,21,0,21,0,1145.0046982000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ordner,4.0975,1144.989794,1144.9903702000001,1144.9904771000001,1145.0046982000003,1149.1043267000005,1149.0885854000007,1149.0924970000005,1149.1043267000005,1149.1043267000005,1149.1043267000005,1149.1043267000005,1151.0888726000003,3,None,1151.1042036000008,1151.1042036000008,1151.1042036000008,1151.1042036000008,1.7022078999998485,0.25226910000037606,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
22,0,22,,,,,,space,1.2376847000005,None,None,3,None,0.7660701999993762,0.29421710000042367,0,0,0,0,,,,,2,0,2,0,,,,,,,,22,0,22,0,1151.1042036000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabel,3.7457,1151.0893679,1151.0898858,1151.0899928000008,1151.1042036000008,1154.8541366,1154.8383195000006,1154.8424346000002,1154.8541366,1154.8541366,1154.8541366,1154.8541366,1156.8383010000007,3,None,1156.8544485000002,1156.8544485000002,1156.8544485000002,1156.8544485000002,0.7660701999993762,0.29421710000042367,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
23,0,23,,,,,,space,1.2376847000005,None,None,2,None,1.1933412000007593,0.2227824999999939,0,0,0,0,,,,,2,0,2,0,,,,,,,,23,0,23,0,1156.8544485000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gast,2.3363,1156.8387972,1156.8392972000001,1156.839403,1156.8544485000002,1159.2036457000004,1159.1879306,1159.1909753,1159.2036457000004,1159.2036457000004,1159.2036457000004,1159.2036457000004,1161.1886624000008,2,None,1161.2038186,1161.2038186,1161.2038186,1161.2038186,1.1933412000007593,0.2227824999999939,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
24,0,24,,,,,,space,1.2376847000005,None,None,3,None,0.8349676999996518,0.19286379999994097,0,0,0,0,,,,,2,0,2,0,,,,,,,,24,0,24,0,1161.2038186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hemd,3.1948,1161.1891646000004,1161.1896674,1161.1897745000006,1161.2038186,1164.4035432,1164.3881941,1164.3927531,1164.4035432,1164.4035432,1164.4035432,1164.4035432,1166.3876947000008,3,None,1166.4034956000005,1166.4034956000005,1166.4034956000005,1166.4034956000005,0.8349676999996518,0.19286379999994097,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
25,0,25,,,,,,space,1.2376847000005,None,None,3,None,0.8731131999993522,0.19846700000016426,0,0,0,0,,,,,2,0,2,0,,,,,,,,25,0,25,0,1166.4034956000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soße,2.4151,1166.3881906000006,1166.3887006000004,1166.3888057000004,1166.4034956000005,1168.8198147000003,1168.8042288000006,1168.8077695000002,1168.8198147000003,1168.8198147000003,1168.8198147000003,1168.8198147000003,1170.8042327000003,3,None,1170.8200586000003,1170.8200586000003,1170.8200586000003,1170.8200586000003,0.8731131999993522,0.19846700000016426,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
26,0,26,,,,,,space,1.2376847000005,None,None,2,None,0.9734495000002426,0.18061549999947601,0,0,0,0,,,,,2,0,2,0,,,,,,,,26,0,26,0,1170.8200586000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spaß,2.5789,1170.8047299,1170.8052230000003,1170.8053326,1170.8200586000003,1173.4024754000002,1173.3870538,1173.3901402000001,1173.4024754000002,1173.4024754000002,1173.4024754000002,1173.4024754000002,1175.3874320000004,2,None,1175.4031669000005,1175.4031669000005,1175.4031669000005,1175.4031669000005,0.9734495000002426,0.18061549999947601,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
27,0,27,,,,,,space,1.2376847000005,None,None,3,None,1.1406598000003214,0.2143765999999232,0,0,0,0,,,,,2,0,2,0,,,,,,,,27,0,27,0,1175.4031669000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blätter,3.0221,1175.3879264000007,1175.3884451000004,1175.3885522,1175.4031669000005,1178.4356276000008,1178.4201587000007,1178.423632,1178.4356276000008,1178.4356276000008,1178.4356276000008,1178.4356276000008,1180.4203985000004,3,None,1180.435856,1180.435856,1180.435856,1180.435856,1.1406598000003214,0.2143765999999232,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
28,0,28,,,,,,space,1.2376847000005,None,None,2,None,0.8765599999996994,0.1948605999996289,0,0,0,0,,,,,2,0,2,0,,,,,,,,28,0,28,0,1180.435856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arbeit,3.3692,1180.4208971000007,1180.4213930000005,1180.4215049000004,1180.435856,1183.8191772,1183.8034033000004,1183.8067979000007,1183.8191772,1183.8191772,1183.8191772,1183.8191772,1185.8033457000001,2,None,1185.8189489000006,1185.8189489000006,1185.8189489000006,1185.8189489000006,0.8765599999996994,0.1948605999996289,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
29,0,29,,,,,,space,1.2376847000005,None,None,3,None,1.0427810000001045,0.19564959999934217,0,0,0,0,,,,,2,0,2,0,,,,,,,,29,0,29,0,1185.8189489000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Loch,4.0886,1185.8038348,1185.8045788,1185.8046838,1185.8189489000006,1189.9186483000003,1189.9031529000004,1189.9066585,1189.9186483000003,1189.9186483000003,1189.9186483000003,1189.9186483000003,1191.9031194,3,None,1191.9184684000002,1191.9184684000002,1191.9184684000002,1191.9184684000002,1.0427810000001045,0.19564959999934217,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
30,0,30,,,,,,space,1.2376847000005,None,None,3,None,1.3276230000001306,0.3010991000001013,0,0,0,0,,,,,2,0,2,0,,,,,,,,30,0,30,0,1191.9184684000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apfel,2.8691,1191.9036129000006,1191.9042677000007,1191.9043726,1191.9184684000002,1194.8015645000005,1194.7860545000003,1194.7901568000007,1194.8015645000005,1194.8015645000005,1194.8015645000005,1194.8015645000005,1196.7861122000004,3,None,1196.8018788,1196.8018788,1196.8018788,1196.8018788,1.3276230000001306,0.3010991000001013,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
31,0,31,,,,,,space,1.2376847000005,None,None,3,None,1.2489808000000266,0.16355810000004567,0,0,0,0,,,,,2,0,2,0,,,,,,,,31,0,31,0,1196.8018788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spülung,2.4131,1196.7866590000003,1196.7871736000006,1196.7872815,1196.8018788,1199.2179698,1199.2024645000001,1199.2075901000007,1199.2179698,1199.2179698,1199.2179698,1199.2179698,1201.2023622000006,3,None,1201.218199,1201.218199,1201.218199,1201.218199,1.2489808000000266,0.16355810000004567,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
32,0,32,,,,,,space,1.2376847000005,None,None,3,None,1.788309699999445,0.1472553000003245,0,0,0,0,,,,,2,0,2,0,,,,,,,,32,0,32,0,1201.218199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lernen,3.3631,1201.2028582000003,1201.2033569000005,1201.2034675000004,1201.218199,1204.5843486000003,1204.5689727,1204.5731265000004,1204.5843486000003,1204.5843486000003,1204.5843486000003,1204.5843486000003,1206.5688519000005,3,None,1206.5846862000008,1206.5846862000008,1206.5846862000008,1206.5846862000008,1.788309699999445,0.1472553000003245,,,,,,,,,,,,,,,,,,6113,1,2025-10-17_12h29.34.696,sm,2024.2.4,59.95078040919703,2025-10-17 12h29.43.791669 +0200,
