thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,end_mapping.keys,living_nonliving.rt,living_nonliving.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,key_resp__welcome.started,welcome.stopped,key_resp__welcome.keys,key_resp__welcome.rt,key_resp__welcome.duration,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,begin_end_run_cross.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.end_mapping.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,feeback_text.started,task_break_text.started,task_break_resp.started,feeback_text.stopped,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,fm_text.started,fm_key.started,runs.fm_key.rt,runs.fm_key.duration,thanks.started,thanks_text.started,thanks_text.stopped,thanks.stopped,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
67,0,67,,,,,,space,1.8500779999994847,None,None,3,None,1.238262200000463,0.14255790000242996,1,0,1,0,,,,,1,0,1,0,,,,,67,0,67,0,3080.8760865000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rock,3.6774,3080.861073,3080.8615924000005,3080.8617032,3080.8760865000004,3084.5589015000005,3084.543188300002,3084.5463842000026,3084.5589015000005,3084.5589015000005,3084.5589015000005,3084.5589015000005,3086.559226600002,3086.559226600002,3086.559226600002,3086.559226600002,3086.5432167,3,None,1.238262200000463,0.14255790000242996,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
68,0,68,,,,,,space,1.8500779999994847,None,None,2,None,0.9279225999998744,0.13571149999916088,1,0,1,0,,,,,1,0,1,0,,,,,68,0,68,0,3086.559226600002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sterne,2.1221,3086.5437414000007,3086.5442540000004,3086.544363000001,3086.559226600002,3088.692447100002,3088.676359600002,3088.680506500001,3088.692447100002,3088.692447100002,3088.692447100002,3088.692447100002,3090.692354999999,3090.692354999999,3090.692354999999,3090.692354999999,3090.6765283999994,2,None,0.9279225999998744,0.13571149999916088,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
69,0,69,,,,,,space,1.8500779999994847,None,None,2,None,0.8471196999998938,0.14172400000097696,1,0,1,0,,,,,1,0,1,0,,,,,69,0,69,0,3090.692354999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Präsident,2.4779,3090.6770340000003,3090.6775497000017,3090.6776568999994,3090.692354999999,3093.1759846000023,3093.1593292,3093.1645433000012,3093.1759846000023,3093.1759846000023,3093.1759846000023,3093.1759846000023,3095.1750138999996,3095.1750138999996,3095.1750138999996,3095.1750138999996,3095.1594557000026,2,None,0.8471196999998938,0.14172400000097696,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
70,0,70,,,,,,space,1.8500779999994847,None,None,3,None,1.0427419000006921,0.1476425000000745,1,0,1,0,,,,,1,0,1,0,,,,,70,0,70,0,3095.1750138999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bart,3.867,3095.1599707999994,3095.160477900001,3095.1605880999996,3095.1750138999996,3099.041393800002,3099.0258405999994,3099.029044400002,3099.041393800002,3099.041393800002,3099.041393800002,3099.041393800002,3101.0413131000023,3101.0413131000023,3101.0413131000023,3101.0413131000023,3101.0258698,3,None,1.0427419000006921,0.1476425000000745,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
71,0,71,,,,,,space,1.8500779999994847,None,None,2,None,1.343374899999617,0.14462800000183051,1,0,1,0,,,,,1,0,1,0,,,,,71,0,71,0,3101.0413131000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Postkarte,2.2697,3101.0264005999998,3101.0270568000014,3101.0271629000017,3101.0413131000023,3103.3244127,3103.3089600999992,3103.3131536,3103.3244127,3103.3244127,3103.3244127,3103.3244127,3105.3244957999996,3105.3244957999996,3105.3244957999996,3105.3244957999996,3105.3088917000023,2,None,1.343374899999617,0.14462800000183051,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
72,0,72,,,,,,space,1.8500779999994847,None,None,2,None,0.896917800000665,0.16709830000036163,1,0,1,0,,,,,1,0,1,0,,,,,72,0,72,0,3105.3244957999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beugen,3.0167,3105.3094039000025,3105.3099060999994,3105.3100134000015,3105.3244957999996,3108.340945300002,3108.3252735999995,3108.3293995999993,3108.340945300002,3108.340945300002,3108.340945300002,3108.340945300002,3110.3408251,3110.3408251,3110.3408251,3110.3408251,3110.3252773999993,2,None,0.896917800000665,0.16709830000036163,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
73,0,73,,,,,,space,1.8500779999994847,None,None,3,None,0.8401757999999973,0.2626349999991362,1,0,1,0,,,,,1,0,1,0,,,,,73,0,73,0,3110.3408251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tür,2.3709,3110.3257897000003,3110.3262969000025,3110.3264013000007,3110.3408251,3112.7240779999993,3112.7086530000015,3112.7115927000013,3112.7240779999993,3112.7240779999993,3112.7240779999993,3112.7240779999993,,,,,3114.7098178000015,3,None,0.8401757999999973,0.2626349999991362,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
74,0,74,,,,,,space,1.8500779999994847,None,None,3,None,1.42588760000217,0.13962339999852702,1,0,1,0,,,,,1,0,1,0,,,,,74,0,74,0,3114.7238921000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ostern,2.3549,3114.7103387999996,3114.7110025,3114.7111170000026,3114.7238921000026,3117.0902343000016,3117.0746954999995,3117.0781513,3117.0902343000016,3117.0902343000016,3117.0902343000016,3117.0902343000016,3119.0903204999995,3119.0903204999995,3119.0903204999995,3119.0903204999995,3119.0747429000003,3,None,1.42588760000217,0.13962339999852702,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
75,0,75,,,,,,space,1.8500779999994847,None,None,2,None,1.3724141999991843,0.11771720000251662,1,0,1,0,,,,,1,0,1,0,,,,,75,0,75,0,3119.0903204999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Freund,2.1239,3119.0752613000004,3119.0757694999993,3119.075874500002,3119.0903204999995,3121.2234740999993,3121.2077800000006,3121.211212500002,3121.2234740999993,3121.2234740999993,3121.2234740999993,3121.2234740999993,3123.2233586,3123.2233586,3123.2233586,3123.2233586,3123.2079606000007,2,None,1.3724141999991843,0.11771720000251662,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
76,0,76,,,,,,space,1.8500779999994847,None,None,2,None,1.1853472000002512,0.14853260000018054,1,0,1,0,,,,,1,0,1,0,,,,,76,0,76,0,3123.2233586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wahrheit,2.325,3123.2084703,3123.208983200002,3123.209090200002,3123.2233586,3125.556428600001,3125.5411841999994,3125.546335400002,3125.556428600001,3125.556428600001,3125.556428600001,3125.556428600001,3127.5564994000015,3127.5564994000015,3127.5564994000015,3127.5564994000015,3127.541296700001,2,None,1.1853472000002512,0.14853260000018054,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
77,0,77,,,,,,space,1.8500779999994847,None,None,3,None,0.8381844999967143,0.1547247000016796,1,0,1,0,,,,,1,0,1,0,,,,,77,0,77,0,3127.5564994000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nudeln,5.03,3127.5418094000015,3127.542351600001,3127.5424709,3127.5564994000015,3132.5892552000005,3132.5737985000014,3132.577418500001,3132.5892552000005,3132.5892552000005,3132.5892552000005,3132.5892552000005,3134.5895192999997,3134.5895192999997,3134.5895192999997,3134.5895192999997,3134.5739705000015,3,None,0.8381844999967143,0.1547247000016796,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
78,0,78,,,,,,space,1.8500779999994847,None,None,2,None,1.0012983000015083,0.14012959999672603,1,0,1,0,,,,,1,0,1,0,,,,,78,0,78,0,3134.5895192999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haare,2.0317,3134.574488800001,3134.5752395000018,3134.575346100002,3134.5895192999997,3136.6226260000003,3136.6068971000022,3136.6107905000026,3136.6226260000003,3136.6226260000003,3136.6226260000003,3136.6226260000003,3138.622525400002,3138.622525400002,3138.622525400002,3138.622525400002,3138.606833500002,2,None,1.0012983000015083,0.14012959999672603,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
79,0,79,,,,,,space,1.8500779999994847,None,None,3,None,0.8269856000006257,0.3242276999990281,1,0,1,0,,,,,1,0,1,0,,,,,79,0,79,0,3138.622525400002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lava,2.3517,3138.6073435,3138.607989100001,3138.6080954000026,3138.622525400002,3140.9889734999997,3140.973436600001,3140.97652,3140.9889734999997,3140.9889734999997,3140.9889734999997,3140.9889734999997,3143.0004173000016,3143.0004173000016,3143.0004173000016,3143.0004173000016,3142.9734346000005,3,None,0.8269856000006257,0.3242276999990281,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
0,0,0,,,,,2.8314,space,2.6679947999982687,None,None,3,None,1.1376251999972737,0.18858320000072126,1,0,1,0,,,,,2,0,2,0,0,79,79,43,0,0,0,0,3215.0015473999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3186.1523804000026,3186.152672600001,3186.159045200002,3186.1635416000026,3186.1635416000026,3188.8381154000017,space,2.6679947999982687,None,3188.8382708000026,3188.853325100001,3188.853325100001,3202.9869094000023,None,3202.994916200001,3203.002486000001,3203.0023477666696,3204.206493400001,3213.0018441666693,3214.0065467999993,3215.0015473999993,3214.9859367999998,Ringe,2.8314,3214.9872517000003,3214.9879905000016,3214.9880888000007,3215.0015473999993,3217.834629000001,3217.8190288000005,3217.8229347000015,3217.834629000001,3217.834629000001,3217.834629000001,3217.834629000001,3219.8346211000026,3219.8346211000026,3219.8346211000026,3219.8346211000026,3219.8191810000026,3,None,1.1376251999972737,0.18858320000072126,3154.988629300002,3154.9887009000013,None,3154.9978052000006,3155.004853800001,3159.004969900001,3159.004969900001,3159.004969900001,3186.1055214000007,2,27.097072100001242,None,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
1,0,1,,,,,,space,2.6679947999982687,None,None,2,None,1.2031605999982276,0.1190920000008191,1,0,1,0,,,,,2,0,2,0,,,,,1,0,1,0,3219.8346211000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Album,3.6638,3219.819717800001,3219.8202445999996,3219.820354700001,3219.8346211000026,3223.500804700001,3223.4851866000026,3223.488874400002,3223.500804700001,3223.500804700001,3223.500804700001,3223.500804700001,3225.5013803,3225.5013803,3225.5013803,3225.5013803,3225.4855202,2,None,1.2031605999982276,0.1190920000008191,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
2,0,2,,,,,,space,2.6679947999982687,None,None,3,None,1.0238647000005585,0.145578799998475,1,0,1,0,,,,,2,0,2,0,,,,,2,0,2,0,3225.5013803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teleskop,3.4292,3225.4860093999996,3225.4865259,3225.4866363,3225.5013803,3228.9340211000017,3228.9181720000015,3228.9227611999995,3228.9340211000017,3228.9340211000017,3228.9340211000017,3228.9340211000017,3230.9340432999998,3230.9340432999998,3230.9340432999998,3230.9340432999998,3230.9184066000016,3,None,1.0238647000005585,0.145578799998475,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
3,0,3,,,,,,space,2.6679947999982687,None,None,3,None,1.3498318000019935,0.15449959999750718,1,0,1,0,,,,,2,0,2,0,,,,,3,0,3,0,3230.9340432999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schule,2.7453,3230.9189173000013,3230.9194358999994,3230.919547199999,3230.9340432999998,3233.683799800001,3233.668584400002,3233.672618700002,3233.683799800001,3233.683799800001,3233.683799800001,3233.683799800001,3235.683933200002,3235.683933200002,3235.683933200002,3235.683933200002,3235.6681000000026,3,None,1.3498318000019935,0.15449959999750718,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
4,0,4,,,,,,space,2.6679947999982687,None,None,3,None,1.0146381999984442,0.15147549999892362,1,0,1,0,,,,,2,0,2,0,,,,,4,0,4,0,3235.683933200002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Statue,2.9402,3235.668616400002,3235.6691216,3235.669231300002,3235.683933200002,3238.6336778000004,3238.6179035000023,3238.6220334000027,3238.6336778000004,3238.6336778000004,3238.6336778000004,3238.6336778000004,3240.6334185000014,3240.6334185000014,3240.6334185000014,3240.6334185000014,3240.618080600001,3,None,1.0146381999984442,0.15147549999892362,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
5,0,5,,,,,,space,2.6679947999982687,None,None,2,None,0.8187094000022626,0.1486070999999356,1,0,1,0,,,,,2,0,2,0,,,,,5,0,5,0,3240.6334185000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zirkus,2.2079,3240.6185915000024,3240.6191039000005,3240.6192126000024,3240.6334185000014,3242.8500566000002,3242.8343062999993,3242.8380942000003,3242.8500566000002,3242.8500566000002,3242.8500566000002,3242.8500566000002,3244.8499893000007,3244.8499893000007,3244.8499893000007,3244.8499893000007,3244.8340763000015,2,None,0.8187094000022626,0.1486070999999356,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
6,0,6,,,,,,space,2.6679947999982687,None,None,3,None,0.7491398000020126,0.1458974000015587,1,0,1,0,,,,,2,0,2,0,,,,,6,0,6,0,3244.8499893000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stiefel,2.1219,3244.8345297000014,3244.8350613000002,3244.835155200002,3244.8499893000007,3246.9829850999995,3246.9674873000004,3246.971536600002,3246.9829850999995,3246.9829850999995,3246.9829850999995,3246.9829850999995,3248.983234800002,3248.983234800002,3248.983234800002,3248.983234800002,3248.9674133000008,3,None,0.7491398000020126,0.1458974000015587,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
7,0,7,,,,,,space,2.6679947999982687,None,None,3,None,0.9648491000007198,0.16150479999851086,1,0,1,0,,,,,2,0,2,0,,,,,7,0,7,0,3248.983234800002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klippe,2.5607,3248.967925500001,3248.9685733000006,3248.968681000002,3248.983234800002,3251.549551600001,3251.533948100001,3251.5378464000023,3251.549551600001,3251.549551600001,3251.549551600001,3251.549551600001,3253.5499629000005,3253.5499629000005,3253.5499629000005,3253.5499629000005,3253.533921500002,3,None,0.9648491000007198,0.16150479999851086,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
8,0,8,,,,,,space,2.6679947999982687,None,None,3,None,0.688379299997905,0.14099010000063572,1,0,1,0,,,,,2,0,2,0,,,,,8,0,8,0,3253.5499629000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monster,3.259,3253.534439400002,3253.5349621999994,3253.535071000002,3253.5499629000005,3256.815693700002,3256.8001127000025,3256.8041126000026,3256.815693700002,3256.815693700002,3256.815693700002,3256.815693700002,3258.8157962000005,3258.8157962000005,3258.8157962000005,3258.8157962000005,3258.8003175000013,3,None,0.688379299997905,0.14099010000063572,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
9,0,9,,,,,,space,2.6679947999982687,None,None,3,None,0.9881070000010368,0.13590649999969173,1,0,1,0,,,,,2,0,2,0,,,,,9,0,9,0,3258.8157962000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Krone,2.0317,3258.8008216000017,3258.8013949000015,3258.8014995000012,3258.8157962000005,3260.8488314000024,3260.8331494000013,3260.8392692000016,3260.8488314000024,3260.8488314000024,3260.8488314000024,3260.8488314000024,3262.8488762000015,3262.8488762000015,3262.8488762000015,3262.8488762000015,3262.8333601000013,3,None,0.9881070000010368,0.13590649999969173,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
10,0,10,,,,,,space,2.6679947999982687,None,None,2,None,0.7416015999988304,0.15201510000042617,1,0,1,0,,,,,2,0,2,0,,,,,10,0,10,0,3262.8488762000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vulkan,2.6105,3262.833873200001,3262.8343811000013,3262.8344883000027,3262.8488762000015,3265.4653732000006,3265.4496746000004,3265.4530092000023,3265.4653732000006,3265.4653732000006,3265.4653732000006,3265.4653732000006,3267.4652662000008,3267.4652662000008,3267.4652662000008,3267.4652662000008,3267.4497448,2,None,0.7416015999988304,0.15201510000042617,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
11,0,11,,,,,,space,2.6679947999982687,None,None,2,None,0.7667188999985228,0.1499403000016173,1,0,1,0,,,,,2,0,2,0,,,,,11,0,11,0,3267.4652662000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eltern,2.2464,3267.4502538000015,3267.4507817000012,3267.4508879000023,3267.4652662000008,3269.7151226000024,3269.6997424,3269.703978100002,3269.7151226000024,3269.7151226000024,3269.7151226000024,3269.7151226000024,3271.7152834000008,3271.7152834000008,3271.7152834000008,3271.7152834000008,3271.6993514000023,2,None,0.7667188999985228,0.1499403000016173,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
12,0,12,,,,,,space,2.6679947999982687,None,None,3,None,0.7997190999994928,0.1419488999999885,1,0,1,0,,,,,2,0,2,0,,,,,12,0,12,0,3271.7152834000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schwarz,2.8379,3271.699867700001,3271.7003912,3271.7004957000026,3271.7152834000008,3274.5652618999993,3274.5495370999997,3274.553737000002,3274.5652618999993,3274.5652618999993,3274.5652618999993,3274.5652618999993,3276.5647978000015,3276.5647978000015,3276.5647978000015,3276.5647978000015,3276.5492758,3,None,0.7997190999994928,0.1419488999999885,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
13,0,13,,,,,,space,2.6679947999982687,None,None,2,None,0.8503238000012061,0.1593847000003734,1,0,1,0,,,,,2,0,2,0,,,,,13,0,13,0,3276.5647978000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handwerker,4.9481,3276.5497805000014,3276.550430700001,3276.5505376,3276.5647978000015,3281.5142823999995,3281.498630000002,3281.5025798999995,3281.5142823999995,3281.5142823999995,3281.5142823999995,3281.5142823999995,3283.5142895999998,3283.5142895999998,3283.5142895999998,3283.5142895999998,3283.498751700001,2,None,0.8503238000012061,0.1593847000003734,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
14,0,14,,,,,,space,2.6679947999982687,None,None,3,None,0.7130429999997432,0.2338528000000224,1,0,1,0,,,,,2,0,2,0,,,,,14,0,14,0,3283.5142895999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blätter,3.3162,3283.4992623,3283.499770000002,3283.4998773000007,3283.5142895999998,3286.8308302000005,3286.8151049000007,3286.8190966,3286.8308302000005,3286.8308302000005,3286.8308302000005,3286.8308302000005,3288.830692300002,3288.830692300002,3288.830692300002,3288.830692300002,3288.8156990999996,3,None,0.7130429999997432,0.2338528000000224,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
15,0,15,,,,,,space,2.6679947999982687,None,None,2,None,1.0434419000011985,0.13553820000015548,1,0,1,0,,,,,2,0,2,0,,,,,15,0,15,0,3288.830692300002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geburtstag,2.9357,3288.816211900001,3288.8167331000004,3288.816841,3288.830692300002,3291.780212900001,3291.764919600002,3291.7700417000015,3291.780212900001,3291.780212900001,3291.780212900001,3291.780212900001,3293.7808981000017,3293.7808981000017,3293.7808981000017,3293.7808981000017,3293.7649660999996,2,None,1.0434419000011985,0.13553820000015548,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
16,0,16,,,,,,space,2.6679947999982687,None,None,3,None,0.9673232000022836,0.14955940000072587,1,0,1,0,,,,,2,0,2,0,,,,,16,0,16,0,3293.7808981000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blatt,2.3517,3293.7654748000023,3293.7661412000016,3293.7662476000005,3293.7808981000017,3296.1468258000023,3296.1314674000023,3296.1354508000004,3296.1468258000023,3296.1468258000023,3296.1468258000023,3296.1468258000023,3298.1468461000004,3298.1468461000004,3298.1468461000004,3298.1468461000004,3298.131262400002,3,None,0.9673232000022836,0.14955940000072587,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
17,0,17,,,,,,space,2.6679947999982687,None,None,3,None,1.1990000000005239,0.1864889000025869,1,0,1,0,,,,,2,0,2,0,,,,,17,0,17,0,3298.1468461000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,2.6645,3298.1317751000024,3298.1323439000007,3298.132451100002,3298.1468461000004,3300.813223000001,3300.797609600002,3300.8014519999997,3300.813223000001,3300.813223000001,3300.813223000001,3300.813223000001,3302.8134690000006,3302.8134690000006,3302.8134690000006,3302.8134690000006,3302.7976409000003,3,None,1.1990000000005239,0.1864889000025869,,,,,,,,,,,,,,,,,,,,,6896,1,2025-10-23_20h33.52.531,sm,2024.2.4,59.96850454157337,2025-10-23 20h34.07.122200 +0200,
