thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,living_nonliving.rt,living_nonliving.duration,end_mapping.keys,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,key_resp__welcome.started,welcome.stopped,key_resp__welcome.keys,key_resp__welcome.rt,key_resp__welcome.duration,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,begin_end_run_cross.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,semantic_mapping_run.end_mapping.keys,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,feeback_text.started,task_break_text.started,task_break_resp.started,feeback_text.stopped,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,fm_text.started,fm_key.started,runs.fm_key.rt,runs.fm_key.duration,thanks.started,thanks_text.started,thanks.stopped,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
60,0,60,,,,,,space,5.861020600001211,None,None,3,1.4254519999994955,0.20652250000057393,None,0,0,0,0,,,,,1,0,1,0,,,,,60,0,60,0,1016.7925773000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anruf,2.7158,1016.7774867999997,1016.7780305000015,1016.7781393000005,1016.7925773000006,1019.5088501000009,1019.4932733000005,1019.4975026000011,1019.5088501000009,1019.5088501000009,1019.5088501000009,1019.5088501000009,1021.508987700001,1021.508987700001,1021.508987700001,1021.508987700001,1021.4934130000001,3,1.4254519999994955,0.20652250000057393,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
61,0,61,,,,,,space,5.861020600001211,None,None,3,1.9524770000007265,None,None,0,0,0,0,,,,,1,0,1,0,,,,,61,0,61,0,1021.508987700001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wind,2.712,1021.4939258000013,1021.4944560000004,1021.4945689000015,1021.508987700001,1024.2249427000006,1024.2097192,1024.2129237000008,1024.2249427000006,1024.2249427000006,1024.2249427000006,1024.2249427000006,1026.2250789999998,1026.2250789999998,1026.2250789999998,1026.2250789999998,1026.2095844000014,3,1.9524770000007265,None,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
62,0,62,,,,,,space,5.861020600001211,None,None,3,0.9692872999985411,0.19443320000027597,None,0,0,0,0,,,,,1,0,1,0,,,,,62,0,62,0,1026.2250789999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tube,3.2368,1026.2100373000012,1026.2105428000013,1026.2106366000007,1026.2250789999998,1029.4749354000014,1029.4599565000008,1029.4635658000007,1029.4749354000014,1029.4749354000014,1029.4749354000014,1029.4749354000014,1031.4747843000005,1031.4747843000005,1031.4747843000005,1031.4747843000005,1031.4592834000014,3,0.9692872999985411,0.19443320000027597,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
63,0,63,,,,,,space,5.861020600001211,None,None,3,0.8986745999991399,0.20830580000074406,None,0,0,0,0,,,,,1,0,1,0,,,,,63,0,63,0,1031.4747843000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skizze,2.5572,1031.4597236000009,1031.4602034,1031.460301000001,1031.4747843000005,1034.0412489999999,1034.025706800001,1034.0295514999998,1034.0412489999999,1034.0412489999999,1034.0412489999999,1034.0412489999999,1036.0414313,1036.0414313,1036.0414313,1036.0414313,1036.0262567999998,3,0.8986745999991399,0.20830580000074406,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
64,0,64,,,,,,space,5.861020600001211,None,None,3,1.5201302999994368,0.21049590000075113,None,0,0,0,0,,,,,1,0,1,0,,,,,64,0,64,0,1036.0414313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rock,2.1561,1036.0267817000004,1036.0274113000014,1036.0275258000001,1036.0414313,1038.2077320999997,1038.1919331000008,1038.1950031000015,1038.2077320999997,1038.2077320999997,1038.2077320999997,1038.2077320999997,1040.2078460000012,1040.2078460000012,1040.2078460000012,1040.2078460000012,1040.192360000001,3,1.5201302999994368,0.21049590000075113,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
65,0,65,,,,,,space,5.861020600001211,None,None,3,1.1621474000003218,0.18845439999859082,None,0,0,0,0,,,,,1,0,1,0,,,,,65,0,65,0,1040.2078460000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sand,4.0757,1040.1928824000006,1040.1935118000001,1040.193619400001,1040.2078460000012,1044.2909981000012,1044.2754449000004,1044.2798867000001,1044.2909981000012,1044.2909981000012,1044.2909981000012,1044.2909981000012,1046.2911871000015,1046.2911871000015,1046.2911871000015,1046.2911871000015,1046.2751337000009,3,1.1621474000003218,0.18845439999859082,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
66,0,66,,,,,,space,5.861020600001211,None,None,3,1.3869741999988037,0.21161150000079942,None,0,0,0,0,,,,,1,0,1,0,,,,,66,0,66,0,1046.2911871000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mäher,2.253,1046.275648500001,1046.2761685000005,1046.2762757,1046.2911871000015,1048.5573445999999,1048.5420107999998,1048.5460872000003,1048.5573445999999,1048.5573445999999,1048.5573445999999,1048.5573445999999,1050.5574992000002,1050.5574992000002,1050.5574992000002,1050.5574992000002,1050.541509300001,3,1.3869741999988037,0.21161150000079942,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
67,0,67,,,,,,space,5.861020600001211,None,None,3,1.1688657000013336,0.2078588000003947,None,0,0,0,0,,,,,1,0,1,0,,,,,67,0,67,0,1050.5574992000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schuh,2.5269,1050.5420156,1050.542679100001,1050.5427974000013,1050.5574992000002,1053.0907616000004,1053.0747109000004,1053.0785781000013,1053.0907616000004,1053.0907616000004,1053.0907616000004,1053.0907616000004,1055.0902381000014,1055.0902381000014,1055.0902381000014,1055.0902381000014,1055.0747038000009,3,1.1688657000013336,0.2078588000003947,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
68,0,68,,,,,,space,5.861020600001211,None,None,2,0.9319994999987102,0.16845810000086203,None,0,0,0,0,,,,,1,0,1,0,,,,,68,0,68,0,1055.0902381000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atem,3.8739,1055.0752334000008,1055.075773300001,1055.0758870000009,1055.0902381000014,1058.9732490000006,1058.9575143000002,1058.9611108999998,1058.9732490000006,1058.9732490000006,1058.9732490000006,1058.9732490000006,1060.9734274000002,1060.9734274000002,1060.9734274000002,1060.9734274000002,1060.9576672000003,2,0.9319994999987102,0.16845810000086203,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
69,0,69,,,,,,space,5.861020600001211,None,None,3,1.2494626000006974,0.21286650000001828,None,0,0,0,0,,,,,1,0,1,0,,,,,69,0,69,0,1060.9734274000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fakt,2.1011,1060.9581553000007,1060.958782400001,1060.958885,1060.9734274000002,1063.0899094000015,1063.0741261000003,1063.0777137000005,1063.0899094000015,1063.0899094000015,1063.0899094000015,1063.0899094000015,1065.089491300001,1065.089491300001,1065.089491300001,1065.089491300001,1065.0736359000002,3,1.2494626000006974,0.21286650000001828,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
70,0,70,,,,,,space,5.861020600001211,None,None,2,1.1673263000011502,0.13457910000033735,None,0,0,0,0,,,,,1,0,1,0,,,,,70,0,70,0,1065.089491300001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Student,2.5506,1065.0741170000001,1065.074583900001,1065.0746820000004,1065.089491300001,1067.6395384000007,1067.6240494000012,1067.6282190000002,1067.6395384000007,1067.6395384000007,1067.6395384000007,1067.6395384000007,1069.6396683000003,1069.6396683000003,1069.6396683000003,1069.6396683000003,1069.6238535000011,2,1.1673263000011502,0.13457910000033735,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
71,0,71,,,,,,space,5.861020600001211,None,None,2,0.8660749999999098,0.14963990000069316,None,0,0,0,0,,,,,1,0,1,0,,,,,71,0,71,0,1069.6396683000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handwerker,2.9277,1069.6243818000003,1069.6248879000013,1069.6249973000013,1069.6396683000003,1072.5724490000011,1072.5569200999998,1072.5616233,1072.5724490000011,1072.5724490000011,1072.5724490000011,1072.5724490000011,1074.5724731999999,1074.5724731999999,1074.5724731999999,1074.5724731999999,1074.5571046000005,2,0.8660749999999098,0.14963990000069316,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
72,0,72,,,,,,space,5.861020600001211,None,None,2,0.9929032999989431,0.1535844999998517,None,0,0,0,0,,,,,1,0,1,0,,,,,72,0,72,0,1074.5724731999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beine,2.5961,1074.5576192999997,1074.5581483000005,1074.5582543,1074.5724731999999,1077.1723578,1077.1567270000014,1077.161721800001,1077.1723578,1077.1723578,1077.1723578,1077.1723578,1079.1723165000003,1079.1723165000003,1079.1723165000003,1079.1723165000003,1079.1565496000003,2,0.9929032999989431,0.1535844999998517,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
73,0,73,,,,,,space,5.861020600001211,None,None,2,0.8535033000007388,0.15616699999918637,None,0,0,0,0,,,,,1,0,1,0,,,,,73,0,73,0,1079.1723165000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vogel,4.1997,1079.1570697000006,1079.1575850999998,1079.1576966000011,1079.1723165000003,1083.3719125000007,1083.356091900001,1083.3595894999999,1083.3719125000007,1083.3719125000007,1083.3719125000007,1083.3719125000007,1085.371903000001,1085.371903000001,1085.371903000001,1085.371903000001,1085.356191500001,2,0.8535033000007388,0.15616699999918637,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
74,0,74,,,,,,space,5.861020600001211,None,None,3,1.2039540999994642,0.2089047000008577,None,0,0,0,0,,,,,1,0,1,0,,,,,74,0,74,0,1085.371903000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Film,2.0548,1085.356716100001,1085.3572300000014,1085.3573438000003,1085.371903000001,1087.4386969000007,1087.4229766999997,1087.4265391999998,1087.4386969000007,1087.4386969000007,1087.4386969000007,1087.4386969000007,1089.4382824000004,1089.4382824000004,1089.4382824000004,1089.4382824000004,1089.4225880000013,3,1.2039540999994642,0.2089047000008577,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
75,0,75,,,,,,space,5.861020600001211,None,None,2,0.8020756999994774,0.1775761999997485,None,0,0,0,0,,,,,1,0,1,0,,,,,75,0,75,0,1089.4382824000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geschwister,2.7121,1089.4230997000013,1089.4236122000002,1089.423718600001,1089.4382824000004,1092.1547478000011,1092.1390674000013,1092.1430520000013,1092.1547478000011,1092.1547478000011,1092.1547478000011,1092.1547478000011,1094.1546260000014,1094.1546260000014,1094.1546260000014,1094.1546260000014,1094.1392640000013,2,0.8020756999994774,0.1775761999997485,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
76,0,76,,,,,,space,5.861020600001211,None,None,3,0.9054882999989786,0.2048238000006677,None,0,0,0,0,,,,,1,0,1,0,,,,,76,0,76,0,1094.1546260000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Loch,3.8126,1094.1397757000013,1094.1404303,1094.1405360999997,1094.1546260000014,1097.9710754000007,1097.9551491000002,1097.9578418,1097.9710754000007,1097.9710754000007,1097.9710754000007,1097.9710754000007,1099.9709946000003,1099.9709946000003,1099.9709946000003,1099.9709946000003,1099.9557557999997,3,0.9054882999989786,0.2048238000006677,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
77,0,77,,,,,,space,5.861020600001211,None,None,3,1.020452299999306,0.19189660000120057,None,0,0,0,0,,,,,1,0,1,0,,,,,77,0,77,0,1099.9709946000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apfel,4.659,1099.9562748000008,1099.9567947000014,1099.9568868000006,1099.9709946000003,1104.6370158999998,1104.6215643000014,1104.6251873,1104.6370158999998,1104.6370158999998,1104.6370158999998,1104.6370158999998,1106.6372712000011,1106.6372712000011,1106.6372712000011,1106.6372712000011,1106.6218192000015,3,1.020452299999306,0.19189660000120057,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
78,0,78,,,,,,space,5.861020600001211,None,None,2,1.013859799999409,0.16492959999959567,None,0,0,0,0,,,,,1,0,1,0,,,,,78,0,78,0,1106.6372712000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tanz,2.416,1106.6223375000009,1106.622858300001,1106.6229648999997,1106.6372712000011,1109.053701500001,1109.0380452000009,1109.0409209000009,1109.053701500001,1109.053701500001,1109.053701500001,1109.053701500001,1111.0537177000006,1111.0537177000006,1111.0537177000006,1111.0537177000006,1111.0382473000009,2,1.013859799999409,0.16492959999959567,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
79,0,79,,,,,,space,5.861020600001211,None,None,3,1.5238272999995388,0.21199479999995674,None,0,0,0,0,,,,,1,0,1,0,,,,,79,0,79,0,1111.0537177000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blut,2.2607,1111.038762100001,1111.0392643000014,1111.0393771,1111.0537177000006,1113.3198168,1113.3044097000002,1113.3080116,1113.3198168,1113.3198168,1113.3198168,1113.3198168,1115.4018453000008,1115.4018453000008,1115.4018453000008,1115.4018453000008,1115.304522800001,3,1.5238272999995388,0.21199479999995674,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
0,0,0,,,,,2.1702,space,2.7169921999993676,None,None,3,1.484949100000449,0.23028689999955532,None,0,0,0,0,,,,,2,0,2,0,0,79,79,76,0,0,0,0,1163.8673814000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1136.4504868000004,1136.4507248999998,1136.4571351000013,1136.4608962000002,1136.4608962000002,1139.1854225000006,space,2.7169921999993676,None,1139.1855571000015,1139.202807400001,1139.202807400001,1151.8531663000012,None,1151.8605611000003,1151.868216500001,1151.8685481666673,1153.071038600001,1161.867857166668,1162.871208800001,1163.8673814000012,1163.8515552999997,Hose,2.1702,1163.8528310000002,1163.8535764000007,1163.8536879000003,1163.8673814000012,1166.0504828000012,1166.0354800000005,1166.0395150000004,1166.0504828000012,1166.0504828000012,1166.0504828000012,1166.0504828000012,1168.0505449000011,1168.0505449000011,1168.0505449000011,1168.0505449000011,1168.0348939000014,3,1.484949100000449,0.23028689999955532,None,1127.3202024000002,1127.320318600001,None,1127.3257958000013,1127.3360736000013,1131.336564700001,1131.336564700001,1131.336564700001,1136.402226600001,2,5.057917000000089,None,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
1,0,1,,,,,,space,2.7169921999993676,None,None,2,1.2564382000000478,0.1784892999985459,None,0,0,0,0,,,,,2,0,2,0,,,,,1,0,1,0,1168.0505449000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Professor,2.2655,1168.0354056000015,1168.0359290000015,1168.0360373000003,1168.0505449000011,1170.3168965000004,1170.3012362000009,1170.3049609999998,1170.3168965000004,1170.3168965000004,1170.3168965000004,1170.3168965000004,1172.3169257000009,1172.3169257000009,1172.3169257000009,1172.3169257000009,1172.301273000001,2,1.2564382000000478,0.1784892999985459,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
2,0,2,,,,,,space,2.7169921999993676,None,None,2,1.2267267999995966,0.17419169999993755,None,0,0,0,0,,,,,2,0,2,0,,,,,2,0,2,0,1172.3169257000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zeigen,5.8766,1172.301777300001,1172.3022999000004,1172.3024244000007,1172.3169257000009,1178.1997909000002,1178.184586700001,1178.1911421000004,1178.1997909000002,1178.1997909000002,1178.1997909000002,1178.1997909000002,1180.2001154999998,1180.2001154999998,1180.2001154999998,1180.2001154999998,1180.184468200001,2,1.2267267999995966,0.17419169999993755,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
3,0,3,,,,,,space,2.7169921999993676,None,None,3,1.1264639000000898,0.22413810000034573,None,0,0,0,0,,,,,2,0,2,0,,,,,3,0,3,0,1180.2001154999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brief,3.5525,1180.1849898,1180.1855131000011,1180.1856230000012,1180.2001154999998,1183.7660800000012,1183.7506675000004,1183.7548281,1183.7660800000012,1183.7660800000012,1183.7660800000012,1183.7660800000012,1185.7663967999997,1185.7663967999997,1185.7663967999997,1185.7663967999997,1185.7506795999998,3,1.1264639000000898,0.22413810000034573,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
4,0,4,,,,,,space,2.7169921999993676,None,None,3,1.2487413999988348,0.23498530000142637,None,0,0,0,0,,,,,2,0,2,0,,,,,4,0,4,0,1185.7663967999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuchen ,2.6553,1185.7511943000009,1185.7517085,1185.7518162000015,1185.7663967999997,1188.4326540000002,1188.4169466000003,1188.4202764000001,1188.4326540000002,1188.4326540000002,1188.4326540000002,1188.4326540000002,1190.4326388000009,1190.4326388000009,1190.4326388000009,1190.4326388000009,1190.4170697999998,3,1.2487413999988348,0.23498530000142637,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
5,0,5,,,,,,space,2.7169921999993676,None,None,2,1.015682100000049,0.14890480000030948,None,0,0,0,0,,,,,2,0,2,0,,,,,5,0,5,0,1190.4326388000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Akrobatin,2.8047,1190.417582,1190.4180933000007,1190.4182020000007,1190.4326388000009,1193.2488782,1193.2331898000011,1193.2367089,1193.2488782,1193.2488782,1193.2488782,1193.2488782,1195.2490862000013,1195.2490862000013,1195.2490862000013,1195.2490862000013,1195.2335801000008,2,1.015682100000049,0.14890480000030948,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
6,0,6,,,,,,space,2.7169921999993676,None,None,3,0.9103814999998576,0.24436319999949774,None,0,0,0,0,,,,,2,0,2,0,,,,,6,0,6,0,1195.2490862000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saft,2.042,1195.2340810000005,1195.2347198000007,1195.2348277,1195.2490862000013,1197.2990280000013,1197.2834280000006,1197.2870576000005,1197.2990280000013,1197.2990280000013,1197.2990280000013,1197.2990280000013,1199.2989343000008,1199.2989343000008,1199.2989343000008,1199.2989343000008,1199.2832612000002,3,0.9103814999998576,0.24436319999949774,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
7,0,7,,,,,,space,2.7169921999993676,None,None,3,0.7947029999995721,0.24328570000034233,None,0,0,0,0,,,,,2,0,2,0,,,,,7,0,7,0,1199.2989343000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dip,2.0259,1199.2837115000002,1199.2844673,1199.2845617000003,1199.2989343000008,1201.3319796000014,1201.316132,1201.3195163,1201.3319796000014,1201.3319796000014,1201.3319796000014,1201.3319796000014,1203.3320706000013,1203.3320706000013,1203.3320706000013,1203.3320706000013,1203.316557600001,3,0.7947029999995721,0.24328570000034233,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
8,0,8,,,,,,space,2.7169921999993676,None,None,2,1.0135969999992085,0.19313160000092466,None,0,0,0,0,,,,,2,0,2,0,,,,,8,0,8,0,1203.3320706000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Löwe,2.5961,1203.3170417000001,1203.3175327999998,1203.3176335000007,1203.3320706000013,1205.9314629,1205.9160873,1205.9191095000006,1205.9314629,1205.9314629,1205.9314629,1205.9314629,1207.931724600001,1207.931724600001,1207.931724600001,1207.931724600001,1207.916240300001,2,1.0135969999992085,0.19313160000092466,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
9,0,9,,,,,,space,2.7169921999993676,None,None,3,1.095442699999694,0.1944813999998587,None,0,0,0,0,,,,,2,0,2,0,,,,,9,0,9,0,1207.931724600001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kappe,3.7814,1207.9167584000006,1207.9172706000008,1207.9173725,1207.931724600001,1211.7144778000002,1211.699316100001,1211.704097400001,1211.7144778000002,1211.7144778000002,1211.7144778000002,1211.7144778000002,1213.7147689000012,1213.7147689000012,1213.7147689000012,1213.7147689000012,1213.6989942,3,1.095442699999694,0.1944813999998587,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
10,0,10,,,,,,space,2.7169921999993676,None,None,2,1.1067114000015863,0.18206029999964812,None,0,0,0,0,,,,,2,0,2,0,,,,,10,0,10,0,1213.7147689000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gruppe,3.2107,1213.6995115000009,1213.7000453,1213.7001560000008,1213.7147689000012,1216.9309116000004,1216.9153467000015,1216.919510400001,1216.9309116000004,1216.9309116000004,1216.9309116000004,1216.9309116000004,1218.9314599000008,1218.9314599000008,1218.9314599000008,1218.9314599000008,1218.9154942000005,2,1.1067114000015863,0.18206029999964812,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
