thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,living_nonliving.rt,living_nonliving.duration,end_mapping.keys,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,key_resp__welcome.started,welcome.stopped,key_resp__welcome.keys,key_resp__welcome.rt,key_resp__welcome.duration,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,begin_end_run_cross.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,semantic_mapping_run.end_mapping.keys,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,feeback_text.started,task_break_text.started,task_break_resp.started,feeback_text.stopped,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,fm_text.started,fm_key.started,runs.fm_key.rt,runs.fm_key.duration,thanks.started,thanks_text.started,thanks.stopped,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
79,0,79,,,,,,space,2.254954500000167,None,None,3,0.8331723000010243,0.1947874999987107,None,0,0,0,0,,,,,3,0,3,0,,,,,79,0,79,0,2009.853077400001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Himmel,3.5493,2009.8379826,2009.8387277000002,2009.8388403000008,2009.853077400001,2013.4028314000007,2013.3870774000006,2013.3914744000012,2013.4028314000007,2013.4028314000007,2013.4028314000007,2013.4028314000007,2015.4141404000002,2015.4141404000002,2015.4141404000002,2015.4141404000002,2015.3870972000004,3,0.8331723000010243,0.1947874999987107,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
0,0,0,Foto,Album,Bild,Kamera,2.5506,space,2.780490099999952,None,None,2,1.3486703999988094,0.19967130000077304,None,1,0,1,0,0,79,79,54,0,0,0,0,0,79,79,55,0,0,0,0,2228.9404307000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2199.311615300001,2199.312331000001,2199.407278800001,2199.4075574,2199.4119642000005,2199.4122973000012,2199.4443241999998,2199.444536000001,2199.450502200001,2199.4538634,2199.4538634,2202.243899700001,space,2.780490099999952,None,2202.244049000001,2202.2590356,2202.2590356,2216.9096317000003,None,2216.9178066000004,2216.9250088999997,2216.925027866668,2218.1322849000007,2226.923857566668,2227.931845500001,,2228.9241413,Monster,2.5506,2228.9254170000004,2228.9260792000005,2228.9261862000003,2228.9404307000004,2231.490393600001,2231.474565300001,2231.4780960000007,2231.490393600001,2231.490393600001,2231.490393600001,2231.490393600001,2233.4907109000014,2233.4907109000014,2233.4907109000014,2233.4907109000014,2233.4747965000006,2,1.3486703999988094,0.19967130000077304,None,2027.4027295000014,2179.1766047,space,2179.1872716,2179.1931339000002,2183.1767805,2183.1767805,2183.193301200001,2199.3088157,2,16.120511500001157,None,2027.4185902000008,2027.4185902000008,151.74374390000048,None,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
1,0,1,,,,,,space,2.780490099999952,None,None,3,1.3882235000000946,0.20839280000109284,None,1,0,1,0,,,,,0,0,0,0,,,,,1,0,1,0,2233.4907109000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tal,4.2349,2233.4753063000007,2233.4759071000008,2233.4760146999997,2233.4907109000014,2237.7402257000012,2237.7244685000005,2237.728007400001,2237.7402257000012,2237.7402257000012,2237.7402257000012,2237.7402257000012,2239.7400784,2239.7400784,2239.7400784,2239.7400784,2239.7244861,3,1.3882235000000946,0.20839280000109284,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
2,0,2,,,,,,space,2.780490099999952,None,None,2,1.8377839000004315,None,None,1,0,1,0,,,,,0,0,0,0,,,,,2,0,2,0,2239.7400784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rolle,3.5525,2239.724962800001,2239.7256034,2239.7257050999997,2239.7400784,2243.3066648000004,2243.2910113,2243.295097,2243.3066648000004,2243.3066648000004,2243.3066648000004,2243.3066648000004,2245.3068506,2245.3068506,2245.3068506,2245.3068506,2245.290718600001,2,1.8377839000004315,None,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
3,0,3,,,,,,space,2.780490099999952,None,None,3,1.8072270000011486,None,None,1,0,1,0,,,,,0,0,0,0,,,,,3,0,3,0,2245.3068506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kamera,2.3094,2245.2912234000014,2245.291909200001,2245.2920145000007,2245.3068506,2247.6226477,2247.6070600000003,2247.6105715000012,2247.6226477,2247.6226477,2247.6226477,2247.6226477,2249.6228501000005,2249.6228501000005,2249.6228501000005,2249.6228501000005,2249.6074444000005,3,1.8072270000011486,None,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
4,0,4,,,,,,space,2.780490099999952,None,None,2,1.5838683000001765,0.1635069999992993,None,1,0,1,0,,,,,0,0,0,0,,,,,4,0,4,0,2249.6228501000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alligator,2.3703,2249.6079348000003,2249.6084722000014,2249.6085817000003,2249.6228501000005,2252.0057598000003,2251.9901390000014,2251.993684700001,2252.0057598000003,2252.0057598000003,2252.0057598000003,2252.0057598000003,2254.0059157000014,2254.0059157000014,2254.0059157000014,2254.0059157000014,2253.9903209000004,2,1.5838683000001765,0.1635069999992993,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
5,0,5,,,,,,space,2.780490099999952,None,None,3,1.4837636000011116,0.20145380000030855,None,1,0,1,0,,,,,0,0,0,0,,,,,5,0,5,0,2254.0059157000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saft,2.7194,2253.9908285,2253.9914209,2253.9915253,2254.0059157000014,2256.7388811,2256.723611900001,2256.728126400001,2256.7388811,2256.7388811,2256.7388811,2256.7388811,2258.738755300001,2258.738755300001,2258.738755300001,2258.738755300001,2258.7234351000006,3,1.4837636000011116,0.20145380000030855,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
6,0,6,,,,,,space,2.780490099999952,None,None,3,1.9427779999987251,None,None,1,0,1,0,,,,,0,0,0,0,,,,,6,0,6,0,2258.738755300001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trauben,3.108,2258.7239463000005,2258.7244549000006,2258.724566500001,2258.738755300001,2261.8553553,2261.839737100001,2261.8438118000013,2261.8553553,2261.8553553,2261.8553553,2261.8553553,2263.8553680000005,2263.8553680000005,2263.8553680000005,2263.8553680000005,2263.839719400001,3,1.9427779999987251,None,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
7,0,7,,,,,,space,2.780490099999952,None,None,3,1.092411900001025,0.1959845999990648,None,1,0,1,0,,,,,0,0,0,0,,,,,7,0,7,0,2263.8553680000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Komödie,2.5117,2263.8402248,2263.8409379000004,2263.8410501,2263.8553680000005,2266.3723338,2266.3562371000007,2266.3604316,2266.3723338,2266.3723338,2266.3723338,2266.3723338,2268.3718369,2268.3718369,2268.3718369,2268.3718369,2268.3565985000005,3,1.092411900001025,0.1959845999990648,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
8,0,8,,,,,,space,2.780490099999952,None,None,3,1.2677157999987685,0.20523530000173196,None,1,0,1,0,,,,,0,0,0,0,,,,,8,0,8,0,2268.3718369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lava,4.2672,2268.357119100001,2268.357655400001,2268.357763400001,2268.3718369,2272.6379779,2272.6222799000006,2272.6251826000007,2272.6379779,2272.6379779,2272.6379779,2272.6379779,2274.6384705,2274.6384705,2274.6384705,2274.6384705,2274.6223648000014,3,1.2677157999987685,0.20523530000173196,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
9,0,9,,,,,,space,2.780490099999952,None,None,3,1.541203000000678,0.19488669999918784,None,1,0,1,0,,,,,0,0,0,0,,,,,9,0,9,0,2274.6384705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Party,2.042,2274.6228792,2274.6233993000005,2274.6235058,2274.6384705,2276.6878643,2276.6722329000004,2276.676160500001,2276.6878643,2276.6878643,2276.6878643,2276.6878643,2278.6876825,2278.6876825,2278.6876825,2278.6876825,2278.6721936000013,3,1.541203000000678,0.19488669999918784,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
10,0,10,,,,,,space,2.780490099999952,None,None,2,1.263429200000246,0.16693749999831198,None,1,0,1,0,,,,,0,0,0,0,,,,,10,0,10,0,2278.6876825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mäher,3.0917,2278.6727021000006,2278.6732185,2278.673322300001,2278.6876825,2281.7875859000014,2281.771904700001,2281.7757840000013,2281.7875859000014,2281.7875859000014,2281.7875859000014,2281.7875859000014,2283.7876546000007,2283.7876546000007,2283.7876546000007,2283.7876546000007,2283.771978300001,2,1.263429200000246,0.16693749999831198,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
11,0,11,,,,,,space,2.780490099999952,None,None,2,0.8334018999994441,0.1765025999993668,None,1,0,1,0,,,,,0,0,0,0,,,,,11,0,11,0,2283.7876546000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bruder,2.0628,2283.7724880000005,2283.7730053000014,2283.773111100001,2283.7876546000007,2285.854183700001,2285.8384659000003,2285.8432218,2285.854183700001,2285.854183700001,2285.854183700001,2285.854183700001,2287.854016200001,2287.854016200001,2287.854016200001,2287.854016200001,2287.8381930000014,2,0.8334018999994441,0.1765025999993668,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
12,0,12,,,,,,space,2.780490099999952,None,None,3,0.7648462999986805,0.1985519000008935,None,1,0,1,0,,,,,0,0,0,0,,,,,12,0,12,0,2287.854016200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teller,2.5462,2287.8387033,2287.8393675000007,2287.8394754,2287.854016200001,2290.404030900001,2290.3884657,2290.3920647000014,2290.404030900001,2290.404030900001,2290.404030900001,2290.404030900001,2292.403841000001,2292.403841000001,2292.403841000001,2292.403841000001,2292.387963500001,3,0.7648462999986805,0.1985519000008935,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
13,0,13,,,,,,space,2.780490099999952,None,None,3,1.0322082999991835,0.21528639999996813,None,1,0,1,0,,,,,0,0,0,0,,,,,13,0,13,0,2292.403841000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poesie,3.0691,2292.3884743,2292.3891382,2292.3892442000015,2292.403841000001,2295.4865437999997,2295.4711787000015,2295.4751037000005,2295.4865437999997,2295.4865437999997,2295.4865437999997,2295.4865437999997,2297.487027500001,2297.487027500001,2297.487027500001,2297.487027500001,2297.4711775000014,3,1.0322082999991835,0.21528639999996813,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
14,0,14,,,,,,space,2.780490099999952,None,None,3,1.0682469999992463,0.20753250000052503,None,1,0,1,0,,,,,0,0,0,0,,,,,14,0,14,0,2297.487027500001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mappe,2.4186,2297.4716887000013,2297.4723522000004,2297.4724583000007,2297.487027500001,2299.9199864,2299.9042219000003,2299.9075084000015,2299.9199864,2299.9199864,2299.9199864,2299.9199864,2301.9207005999997,2301.9207005999997,2301.9207005999997,2301.9207005999997,2301.904231300001,3,1.0682469999992463,0.20753250000052503,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
15,0,15,,,,,,space,2.780490099999952,None,None,3,1.0226139999995212,0.20808780000152183,None,1,0,1,0,,,,,0,0,0,0,,,,,15,0,15,0,2301.9207005999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zapfen,2.462,2301.9047370000008,2301.905244200001,2301.9053535000003,2301.9207005999997,2304.3862035,2304.3704344,2304.3736909,2304.3862035,2304.3862035,2304.3862035,2304.3862035,2306.3861672000003,2306.3861672000003,2306.3861672000003,2306.3861672000003,2306.3707655,3,1.0226139999995212,0.20808780000152183,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
16,0,16,,,,,,space,2.780490099999952,None,None,3,0.6672168999994028,0.20679519999976037,None,1,0,1,0,,,,,0,0,0,0,,,,,16,0,16,0,2306.3861672000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schuh,4.1527,2306.3712696000002,2306.371765600001,2306.371873100001,2306.3861672000003,2310.5527303,2310.537456100001,2310.5415384000007,2310.5527303,2310.5527303,2310.5527303,2310.5527303,2312.552665200001,2312.552665200001,2312.552665200001,2312.552665200001,2312.5368701000007,3,0.6672168999994028,0.20679519999976037,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
17,0,17,,,,,,space,2.780490099999952,None,None,3,0.9115923000008479,0.21441480000066804,None,1,0,1,0,,,,,0,0,0,0,,,,,17,0,17,0,2312.552665200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liebe,2.9277,2312.5373959999997,2312.538062900001,2312.5381741,2312.552665200001,2315.4857588000013,2315.4696146000006,2315.473538800001,2315.4857588000013,2315.4857588000013,2315.4857588000013,2315.4857588000013,2317.4855296000005,2317.4855296000005,2317.4855296000005,2317.4855296000005,2317.470001900001,3,0.9115923000008479,0.21441480000066804,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
18,0,18,,,,,,space,2.780490099999952,None,None,3,0.9115662999993219,0.2164403000006132,None,1,0,1,0,,,,,0,0,0,0,,,,,18,0,18,0,2317.4855296000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anruf,2.5269,2317.4705091000014,2317.4710946000014,2317.471200600001,2317.4855296000005,2320.0187135000015,2320.003140300001,2320.0069945000014,2320.0187135000015,2320.0187135000015,2320.0187135000015,2320.0187135000015,2322.0189537000006,2322.0189537000006,2322.0189537000006,2322.0189537000006,2322.0032639,3,0.9115662999993219,0.2164403000006132,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
19,0,19,,,,,,space,2.780490099999952,None,None,2,0.774502799999027,0.18148020000080578,None,1,0,1,0,,,,,0,0,0,0,,,,,19,0,19,0,2322.0189537000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agent,4.7206,2322.0037706000003,2322.0043853000006,2322.0045637000003,2322.0189537000006,2326.7516383,2326.7363595000006,2326.7404209000015,2326.7516383,2326.7516383,2326.7516383,2326.7516383,2328.7515869,2328.7515869,2328.7515869,2328.7515869,2328.7361038,2,0.774502799999027,0.18148020000080578,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
20,0,20,,,,,,space,2.780490099999952,None,None,3,1.1653898999993544,0.20142330000089714,None,1,0,1,0,,,,,0,0,0,0,,,,,20,0,20,0,2328.7515869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rose,2.3537,2328.7366120000006,2328.7371122000004,2328.7372171000006,2328.7515869,2331.1181148000014,2331.102466100001,2331.1061228,2331.1181148000014,2331.1181148000014,2331.1181148000014,2331.1181148000014,2333.1180287000007,2333.1180287000007,2333.1180287000007,2333.1180287000007,2333.1027071999997,3,1.1653898999993544,0.20142330000089714,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
21,0,21,,,,,,space,2.780490099999952,None,None,3,0.7785357000011572,0.20209569999860832,None,1,0,1,0,,,,,0,0,0,0,,,,,21,0,21,0,2333.1180287000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schleim,4.1997,2333.1031659,2333.103658,2333.1037557,2333.1180287000007,2337.317656000001,2337.3021316000013,2337.3053974000013,2337.317656000001,2337.317656000001,2337.317656000001,2337.317656000001,2339.3176245000013,2339.3176245000013,2339.3176245000013,2339.3176245000013,2339.302187700001,3,0.7785357000011572,0.20209569999860832,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
22,0,22,,,,,,space,2.780490099999952,None,None,2,0.8786957000011171,0.2000847999988764,None,1,0,1,0,,,,,0,0,0,0,,,,,22,0,22,0,2339.3176245000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spinne,3.8126,2339.3026893000006,2339.303222300001,2339.3033287,2339.3176245000013,2343.1341963000013,2343.1186037000007,2343.122700600001,2343.1341963000013,2343.1341963000013,2343.1341963000013,2343.1341963000013,2345.1343984000014,2345.1343984000014,2345.1343984000014,2345.1343984000014,2345.1185873000013,2,0.8786957000011171,0.2000847999988764,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
23,0,23,,,,,,space,2.780490099999952,None,None,3,1.1206332000001566,0.21362330000010843,None,1,0,1,0,,,,,0,0,0,0,,,,,23,0,23,0,2345.1343984000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gesicht,3.1792,2345.119101100001,2345.1196218000005,2345.1197260999998,2345.1343984000014,2348.3171318000004,2348.3015880000003,2348.3052356000007,2348.3171318000004,2348.3171318000004,2348.3171318000004,2348.3171318000004,2350.316933600001,2350.316933600001,2350.316933600001,2350.316933600001,2350.3015719000014,3,1.1206332000001566,0.21362330000010843,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
24,0,24,,,,,,space,2.780490099999952,None,None,2,0.8059531999988394,0.1904642999998032,None,1,0,1,0,,,,,0,0,0,0,,,,,24,0,24,0,2350.316933600001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunde,3.1806,2350.302086400001,2350.302604300001,2350.302710400001,2350.316933600001,2353.5003741,2353.4845244000007,2353.4893997,2353.5003741,2353.5003741,2353.5003741,2353.5003741,2355.4999771000003,2355.4999771000003,2355.4999771000003,2355.4999771000003,2355.4846749000008,2,0.8059531999988394,0.1904642999998032,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
25,0,25,,,,,,space,2.780490099999952,None,None,3,0.8670445000007021,0.21378659999936644,None,1,0,1,0,,,,,0,0,0,0,,,,,25,0,25,0,2355.4999771000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schreibtisch,2.0338,2355.4851803,2355.485816300001,2355.485924300001,2355.4999771000003,2357.5331885000014,2357.5176718000002,2357.5213511,2357.5331885000014,2357.5331885000014,2357.5331885000014,2357.5331885000014,2359.5333256000013,2359.5333256000013,2359.5333256000013,2359.5333256000013,2359.5177811000012,3,0.8670445000007021,0.21378659999936644,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
26,0,26,,,,,,space,2.780490099999952,None,None,3,0.7389530999989802,0.22752089999994496,None,1,0,1,0,,,,,0,0,0,0,,,,,26,0,26,0,2359.5333256000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zeichnung,2.1702,2359.5182959000012,2359.5188228000006,2359.518933000001,2359.5333256000013,2361.716143200001,2361.7008404999997,2361.7050980000004,2361.716143200001,2361.716143200001,2361.716143200001,2361.716143200001,2363.716352900001,2363.716352900001,2363.716352900001,2363.716352900001,2363.7008186000003,3,0.7389530999989802,0.22752089999994496,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
27,0,27,,,,,,space,2.780490099999952,None,None,3,1.1232851999993727,0.2179835999995703,None,1,0,1,0,,,,,0,0,0,0,,,,,27,0,27,0,2363.716352900001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Knöchel,3.5371,2363.7012837,2363.7017696000003,2363.7018706,2363.716352900001,2367.266021900001,2367.2506460000004,2367.254842100001,2367.266021900001,2367.266021900001,2367.266021900001,2367.266021900001,2369.2659917,2369.2659917,2369.2659917,2369.2659917,2369.2502427,3,1.1232851999993727,0.2179835999995703,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
28,0,28,,,,,,space,2.780490099999952,None,None,3,0.7669355999987602,0.22746530000040366,None,1,0,1,0,,,,,0,0,0,0,,,,,28,0,28,0,2369.2659917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trocken,4.1936,2369.2506715,2369.251282700001,2369.251371600001,2369.2659917,2373.465395200001,2373.449783600001,2373.453276800001,2373.465395200001,2373.465395200001,2373.465395200001,2373.465395200001,2375.4657673,2375.4657673,2375.4657673,2375.4657673,2375.4501643000003,3,0.7669355999987602,0.22746530000040366,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
29,0,29,,,,,,space,2.780490099999952,None,None,3,0.9896893000004638,0.21740460000000894,None,1,0,1,0,,,,,0,0,0,0,,,,,29,0,29,0,2375.4657673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Popcorn,2.5997,2375.4506751999998,2375.451422100001,2375.4515367000004,2375.4657673,2378.0652445000014,2378.0497355000007,2378.0539598000014,2378.0652445000014,2378.0652445000014,2378.0652445000014,2378.0652445000014,2380.0655602000006,2380.0655602000006,2380.0655602000006,2380.0655602000006,2380.0497562,3,0.9896893000004638,0.21740460000000894,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
