thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,living_nonliving.rt,living_nonliving.duration,end_mapping.keys,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,key_resp__welcome.started,welcome.stopped,key_resp__welcome.keys,key_resp__welcome.rt,key_resp__welcome.duration,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,begin_end_run_cross.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,semantic_mapping_run.end_mapping.keys,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,feeback_text.started,task_break_text.started,task_break_resp.started,feeback_text.stopped,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,fm_text.started,fm_key.started,runs.fm_key.rt,runs.fm_key.duration,thanks.started,thanks_text.started,thanks_text.stopped,thanks.stopped,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
15,0,15,,,,,,space,2.7430131000000983,None,None,3,1.1112090000005992,0.23729009999988193,None,0,0,0,0,,,,,0,0,0,0,,,,,15,0,15,0,291.43642050000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schutz,2.3565,291.4215100000001,291.42202870000074,291.4221389000013,291.43642050000017,293.8030294,293.78727790000084,293.79196299999967,293.8030294,293.8030294,293.8030294,293.8030294,295.7873075999996,3,1.1112090000005992,0.23729009999988193,None,295.8028568999998,295.8028568999998,295.8028568999998,295.8028568999998,,,,,,,,,,,,,,,,,,,,,5900,1,2025-09-18_16h39.54.272,sm,2024.2.4,60.038496684088585,2025-09-18 16h40.37.984109 +0200,
16,0,16,,,,,,space,2.7430131000000983,None,None,None,,,None,0,0,0,0,,,,,0,0,0,0,,,,,16,0,16,0,295.8028568999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erde,3.8189,295.7878130000008,295.78846499999963,295.7885686999998,295.8028568999998,299.63608530000056,299.620135000001,299.62385209999957,299.63608530000056,299.63608530000056,299.63608530000056,299.63608530000056,301.6200938000002,None,,,None,301.6358626000001,301.6358626000001,301.6358626000001,301.6358626000001,,,,,,,,,,,,,,,,,,,,,5900,1,2025-09-18_16h39.54.272,sm,2024.2.4,60.038496684088585,2025-09-18 16h40.37.984109 +0200,
17,0,17,,,,,,space,2.7430131000000983,None,None,None,,,None,0,0,0,0,,,,,0,0,0,0,,,,,17,0,17,0,301.6358626000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tischler,4.0992,301.6205011000002,301.62106219999987,301.6211514000006,301.6358626000001,305.7357073000003,305.71990710000136,305.7234575000002,305.7357073000003,305.7357073000003,305.7357073000003,305.7357073000003,307.71994040000027,None,,,None,307.73581470000136,307.73581470000136,307.73581470000136,307.73581470000136,,,,,,,,,,,,,,,,,,,,,5900,1,2025-09-18_16h39.54.272,sm,2024.2.4,60.038496684088585,2025-09-18 16h40.37.984109 +0200,
18,0,18,,,,,,space,2.7430131000000983,None,None,None,,,None,0,0,0,0,,,,,0,0,0,0,,,,,18,0,18,0,307.73581470000136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunde,3.575,307.72042580000016,307.72094350000043,307.7210524000002,307.73581470000136,311.31856309999966,311.3030894000003,311.30715320000127,311.31856309999966,311.31856309999966,311.31856309999966,311.31856309999966,313.3029970000007,None,,,None,313.31854230000135,313.31854230000135,313.31854230000135,313.31854230000135,,,,,,,,,,,,,,,,,,,,,5900,1,2025-09-18_16h39.54.272,sm,2024.2.4,60.038496684088585,2025-09-18 16h40.37.984109 +0200,
19,0,19,,,,,,space,2.7430131000000983,None,None,3,1.3807668000008562,0.24385289999918314,None,0,0,0,0,,,,,0,0,0,0,,,,,19,0,19,0,313.31854230000135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anruf,3.5845,313.3034712999997,313.30398330000025,313.30408760000137,313.31854230000135,316.91801470000064,316.90244150000035,316.9057352,316.91801470000064,316.91801470000064,316.91801470000064,316.91801470000064,318.9027103999997,3,1.3807668000008562,0.24385289999918314,None,318.9181857000003,318.9181857000003,318.9181857000003,318.9181857000003,,,,,,,,,,,,,,,,,,,,,5900,1,2025-09-18_16h39.54.272,sm,2024.2.4,60.038496684088585,2025-09-18 16h40.37.984109 +0200,
20,0,20,,,,,,space,2.7430131000000983,None,None,3,1.3313988000008976,0.19880149999880814,None,0,0,0,0,,,,,0,0,0,0,,,,,20,0,20,0,318.9181857000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kälte,3.9565,318.9032227000007,318.90373530000033,318.90384059999997,318.9181857000003,322.88478920000125,322.86910760000137,322.8730410999997,322.88478920000125,322.88478920000125,322.88478920000125,322.88478920000125,324.86891509999987,3,1.3313988000008976,0.19880149999880814,None,324.88456659999974,324.88456659999974,324.88456659999974,324.88456659999974,,,,,,,,,,,,,,,,,,,,,5900,1,2025-09-18_16h39.54.272,sm,2024.2.4,60.038496684088585,2025-09-18 16h40.37.984109 +0200,
21,0,21,,,,,,space,2.7430131000000983,None,None,None,,,None,0,0,0,0,,,,,0,0,0,0,,,,,21,0,21,0,324.88456659999974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anhänger,2.4732,324.8694234000013,324.8699639000006,324.8700691000013,324.88456659999974,327.36734760000036,327.351736300001,327.3553998999996,327.36734760000036,327.36734760000036,327.36734760000036,327.36734760000036,329.3520559000008,None,,,None,329.3676047000008,329.3676047000008,329.3676047000008,329.3676047000008,,,,,,,,,,,,,,,,,,,,,5900,1,2025-09-18_16h39.54.272,sm,2024.2.4,60.038496684088585,2025-09-18 16h40.37.984109 +0200,
22,0,22,,,,,,space,2.7430131000000983,None,None,None,,,None,0,0,0,0,,,,,0,0,0,0,,,,,22,0,22,0,329.3676047000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kopf,2.3398,329.35253510000075,329.35305320000043,329.35316000000057,329.3676047000008,331.7174105000013,331.7019725000009,331.70629440000084,331.7174105000013,331.7174105000013,331.7174105000013,331.7174105000013,333.70182170000044,None,,,None,333.71788449999985,333.71788449999985,333.71788449999985,333.71788449999985,,,,,,,,,,,,,,,,,,,,,5900,1,2025-09-18_16h39.54.272,sm,2024.2.4,60.038496684088585,2025-09-18 16h40.37.984109 +0200,
23,0,23,,,,,,space,2.7430131000000983,None,None,3,1.140775300000314,0.23148659999969823,None,0,0,0,0,,,,,0,0,0,0,,,,,23,0,23,0,333.71788449999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angriff,2.2306,333.70230150000134,333.70281890000115,333.70292340000015,333.71788449999985,335.9509921000008,335.9348501000004,335.93910959999994,335.9509921000008,335.9509921000008,335.9509921000008,335.9509921000008,337.93496940000114,3,1.140775300000314,0.23148659999969823,None,337.950560700001,337.950560700001,337.950560700001,337.950560700001,,,,,,,,,,,,,,,,,,,,,5900,1,2025-09-18_16h39.54.272,sm,2024.2.4,60.038496684088585,2025-09-18 16h40.37.984109 +0200,
24,0,24,,,,,,space,2.7430131000000983,None,None,3,1.3035760999991908,0.23932629999944766,None,0,0,0,0,,,,,0,0,0,0,,,,,24,0,24,0,337.950560700001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ball,2.0256,337.9354808999997,337.9359968000008,337.93610660000013,337.950560700001,339.9835432,339.96773980000034,339.9707606000011,339.9835432,339.9835432,339.9835432,339.9835432,341.96793439999965,3,1.3035760999991908,0.23932629999944766,None,341.9836723999997,341.9836723999997,341.9836723999997,341.9836723999997,,,,,,,,,,,,,,,,,,,,,5900,1,2025-09-18_16h39.54.272,sm,2024.2.4,60.038496684088585,2025-09-18 16h40.37.984109 +0200,
25,0,25,,,,,,space,2.7430131000000983,None,None,None,,,None,0,0,0,0,,,,,0,0,0,0,,,,,25,0,25,0,341.9836723999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Journalistin,3.9614,341.968440300001,341.96898370000054,341.9690881000006,341.9836723999997,345.9500914,345.9343026000006,345.9409792000006,345.9500914,345.9500914,345.9500914,345.9500914,347.93507450000106,None,,,None,347.95003259999976,347.95003259999976,347.95003259999976,347.95003259999976,,,,,,,,,,,,,,,,,,,,,5900,1,2025-09-18_16h39.54.272,sm,2024.2.4,60.038496684088585,2025-09-18 16h40.37.984109 +0200,
