thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,end_mapping.keys,living_nonliving.rt,living_nonliving.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,welcome_text.stopped,welcome.stopped,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.end_mapping.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,task_break_text.started,task_break_resp.started,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,fm_text.started,fm_key.started,runs.fm_key.rt,runs.fm_key.duration,begin_end_run_cross.stopped,thanks.started,thanks_text.started,thanks_text.stopped,thanks.stopped,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
61,0,61,,,,,,space,7.302546500000062,None,None,2,None,1.4475714000000153,0.25635200000033365,1,0,1,0,,,,,1,0,1,0,,,,,61,0,61,0,2973.8935461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geschwister,4.5524,2973.8786637000003,2973.8793237,2973.8794309000004,2973.8935461,2978.5513246,2978.4441575,2978.5470152,2978.5513246,2978.5513246,2978.5513246,2978.5513246,,,,,2980.4582610999996,2,None,1.4475714000000153,0.25635200000033365,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
62,0,62,,,,,,space,7.302546500000062,None,None,2,None,0.6052435999999943,0.2564740999996502,1,0,1,0,,,,,1,0,1,0,,,,,62,0,62,0,2980.4765771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Familie,3.2059,2980.4587669000002,2980.4596045999997,2980.4597333,2980.4765771,2983.6929491,2983.6771248000005,2983.6810069000003,2983.6929491,2983.6929491,2983.6929491,2983.6929491,2985.6927603000004,2985.6927603000004,2985.6927603000004,2985.6927603000004,2985.6770927,2,None,0.6052435999999943,0.2564740999996502,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
63,0,63,,,,,,space,7.302546500000062,None,None,2,None,0.857430299999578,0.23067710000032093,1,0,1,0,,,,,1,0,1,0,,,,,63,0,63,0,2985.6927603000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Party,2.2385,2985.6775766,2985.6780707999997,2985.6781757,2985.6927603000004,2987.9426974,2987.9267323000004,2987.9304893999997,2987.9426974,2987.9426974,2987.9426974,2987.9426974,2989.9424633,2989.9424633,2989.9424633,2989.9424633,2989.927009,2,None,0.857430299999578,0.23067710000032093,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
64,0,64,,,,,,space,7.302546500000062,None,None,3,None,0.9047243000004528,0.2699197000001732,1,0,1,0,,,,,1,0,1,0,,,,,64,0,64,0,2989.9424633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kapitel,2.5519,2989.9275094000004,2989.9280896,2989.9282006000003,2989.9424633,2992.5089525000003,2992.4930952000004,2992.496814,2992.5089525000003,2992.5089525000003,2992.5089525000003,2992.5089525000003,2994.5089024999997,2994.5089024999997,2994.5089024999997,2994.5089024999997,2994.4936714000005,3,None,0.9047243000004528,0.2699197000001732,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
65,0,65,,,,,,space,7.302546500000062,None,None,3,None,1.2358887999998842,0.30754199999955745,1,0,1,0,,,,,1,0,1,0,,,,,65,0,65,0,2994.5089024999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Applaus,3.8592,2994.4941685000003,2994.4946717000003,2994.4947843,2994.5089024999997,2998.3752750000003,2998.3596327000005,2998.3645922000005,2998.3752750000003,2998.3752750000003,2998.3752750000003,2998.3752750000003,3000.3752296000002,3000.3752296000002,3000.3752296000002,3000.3752296000002,3000.3597914,3,None,1.2358887999998842,0.30754199999955745,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
66,0,66,,,,,,space,7.302546500000062,None,None,3,None,0.8575809000003574,0.292301899999984,1,0,1,0,,,,,1,0,1,0,,,,,66,0,66,0,3000.3752296000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tube,2.2129,3000.3602953,3000.3609433,3000.3610516,3000.3752296000002,3002.5916506000003,3002.5762076,3002.5799300999997,3002.5916506000003,3002.5916506000003,3002.5916506000003,3002.5916506000003,3004.5916864,3004.5916864,3004.5916864,3004.5916864,3004.5762577000005,3,None,0.8575809000003574,0.292301899999984,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
67,0,67,,,,,,space,7.302546500000062,None,None,3,None,1.6766890999997486,None,1,0,1,0,,,,,1,0,1,0,,,,,67,0,67,0,3004.5916864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asche,2.9832,3004.5767674999997,3004.5774282,3004.5775377,3004.5916864,3007.5747680000004,3007.5589800999996,3007.5625984999997,3007.5747680000004,3007.5747680000004,3007.5747680000004,3007.5747680000004,3009.5748249,3009.5748249,3009.5748249,3009.5748249,3009.5597488000003,3,None,1.6766890999997486,None,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
68,0,68,,,,,,space,7.302546500000062,None,None,2,None,1.079498799999783,0.27005000000008295,1,0,1,0,,,,,1,0,1,0,,,,,68,0,68,0,3009.5748249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kopf,4.5959,3009.5602578,3009.5609332000004,3009.5610441,3009.5748249,3014.1745174999996,3014.1588193999996,3014.1623491,3014.1745174999996,3014.1745174999996,3014.1745174999996,3014.1745174999996,3016.1745901000004,3016.1745901000004,3016.1745901000004,3016.1745901000004,3016.1589487,2,None,1.079498799999783,0.27005000000008295,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
69,0,69,,,,,,space,7.302546500000062,None,None,3,None,0.805045600000085,0.2832321999994747,1,0,1,0,,,,,1,0,1,0,,,,,69,0,69,0,3016.1745901000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schutz,2.1949,3016.1594510000004,3016.1599794000003,3016.1600895,3016.1745901000004,3018.3741120000004,3018.3584613000003,3018.3621632000004,3018.3741120000004,3018.3741120000004,3018.3741120000004,3018.3741120000004,3020.3742977,3020.3742977,3020.3742977,3020.3742977,3020.3585081,3,None,0.805045600000085,0.2832321999994747,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
70,0,70,,,,,,space,7.302546500000062,None,None,3,None,0.7252384000003076,0.2596694000003481,1,0,1,0,,,,,1,0,1,0,,,,,70,0,70,0,3020.3742977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schmerz,4.0852,3020.35901,3020.3596927999997,3020.3598058999996,3020.3742977,3024.4738385,3024.457942,3024.4614899999997,3024.4738385,3024.4738385,3024.4738385,3024.4738385,3026.4738617000003,3026.4738617000003,3026.4738617000003,3026.4738617000003,3026.4582459000003,3,None,0.7252384000003076,0.2596694000003481,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
71,0,71,,,,,,space,7.302546500000062,None,None,2,None,0.8691109999999753,0.30103950000011537,1,0,1,0,,,,,1,0,1,0,,,,,71,0,71,0,3026.4738617000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hase,2.4521,3026.4587665999998,3026.4592874,3026.4593954,3026.4738617000003,3028.9401955000003,3028.9247367,3028.9284575,3028.9401955000003,3028.9401955000003,3028.9401955000003,3028.9401955000003,3030.9404646000003,3030.9404646000003,3030.9404646000003,3030.9404646000003,3030.9242544,2,None,0.8691109999999753,0.30103950000011537,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
72,0,72,,,,,,space,7.302546500000062,None,None,3,None,1.191166699999485,0.2739876000005097,1,0,1,0,,,,,1,0,1,0,,,,,72,0,72,0,3030.9404646000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dip,2.6446,3030.9246823000003,3030.9251562,3030.9252493000004,3030.9404646000003,3033.589914,3033.5741633,3033.5772042,3033.589914,3033.589914,3033.589914,3033.589914,3035.5898995999996,3035.5898995999996,3035.5898995999996,3035.5898995999996,3035.5747158000004,3,None,1.191166699999485,0.2739876000005097,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
73,0,73,,,,,,space,7.302546500000062,None,None,None,None,,,1,0,1,0,,,,,1,0,1,0,,,,,73,0,73,0,3035.5898995999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sport,2.4167,3035.575226,3035.5757474,3035.5758590000005,3035.5898995999996,3038.0062848,3037.9907979,3037.9942518999997,3038.0062848,3038.0062848,3038.0062848,3038.0062848,3040.0062850000004,3040.0062850000004,3040.0062850000004,3040.0062850000004,3039.9906584,None,None,,,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
74,0,74,,,,,,space,7.302546500000062,None,None,2,None,0.9657643999998982,0.2556199000000561,1,0,1,0,,,,,1,0,1,0,,,,,74,0,74,0,3040.0062850000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schaf,2.5982,3039.9911379000005,3039.9917910000004,3039.9919010000003,3040.0062850000004,3042.6058107999997,3042.5903957,3042.5940333999997,3042.6058107999997,3042.6058107999997,3042.6058107999997,3042.6058107999997,3044.6062540000003,3044.6062540000003,3044.6062540000003,3044.6062540000003,3044.5904865,2,None,0.9657643999998982,0.2556199000000561,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
75,0,75,,,,,,space,7.302546500000062,None,None,3,None,0.9970210000001316,0.26923399999941466,1,0,1,0,,,,,1,0,1,0,,,,,75,0,75,0,3044.6062540000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hügel,4.3424,3044.5910006000004,3044.5915781000003,3044.5916927,3044.6062540000003,3048.9558247000004,3048.9400613,3048.9437202,3048.9558247000004,3048.9558247000004,3048.9558247000004,3048.9558247000004,3050.9556766000005,3050.9556766000005,3050.9556766000005,3050.9556766000005,3050.9400278000003,3,None,0.9970210000001316,0.26923399999941466,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
76,0,76,,,,,,space,7.302546500000062,None,None,3,None,1.0642071000002034,0.2886723000001439,1,0,1,0,,,,,1,0,1,0,,,,,76,0,76,0,3050.9556766000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blatt,3.1264,3050.9405127,3050.9411579999996,3050.941269,3050.9556766000005,3054.0885748,3054.0731424000005,3054.0770934,3054.0885748,3054.0885748,3054.0885748,3054.0885748,3056.0890737,3056.0890737,3056.0890737,3056.0890737,3056.0732811999997,3,None,1.0642071000002034,0.2886723000001439,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
77,0,77,,,,,,space,7.302546500000062,None,None,2,None,1.000002200000381,0.27263849999962986,1,0,1,0,,,,,1,0,1,0,,,,,77,0,77,0,3056.0890737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Knöchel,2.1831,3056.0737953,3056.0744397,3056.0745515,3056.0890737,3058.2717937999996,3058.2563331,3058.2602437000005,3058.2717937999996,3058.2717937999996,3058.2717937999996,3058.2717937999996,3060.271723,3060.271723,3060.271723,3060.271723,3060.2562936000004,2,None,1.000002200000381,0.27263849999962986,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
78,0,78,,,,,,space,7.302546500000062,None,None,None,None,,,1,0,1,0,,,,,1,0,1,0,,,,,78,0,78,0,3060.271723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klippe,2.9061,3060.2568057999997,3060.2573161,3060.2574246000004,3060.271723,3063.1888613,3063.1726128,3063.17742,3063.1888613,3063.1888613,3063.1888613,3063.1888613,3065.1881726,3065.1881726,3065.1881726,3065.1881726,3065.1726481000005,None,None,,,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
79,0,79,,,,,,space,7.302546500000062,None,None,3,None,1.3809806999997818,0.267697400000543,1,0,1,0,,,,,1,0,1,0,,,,,79,0,79,0,3065.1881726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shampoo,2.8901,3065.1731204999996,3065.1736473,3065.1737558000004,3065.1881726,3068.0881393,3068.0723725,3068.0762027,3068.0881393,3068.0881393,3068.0881393,3068.0881393,3070.0994524,3070.0994524,3070.0994524,3070.0994524,3070.0724679000004,3,None,1.3809806999997818,0.267697400000543,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
0,0,0,,,,,2.021,space,2.141417800000454,None,None,3,None,1.4240731999998388,0.280658300000141,1,0,1,0,,,,,2,0,2,0,0,79,79,59,0,0,0,0,3144.8841254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3117.1981673,3117.1984138,3117.2047545000005,3117.2094355,3117.2094355,3119.3537587,space,2.141417800000454,None,3119.3539087,3119.3681930000002,3119.3681930000002,3132.8689623,None,3132.875744,3132.8840026,3132.8843144666666,3134.0931921,3142.883538366667,3143.8930656,3144.8679049,Sauber,2.021,3144.8692538000005,3144.8698231999997,3144.8699269999997,3144.8841254,3146.9166523000004,3146.9011760000003,3146.9053266,3146.9166523000004,3146.9166523000004,3146.9166523000004,3146.9166523000004,3148.9171556,3148.9171556,3148.9171556,3148.9171556,3148.9011050999998,3,None,1.4240731999998388,0.280658300000141,3082.0877370999997,3082.0878089999997,None,3082.0879733,3082.1039954,3082.1039954,3117.1536939,2,35.04277430000002,None,,,,,3144.8841254,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
1,0,1,,,,,,space,2.141417800000454,None,None,3,None,1.1191944000001968,0.2944343999997727,1,0,1,0,,,,,2,0,2,0,,,,,1,0,1,0,3148.9171556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rolle,2.3229,3148.90161,3148.9021844,3148.9022940000004,3148.9171556,3151.2498293,3151.2341210000004,3151.2375694,3151.2498293,3151.2498293,3151.2498293,3151.2498293,3153.2497897000003,3153.2497897000003,3153.2497897000003,3153.2497897000003,3153.2341965000005,3,None,1.1191944000001968,0.2944343999997727,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
2,0,2,,,,,,space,2.141417800000454,None,None,3,None,1.3004782999996678,0.2921843000003719,1,0,1,0,,,,,2,0,2,0,,,,,2,0,2,0,3153.2497897000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kino,3.0547,3153.2346979000004,3153.2353517,3153.2354628000003,3153.2497897000003,3156.3161978,3156.3005859000004,3156.3041654,3156.3161978,3156.3161978,3156.3161978,3156.3161978,3158.3163720000002,3158.3163720000002,3158.3163720000002,3158.3163720000002,3158.3007470000002,3,None,1.3004782999996678,0.2921843000003719,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
3,0,3,,,,,,space,2.141417800000454,None,None,3,None,1.111801999999443,0.3311208000004626,1,0,1,0,,,,,2,0,2,0,,,,,3,0,3,0,3158.3163720000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geschäft,2.4521,3158.3012471,3158.3017694,3158.3018767000003,3158.3163720000002,3160.7825187999997,3160.7670832000003,3160.7713172000003,3160.7825187999997,3160.7825187999997,3160.7825187999997,3160.7825187999997,3162.7826688000005,3162.7826688000005,3162.7826688000005,3162.7826688000005,3162.7672576000004,3,None,1.111801999999443,0.3311208000004626,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
4,0,4,,,,,,space,2.141417800000454,None,None,3,None,0.7571392999998352,0.2991870000005292,1,0,1,0,,,,,2,0,2,0,,,,,4,0,4,0,3162.7826688000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poesie,2.0168,3162.7677620000004,3162.768282,3162.7683921,3162.7826688000005,3164.7990574000005,3164.7836176,3164.7875704,3164.7990574000005,3164.7990574000005,3164.7990574000005,3164.7990574000005,3166.7989853,3166.7989853,3166.7989853,3166.7989853,3166.7836537000003,3,None,0.7571392999998352,0.2991870000005292,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
5,0,5,,,,,,space,2.141417800000454,None,None,3,None,0.8265250000004016,0.29829439999957685,1,0,1,0,,,,,2,0,2,0,,,,,5,0,5,0,3166.7989853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stiefel,2.0842,3166.7841672000004,3166.7847572,3166.7848673,3166.7989853,3168.8820764,3168.8665932000004,3168.8708021,3168.8820764,3168.8820764,3168.8820764,3168.8820764,3170.8819433,3170.8819433,3170.8819433,3170.8819433,3170.8666470999997,3,None,0.8265250000004016,0.29829439999957685,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
6,0,6,,,,,,space,2.141417800000454,None,None,3,None,0.902726199999961,0.34711699999934353,1,0,1,0,,,,,2,0,2,0,,,,,6,0,6,0,3170.8819433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nudeln,3.6438,3170.8671520999997,3170.8676691,3170.8677786,3170.8819433,3174.5316654,3174.5161283999996,3174.5206678000004,3174.5316654,3174.5316654,3174.5316654,3174.5316654,3176.5317585000003,3176.5317585000003,3176.5317585000003,3176.5317585000003,3176.5161197999996,3,None,0.902726199999961,0.34711699999934353,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
7,0,7,,,,,,space,2.141417800000454,None,None,2,None,1.3705928999997923,0.2692082000003211,1,0,1,0,,,,,2,0,2,0,,,,,7,0,7,0,3176.5317585000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gelenk,3.189,3176.5166243000003,3176.5172760000005,3176.5173861000003,3176.5317585000003,3179.7312923,3179.7157857,3179.7195973,3179.7312923,3179.7312923,3179.7312923,3179.7312923,3181.7314260000003,3181.7314260000003,3181.7314260000003,3181.7314260000003,3181.7162636000003,2,None,1.3705928999997923,0.2692082000003211,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
8,0,8,,,,,,space,2.141417800000454,None,None,3,None,0.8504831999998714,0.2999427000004289,1,0,1,0,,,,,2,0,2,0,,,,,8,0,8,0,3181.7314260000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lokomotive,2.3599,3181.7167618000003,3181.7175175,3181.7176329000004,3181.7314260000003,3184.0978373,3184.0824017000004,3184.0866253000004,3184.0978373,3184.0978373,3184.0978373,3184.0978373,3186.097938,3186.097938,3186.097938,3186.097938,3186.0821506,3,None,0.8504831999998714,0.2999427000004289,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
9,0,9,,,,,,space,2.141417800000454,None,None,3,None,0.7139944000000469,0.26357569999981934,1,0,1,0,,,,,2,0,2,0,,,,,9,0,9,0,3186.097938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reifen,4.3942,3186.0826608999996,3186.0831801000004,3186.0832892999997,3186.097938,3190.4981135,3190.4818093000004,3190.4855184999997,3190.4981135,3190.4981135,3190.4981135,3190.4981135,3192.4973699,3192.4973699,3192.4973699,3192.4973699,3192.4818201,3,None,0.7139944000000469,0.26357569999981934,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
10,0,10,,,,,,space,2.141417800000454,None,None,3,None,0.9032189999998081,0.2918640999996569,1,0,1,0,,,,,2,0,2,0,,,,,10,0,10,0,3192.4973699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wissen,2.4167,3192.4823211000003,3192.4829756999998,3192.4830842,3192.4973699,3194.9137776,3194.8981079000005,3194.9015526000003,3194.9137776,3194.9137776,3194.9137776,3194.9137776,3196.9139127,3196.9139127,3196.9139127,3196.9139127,3196.8981517,3,None,0.9032189999998081,0.2918640999996569,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
11,0,11,,,,,,space,2.141417800000454,None,None,3,None,0.8149647000000186,0.2834626000003482,1,0,1,0,,,,,2,0,2,0,,,,,11,0,11,0,3196.9139127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzert,2.0589,3196.8987016,3196.8993671,3196.8994756,3196.9139127,3198.9803692000005,3198.9645663,3198.9678931999997,3198.9803692000005,3198.9803692000005,3198.9803692000005,3198.9803692000005,3200.9802391000003,3200.9802391000003,3200.9802391000003,3200.9802391000003,3200.964667,3,None,0.8149647000000186,0.2834626000003482,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
12,0,12,,,,,,space,2.141417800000454,None,None,3,None,1.4656339000002845,0.24136189999990165,1,0,1,0,,,,,2,0,2,0,,,,,12,0,12,0,3200.9802391000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Küche,2.9832,3200.9651744000003,3200.9656823000005,3200.9657909,3200.9802391000003,3203.9632567999997,3203.9478939,3203.9519360000004,3203.9632567999997,3203.9632567999997,3203.9632567999997,3203.9632567999997,3205.9636026,3205.9636026,3205.9636026,3205.9636026,3205.9476764,3,None,1.4656339000002845,0.24136189999990165,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
13,0,13,,,,,,space,2.141417800000454,None,None,3,None,0.9743726999995488,0.2762769000000844,1,0,1,0,,,,,2,0,2,0,,,,,13,0,13,0,3205.9636026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milch,2.2074,3205.9482006,3205.9487262000002,3205.9488355000003,3205.9636026,3208.179755,3208.1644638999996,3208.1693060999996,3208.179755,3208.179755,3208.179755,3208.179755,3210.1800394,3210.1800394,3210.1800394,3210.1800394,3210.1641200000004,3,None,0.9743726999995488,0.2762769000000844,,,,,,,,,,,,,,,,,,,,9378,1,2025-05-19_13h59.52.039,sm,2024.2.4,59.916979033820574,2025-05-19 14h02.47.158289 +0200,
