thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,end_mapping.keys,living_nonliving.rt,living_nonliving.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,welcome.stopped,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.end_mapping.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,feeback_text.started,task_break_text.started,task_break_resp.started,feeback_text.stopped,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,begin_end_run_cross.stopped,fm_text.started,fm_key.started,runs.fm_key.rt,runs.fm_key.duration,thanks.started,thanks_text.started,thanks_text.stopped,thanks.stopped,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
54,0,54,,,,,,space,1.92454749999888,None,None,3,None,0.5223064000001614,0.2762122999993153,1,0,1,0,,,,,2,0,2,0,,,,,54,0,54,0,3362.7956354999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ring,2.2129,3362.7806974999985,3362.7812245999994,3362.7813298,3362.7956354999988,3365.0120647999993,3364.9963833,3364.999442099999,3365.0120647999993,3365.0120647999993,3365.0120647999993,3365.0120647999993,3367.0121638,3367.0121638,3367.0121638,3367.0121638,3366.9969348999985,3,None,0.5223064000001614,0.2762122999993153,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
55,0,55,,,,,,space,1.92454749999888,None,None,3,None,1.0141296000001603,0.26565929999924265,1,0,1,0,,,,,2,0,2,0,,,,,55,0,55,0,3367.0121638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange,4.3424,3366.997426,3366.9979741999996,3366.9980797999997,3367.0121638,3371.3617047999996,3371.3461116,3371.3501619,3371.3617047999996,3371.3617047999996,3371.3617047999996,3371.3617047999996,3373.3617981999996,3373.3617981999996,3373.3617981999996,3373.3617981999996,3373.3462476999994,3,None,1.0141296000001603,0.26565929999924265,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
56,0,56,,,,,,space,1.92454749999888,None,None,3,None,0.4794653000008111,0.24334739999903832,1,0,1,0,,,,,2,0,2,0,,,,,56,0,56,0,3373.3617981999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juwel,2.1413,3373.3467143,3373.3473219999996,3373.3474191999994,3373.3617981999996,3375.5115293,3375.4960538999985,3375.5014546,3375.5115293,3375.5115293,3375.5115293,3375.5115293,3377.5114434999996,3377.5114434999996,3377.5114434999996,3377.5114434999996,3377.4959019999988,3,None,0.4794653000008111,0.24334739999903832,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
57,0,57,,,,,,space,1.92454749999888,None,None,3,None,0.4397447999999713,0.2705889999997453,1,0,1,0,,,,,2,0,2,0,,,,,57,0,57,0,3377.5114434999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Universität,2.1831,3377.4963942999984,3377.4970376,3377.4971394999993,3377.5114434999996,3379.6943992999986,3379.6787975999996,3379.6831647,3379.6943992999986,3379.6943992999986,3379.6943992999986,3379.6943992999986,3381.6944325999993,3381.6944325999993,3381.6944325999993,3381.6944325999993,3381.679043799999,3,None,0.4397447999999713,0.2705889999997453,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
58,0,58,,,,,,space,1.92454749999888,None,None,2,None,1.7047676000001957,0.2511752999998862,1,0,1,0,,,,,2,0,2,0,,,,,58,0,58,0,3381.6944325999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sterne,5.3655,3381.679542599999,3381.6800558999985,3381.6801596999994,3381.6944325999993,3387.0609107,3387.0449868999985,3387.048520799999,3387.0609107,3387.0609107,3387.0609107,3387.0609107,3389.0608775,3389.0608775,3389.0608775,3389.0608775,3389.0454647999995,2,None,1.7047676000001957,0.2511752999998862,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
59,0,59,,,,,,space,1.92454749999888,None,None,2,None,0.8334598000001279,0.23789559999931953,1,0,1,0,,,,,2,0,2,0,,,,,59,0,59,0,3389.0608775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Känguru,2.4137,3389.0459627,3389.0464950999994,3389.0465970999994,3389.0608775,3391.4781305999986,3391.4617113999993,3391.4658034999993,3391.4781305999986,3391.4781305999986,3391.4781305999986,3391.4781305999986,3393.4773021,3393.4773021,3393.4773021,3393.4773021,3393.461738,2,None,0.8334598000001279,0.23789559999931953,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
60,0,60,,,,,,space,1.92454749999888,None,None,3,None,0.7087977999999566,0.3416760999989492,1,0,1,0,,,,,2,0,2,0,,,,,60,0,60,0,3393.4773021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuchen ,2.2639,3393.4621362,3393.462637499999,3393.4627224999986,3393.4773021,3395.7444213,3395.728069499999,3395.7319491,3395.7444213,3395.7444213,3395.7444213,3395.7444213,3397.7442482999995,3397.7442482999995,3397.7442482999995,3397.7442482999995,3397.728189899999,3,None,0.7087977999999566,0.3416760999989492,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
61,0,61,,,,,,space,1.92454749999888,None,None,3,None,0.6405668999996124,0.2836753999999928,1,0,1,0,,,,,2,0,2,0,,,,,61,0,61,0,3397.7442482999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luft,3.6438,3397.7286826,3397.7294317999986,3397.7295440999987,3397.7442482999995,3401.3932771,3401.3777826999994,3401.3810784999987,3401.3932771,3401.3932771,3401.3932771,3401.3932771,3403.393632199999,3403.393632199999,3403.393632199999,3403.393632199999,3403.3776922999987,3,None,0.6405668999996124,0.2836753999999928,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
62,0,62,,,,,,space,1.92454749999888,None,None,3,None,0.5417077999991307,0.21444680000058725,1,0,1,0,,,,,2,0,2,0,,,,,62,0,62,0,3403.393632199999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mappe,2.1949,3403.378185899999,3403.378695899999,3403.378801699999,3403.393632199999,3405.594013099999,3405.5774714,3405.5806563999995,3405.594013099999,3405.594013099999,3405.594013099999,3405.594013099999,3407.593136199999,3407.593136199999,3407.593136199999,3407.593136199999,3407.5775115999986,3,None,0.5417077999991307,0.21444680000058725,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
63,0,63,,,,,,space,1.92454749999888,None,None,3,None,0.8287885999998252,0.25966820000030566,1,0,1,0,,,,,2,0,2,0,,,,,63,0,63,0,3407.593136199999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glück,5.1698,3407.5780442999985,3407.5787548999997,3407.5788983,3407.593136199999,3412.7758908999986,3412.7602234999995,3412.7640161,3412.7758908999986,3412.7758908999986,3412.7758908999986,3412.7758908999986,3414.776,3414.776,3414.776,3414.776,3414.7608721999986,3,None,0.8287885999998252,0.25966820000030566,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
64,0,64,,,,,,space,1.92454749999888,None,None,3,None,0.5290211000010459,0.21047919999909936,1,0,1,0,,,,,2,0,2,0,,,,,64,0,64,0,3414.776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trocken,4.4429,3414.7613635,3414.7619360999997,3414.762029899999,3414.776,3419.2266130999997,3419.209628999999,3419.2129037999985,3419.2266130999997,3419.2266130999997,3419.2266130999997,3419.2266130999997,3421.2256349,3421.2256349,3421.2256349,3421.2256349,3421.210194899999,3,None,0.5290211000010459,0.21047919999909936,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
65,0,65,,,,,,space,1.92454749999888,None,None,3,None,0.6175065000006725,0.24754199999915727,1,0,1,0,,,,,2,0,2,0,,,,,65,0,65,0,3421.2256349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hammer,2.1186,3421.2107287,3421.2112289999986,3421.2113339999996,3421.2256349,3423.3587934999996,3423.3431965,3423.3470437999986,3423.3587934999996,3423.3587934999996,3423.3587934999996,3423.3587934999996,3425.3586368999986,3425.3586368999986,3425.3586368999986,3425.3586368999986,3425.343028699999,3,None,0.6175065000006725,0.24754199999915727,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
66,0,66,,,,,,space,1.92454749999888,None,None,3,None,0.5133652000004076,0.19563430000016524,1,0,1,0,,,,,2,0,2,0,,,,,66,0,66,0,3425.3586368999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scheidung,3.2825,3425.343531499999,3425.3441219999986,3425.344228,3425.3586368999986,3428.641800899999,3428.625917199999,3428.6292555,3428.641800899999,3428.641800899999,3428.641800899999,3428.641800899999,3430.6418684,3430.6418684,3430.6418684,3430.6418684,3430.6259037,3,None,0.5133652000004076,0.19563430000016524,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
67,0,67,,,,,,space,1.92454749999888,None,None,3,None,0.7984048000016628,0.2324198999995133,1,0,1,0,,,,,2,0,2,0,,,,,67,0,67,0,3430.6418684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tanz,4.5959,3430.6263153,3430.6267785,3430.6268707,3430.6418684,3435.2413407999993,3435.225826599999,3435.2292589999997,3435.2413407999993,3435.2413407999993,3435.2413407999993,3435.2413407999993,3437.2415566,3437.2415566,3437.2415566,3437.2415566,3437.2259694999993,3,None,0.7984048000016628,0.2324198999995133,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
68,0,68,,,,,,space,1.92454749999888,None,None,3,None,0.4342192000003706,0.2109584999998333,1,0,1,0,,,,,2,0,2,0,,,,,68,0,68,0,3437.2415566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urlaub,2.4167,3437.2264746,3437.2269909999995,3437.2270967999993,3437.2415566,3439.6577315999984,3439.6423361999987,3439.6463421999997,3439.6577315999984,3439.6577315999984,3439.6577315999984,3439.6577315999984,3441.6577242999992,3441.6577242999992,3441.6577242999992,3441.6577242999992,3441.6424377999992,3,None,0.4342192000003706,0.2109584999998333,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
69,0,69,,,,,,space,1.92454749999888,None,None,3,None,0.7345653000011225,0.2256584999995539,1,0,1,0,,,,,2,0,2,0,,,,,69,0,69,0,3441.6577242999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beugen,2.6312,3441.642896399999,3441.6435256999994,3441.643624999999,3441.6577242999992,3444.2909727999995,3444.275182399999,3444.2795197999985,3444.2909727999995,3444.2909727999995,3444.2909727999995,3444.2909727999995,3446.2908370999994,3446.2908370999994,3446.2908370999994,3446.2908370999994,3446.275244799999,3,None,0.7345653000011225,0.2256584999995539,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
70,0,70,,,,,,space,1.92454749999888,None,None,2,None,0.8217048000005889,0.2093018999985361,1,0,1,0,,,,,2,0,2,0,,,,,70,0,70,0,3446.2908370999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Freund,2.2385,3446.2757452999995,3446.2762484999985,3446.276355,3446.2908370999994,3448.5403759,3448.524970799999,3448.5284840999993,3448.5403759,3448.5403759,3448.5403759,3448.5403759,3450.5407067999986,3450.5407067999986,3450.5407067999986,3450.5407067999986,3450.5250590999985,2,None,0.8217048000005889,0.2093018999985361,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
71,0,71,,,,,,space,1.92454749999888,None,None,3,None,0.7303637000004528,0.24297889999979816,1,0,1,0,,,,,2,0,2,0,,,,,71,0,71,0,3450.5407067999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Applaus,2.83,3450.5255639999996,3450.526076599999,3450.5261837999988,3450.5407067999986,3453.3735861999994,3453.3582296999994,3453.3618179999994,3453.3735861999994,3453.3735861999994,3453.3735861999994,3453.3735861999994,3455.3737821999985,3455.3737821999985,3455.3737821999985,3455.3737821999985,3455.3583746999993,3,None,0.7303637000004528,0.24297889999979816,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
72,0,72,,,,,,space,1.92454749999888,None,None,3,None,0.7322462000011001,0.23794029999953636,1,0,1,0,,,,,2,0,2,0,,,,,72,0,72,0,3455.3737821999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tisch,2.8516,3455.3588667999993,3455.3597606999992,3455.3598757,3455.3737821999985,3458.2400031999987,3458.224333799999,3458.2276594999985,3458.2400031999987,3458.2400031999987,3458.2400031999987,3458.2400031999987,3460.2400394999986,3460.2400394999986,3460.2400394999986,3460.2400394999986,3460.2245126,3,None,0.7322462000011001,0.23794029999953636,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
73,0,73,,,,,,space,1.92454749999888,None,None,3,None,0.6396945999986201,0.24336380000022473,1,0,1,0,,,,,2,0,2,0,,,,,73,0,73,0,3460.2400394999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arbeit,3.1264,3460.225018199999,3460.2255365,3460.225642899999,3460.2400394999986,3463.373226599999,3463.357702899999,3463.361701599999,3463.373226599999,3463.373226599999,3463.373226599999,3463.373226599999,3465.3732641999995,3465.3732641999995,3465.3732641999995,3465.3732641999995,3465.3575604999987,3,None,0.6396945999986201,0.24336380000022473,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
74,0,74,,,,,,space,1.92454749999888,None,None,3,None,0.4630343000007997,0.25230959999862534,1,0,1,0,,,,,2,0,2,0,,,,,74,0,74,0,3465.3732641999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feuer,3.2059,3465.3580561,3465.3587001999986,3465.358810599999,3465.3732641999995,3468.5898012,3468.5738647,3468.5779602000002,3468.5898012,3468.5898012,3468.5898012,3468.5898012,3470.589613,3470.589613,3470.589613,3470.589613,3470.5742622,3,None,0.4630343000007997,0.25230959999862534,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
75,0,75,,,,,,space,1.92454749999888,None,None,3,None,0.6463794999999664,0.3161759000013262,1,0,1,0,,,,,2,0,2,0,,,,,75,0,75,0,3470.589613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pflege,4.4767,3470.5747519999986,3470.5753637,3470.5754712,3470.589613,3475.0726774999985,3475.0568624999996,3475.0609764,3475.0726774999985,3475.0726774999985,3475.0726774999985,3475.0726774999985,3477.0724499999997,3477.0724499999997,3477.0724499999997,3477.0724499999997,3477.056970399999,3,None,0.6463794999999664,0.3161759000013262,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
76,0,76,,,,,,space,1.92454749999888,None,None,2,None,1.3477093000001332,0.22773400000005495,1,0,1,0,,,,,2,0,2,0,,,,,76,0,76,0,3477.0724499999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spaß,2.1697,3477.0574737999996,3477.058008599999,3477.0581139999995,3477.0724499999997,3479.2554657,3479.239855599999,3479.2439759999997,3479.2554657,3479.2554657,3479.2554657,3479.2554657,3481.2556626999994,3481.2556626999994,3481.2556626999994,3481.2556626999994,3481.2406154,2,None,1.3477093000001332,0.22773400000005495,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
77,0,77,,,,,,space,1.92454749999888,None,None,3,None,0.7218394999999873,None,1,0,1,0,,,,,2,0,2,0,,,,,77,0,77,0,3481.2556626999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klinge,3.8592,3481.2411274999995,3481.2416302,3481.241731799999,3481.2556626999994,3485.1220617,3485.106186699999,3485.1099691,3485.1220617,3485.1220617,3485.1220617,3485.1220617,3487.122054899999,3487.122054899999,3487.122054899999,3487.122054899999,3487.106206299999,3,None,0.7218394999999873,None,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
78,0,78,,,,,,space,1.92454749999888,None,None,3,None,0.8193963000012445,0.21639649999997346,1,0,1,0,,,,,2,0,2,0,,,,,78,0,78,0,3487.122054899999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Puppe,2.3362,3487.1066536,3487.107336199999,3487.1074379,3487.122054899999,3489.4716683999995,3489.4559023,3489.459290499999,3489.4716683999995,3489.4716683999995,3489.4716683999995,3489.4716683999995,3491.471844399999,3491.471844399999,3491.471844399999,3491.471844399999,3491.4565428999995,3,None,0.8193963000012445,0.21639649999997346,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
79,0,79,,,,,,space,1.92454749999888,None,None,2,None,0.5166294999999081,0.1855745000011666,1,0,1,0,,,,,2,0,2,0,,,,,79,0,79,0,3491.471844399999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alligator,3.0127,3491.4570597,3491.4577443,3491.4578551999984,3491.471844399999,3494.488092899999,3494.4724976999987,3494.4765798999997,3494.488092899999,3494.488092899999,3494.488092899999,3494.488092899999,3496.503807699999,3496.503807699999,3496.503807699999,3496.503807699999,3496.4726015999986,2,None,0.5166294999999081,0.1855745000011666,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
0,0,0,,,,,2.1949,space,2.406135600000198,None,None,2,None,0.9095796000001428,0.18446899999980815,1,0,1,0,,,,,3,0,3,0,0,79,79,35,0,0,0,0,3540.8354466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3513.250078199999,3513.2503029,3513.2567148,3513.2611889,3513.2611889,3515.670215599999,space,2.406135600000198,None,3515.670362699999,3515.6870247999996,3515.6870247999996,3528.8191764999992,None,3528.8264076999985,3528.8363052999994,3528.834578366667,3530.0429950999987,3538.8195354666664,3539.8232238,3540.8200342,Poesie,2.1949,3540.8215893999986,3540.8221957999995,3540.8223075999995,3540.8354466,3543.0353796,3543.0198237999994,3543.0240398999995,3543.0353796,3543.0353796,3543.0353796,3543.0353796,3545.0354864,3545.0354864,3545.0354864,3545.0354864,3545.0197527,2,None,0.9095796000001428,0.18446899999980815,3508.487915399999,3508.4879813999996,None,3508.4977524999995,3508.5041175999995,3512.5038330999996,3512.5038330999996,3512.5038330999996,3513.2055618999984,2,0.6951582999990933,None,3540.8354466,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
1,0,1,,,,,,space,2.406135600000198,None,None,3,None,0.8842147000013938,0.23628529999950842,1,0,1,0,,,,,3,0,3,0,,,,,1,0,1,0,3545.0354864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sack,2.7378,3545.0202934999998,3545.0208132999996,3545.0209175,3545.0354864,3547.7850588,3547.769427899999,3547.772705199999,3547.7850588,3547.7850588,3547.7850588,3547.7850588,3549.7850455999996,3549.7850455999996,3549.7850455999996,3549.7850455999996,3549.7696256,3,None,0.8842147000013938,0.23628529999950842,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
2,0,2,,,,,,space,2.406135600000198,None,None,3,None,1.2343131999987236,0.24669960000028368,1,0,1,0,,,,,3,0,3,0,,,,,2,0,2,0,3549.7850455999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ehe,2.0052,3549.770095,3549.7705867999994,3549.7706837999995,3549.7850455999996,3551.8012198999986,3551.7858063999993,3551.788650299999,3551.8012198999986,3551.8012198999986,3551.8012198999986,3551.8012198999986,3553.8016463999993,3553.8016463999993,3553.8016463999993,3553.8016463999993,3553.785855799999,3,None,1.2343131999987236,0.24669960000028368,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
3,0,3,,,,,,space,2.406135600000198,None,None,3,None,1.0430889999988722,0.2758655000016006,1,0,1,0,,,,,3,0,3,0,,,,,3,0,3,0,3553.8016463999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rolle,3.0547,3553.7863328999993,3553.7869713,3553.787074099999,3553.8016463999993,3556.868133599999,3556.852170799999,3556.8563233999994,3556.868133599999,3556.868133599999,3556.868133599999,3556.868133599999,3558.8678168999995,3558.8678168999995,3558.8678168999995,3558.8678168999995,3558.8524202999997,3,None,1.0430889999988722,0.2758655000016006,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
4,0,4,,,,,,space,2.406135600000198,None,None,3,None,0.7760258999987855,0.2323065000000497,1,0,1,0,,,,,3,0,3,0,,,,,4,0,4,0,3558.8678168999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tür,2.7992,3558.8529105,3558.8534554,3558.8535608,3558.8678168999995,3561.6680041,3561.6519692,3561.6554067999987,3561.6680041,3561.6680041,3561.6680041,3561.6680041,3563.6675879999984,3563.6675879999984,3563.6675879999984,3563.6675879999984,3563.6522508,3,None,0.7760258999987855,0.2323065000000497,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
5,0,5,,,,,,space,2.406135600000198,None,None,3,None,0.5931786999990436,0.22235750000072585,1,0,1,0,,,,,3,0,3,0,,,,,5,0,5,0,3563.6675879999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaffee,3.6297,3563.6527393999986,3563.653306099999,3563.653410699999,3563.6675879999984,3567.3003529999987,3567.2850542999986,3567.2883126999986,3567.3003529999987,3567.3003529999987,3567.3003529999987,3567.3003529999987,3569.3008025,3569.3008025,3569.3008025,3569.3008025,3569.284920799999,3,None,0.5931786999990436,0.22235750000072585,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
