guess_condition,thisN,thisTrialN,thisRepN,iti,cue,target,end_guess.keys,guess_reached.keys,end_encoding.keys,guess_reached.rt,guess_reached.duration,task_break_resp.keys,scanner_ready_press.keys,skip_trigger.keys,task_break_resp.rt,task_break_resp.duration,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.rt,skip_trigger.duration,guess_conditions.thisRepN,guess_conditions.thisTrialN,guess_conditions.thisN,guess_conditions.thisIndex,iti_learning.thisRepN,iti_learning.thisTrialN,iti_learning.thisN,iti_learning.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,recall_practice.thisRepN,recall_practice.thisTrialN,recall_practice.thisN,recall_practice.thisIndex,end_cued_recall.keys,recall_reached.keys,thisRow.t,notes,welcome.started,welcome_text.started,welcome.stopped,load_guess_conditions.started,load_guess_conditions.stopped,load_iti.started,load_iti.stopped,instructions1.started,instructions1_text.started,instruction1_key.started,instructions1.stopped,instruction1_key.keys,instruction1_key.rt,instruction1_key.duration,instructions2.started,instructions2_text.started,instruction2_key.started,instructions2.stopped,instruction2_key.keys,instruction2_key.rt,instruction2_key.duration,instructions3.started,instructions3_text.started,instruction3_key.started,instructions3.stopped,instruction3_key.keys,instruction3_key.rt,instruction3_key.duration,instructions4.started,instructions4_text.started,instruction4_key.started,instructions4.stopped,instruction4_key.keys,instruction4_key.rt,instruction4_key.duration,instructions5.started,instructions5_text.started,instruction5_key.started,instructions5.stopped,instruction5_key.keys,instruction5_key.rt,instruction5_key.duration,iti_learning_practice.started,iti_practice_blank.started,iti_learning_practice.stopped,guess.started,guess.stopped,practice_trials.end_guess.keys,guess_response.started,guess_response.stopped,practice_trials.guess_reached.keys,feedback_guess.started,no_response_feedback.started,no_response_feedback.stopped,feedback_guess.stopped,guess_delay.started,guess_delay.stopped,trial_type,encode.started,dash_stim_learning.started,cue_stim_learning.started,target_stim.started,end_encoding.started,encode.stopped,practice_trials.end_encoding.keys,dash_stim_guessing.started,cue_stim_guessing.started,guess_stim.started,end_guess.started,dash_stim_guessing.stopped,cue_stim_guessing.stopped,guess_stim.stopped,end_guess.stopped,dash_stim_guessing_resp.started,cue_stim_guessing_resp.started,guess_stim_resp.started,guess_question.started,guess_reached.started,dash_stim_guessing_resp.stopped,cue_stim_guessing_resp.stopped,guess_stim_resp.stopped,guess_question.stopped,guess_reached.stopped,guess_delay_cross.started,guess_delay_cross.stopped,dash_stim_learning.stopped,cue_stim_learning.stopped,target_stim.stopped,end_encoding.stopped,iti_practice_blank.stopped,practice_trials.guess_reached.rt,practice_trials.guess_reached.duration,start_task.started,start_task_text.started,start_key.started,start_task.stopped,start_key.keys,start_key.rt,start_key.duration,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,begin_run.started,begin_run_cross.started,begin_run_cross.stopped,begin_run.stopped,setup_learning_trial.started,setup_learning_trial.stopped,learning_trials.end_guess.keys,learning_trials.guess_reached.keys,learning_trials.end_encoding.keys,iti_task.started,iti_cross.started,iti_cross.stopped,iti_task.stopped,task_break.started,task_break.stopped,learning_trials.task_break_resp.keys,learning_trials.scanner_ready_press.keys,learning_trials.skip_trigger.keys,learning_trials.guess_reached.rt,learning_trials.guess_reached.duration,end_run_cross.started,task_break_text.started,task_break_resp.started,end_run_cross.stopped,learning_trials.task_break_resp.rt,learning_trials.task_break_resp.duration,learning_trials.scanner_ready_press.rt,learning_trials.scanner_ready_press.duration,learning_trials.skip_trigger.rt,learning_trials.skip_trigger.duration,end_part1.started,end_part1_key.started,end_part1_text.started,end_part1.stopped,end_part1_key.keys,end_part1_key.rt,end_part1_key.duration,instructions_recall1.started,recall_instructions1_text.started,recall_instructions1_key.started,instructions_recall1.stopped,recall_instructions1_key.keys,recall_instructions1_key.rt,recall_instructions1_key.duration,instructions_recall2.started,recall_instructions1_text_2.started,recall_instructions1_key_2.started,instructions_recall2.stopped,recall_instructions1_key_2.keys,recall_instructions1_key_2.rt,recall_instructions1_key_2.duration,iti_recall_practice.started,iti_recall_practice_cross.started,iti_recall_practice_cross.stopped,iti_recall_practice.stopped,cued_recall.started,cue_stim_recall.started,dash_stim_recall.started,qmark_target.started,end_cued_recall.started,cue_stim_recall.stopped,dash_stim_recall.stopped,qmark_target.stopped,end_cued_recall.stopped,cued_recall.stopped,recall_practice.end_cued_recall.keys,recall_response.started,dash_stim_recall_resp.started,cue_stim_recall_resp.started,recall_stim_resp.started,recall_question.started,recall_reached.started,dash_stim_recall_resp.stopped,cue_stim_recall_resp.stopped,recall_stim_resp.stopped,recall_question.stopped,recall_reached.stopped,recall_response.stopped,recall_practice.recall_reached.keys,ID-Nummer,Alter,Geschlecht (optional),date,expName,psychopyVersion,frameRate,expStart,
,47,47,0,,Schuh,Stiefel,None,1,None,0.955422000028193,0.1680456001777202,None,None,None,,,,,,,,,,,,,,,,,,,0,47,47,68,,,,,,,741.9880168000236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741.9780494000297,744.9750741000753,,744.9764904000331,746.4730088000651,,,,,,746.4730547999498,749.4738586000167,Guess,749.4761689000297,749.4876264000777,749.4876264000777,749.4876264000777,749.4876264000777,752.4734178001527,,741.9880168000236,741.9880168000236,741.9880168000236,741.9880168000236,744.9880917000119,744.9880917000119,744.9880917000119,744.9880917000119,744.9880917000119,744.9880917000119,744.9880917000119,744.9880917000119,744.9880917000119,746.4875400001183,746.4875400001183,746.4875400001183,746.4875400001183,746.4875400001183,746.4875400001183,749.4876264000777,752.4881315000821,752.4881315000821,752.4881315000821,752.4881315000821,,,,,,,,,,,758.4721850000788,,,758.4721942001488,758.4722049999982,,,758.4722132000607,,,,,741.9758550000843,741.9762661999557,None,1,None,752.4734647001605,752.4881315000821,758.4876529001631,758.4721252000891,758.4721489001531,758.4721644001547,None,None,None,0.955422000028193,0.1680456001777202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,t,t,2025-04-02_11h14.45.452,guess,2024.2.4,59.995632312647594,2025-04-02 11h14.54.410591 +0200,
,48,48,0,,Agent,Reise,None,None,None,,,None,None,None,,,,,,,,,,,,,,,,,,,0,48,48,24,,,,,,,758.4876529001631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758.4733249000274,758.4733450999483,,758.474063700065,758.4740842001047,,,,,,758.4740997999907,758.4741096000653,Read,758.4754694001749,758.4876529001631,758.4876529001631,758.4876529001631,758.4876529001631,761.4741998000536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770.4731898000464,,,770.4732035000343,770.4732211001683,,,770.4732346001547,,,,,758.4722859000321,758.4723837000784,None,None,None,761.4742509000935,761.488565800013,770.4875984000973,770.473111800151,770.4731407000218,770.4731636000797,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,t,t,2025-04-02_11h14.45.452,guess,2024.2.4,59.995632312647594,2025-04-02 11h14.54.410591 +0200,
,49,49,0,,Mauer,Straße,None,None,None,,,None,None,None,,,,,,,,,,,,,,,,,,,0,49,49,64,,,,,,,770.4875984000973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770.47472129995,773.4738907001447,,773.4752915001009,774.975090800086,,,,,,774.9751500000712,777.973866000073,Guess,777.9777174999472,777.9876229001675,777.9876229001675,777.9876229001675,777.9876229001675,780.9731306999456,,770.4875984000973,770.4875984000973,770.4875984000973,770.4875984000973,773.4877923000604,773.4877923000604,773.4877923000604,773.4877923000604,773.4877923000604,773.4877923000604,773.4877923000604,773.4877923000604,773.4877923000604,774.9880944001488,774.9880944001488,774.9880944001488,774.9880944001488,774.9880944001488,774.9880944001488,777.9876229001675,780.9881595999468,780.9881595999468,780.9881595999468,780.9881595999468,,,,,,,,,,,785.472163700033,,,785.4721765001304,785.4721880001016,,,785.4721978001762,,,,,770.4733436000533,770.4734936000314,None,None,None,780.9731758001726,780.9881595999468,785.4875729000196,785.4720785000827,785.4721001000144,785.4721387000754,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,t,t,2025-04-02_11h14.45.452,guess,2024.2.4,59.995632312647594,2025-04-02 11h14.54.410591 +0200,
,50,50,0,,Chips,Salz,None,None,None,,,None,None,None,,,,,,,,,,,,,,,,,,,0,50,50,1,,,,,,,785.4875729000196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785.4733236001339,785.4733425001614,,785.4740550001152,785.4740746000316,,,,,,785.4740892001428,785.4740989999846,Read,785.4753189000767,785.4875729000196,785.4875729000196,785.4875729000196,785.4875729000196,788.4732310001273,,,,,,,,,,,,,,,,,,,,,,788.4882320000324,788.4882320000324,788.4882320000324,788.4882320000324,,,,,,,,,,,794.4723297001328,,,794.4723392999731,794.4723505000584,,,794.4723589001223,,,,,785.472274800064,785.4723943001591,None,None,None,788.4732661000453,788.4882320000324,794.4877967999782,794.4722716000397,794.4722965001129,794.4723112001084,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,t,t,2025-04-02_11h14.45.452,guess,2024.2.4,59.995632312647594,2025-04-02 11h14.54.410591 +0200,
,51,51,0,,Königreich,Schloss,None,None,None,,,None,None,None,,,,,,,,,,,,,,,,,,,0,51,51,63,,,,,,,794.4877967999782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794.4735201001167,794.473538500024,,794.4742541001178,794.4742737000342,,,,,,794.4742880000267,794.4742968000937,Read,794.4757362999953,794.4877967999782,794.4877967999782,794.4877967999782,794.4877967999782,797.4721498000436,,,,,,,,,,,,,,,,,,,,,,797.4875729000196,797.4875729000196,797.4875729000196,797.4875729000196,,,,,,,,,,,804.9731618999504,,,804.9731726001482,804.9731858000159,,,804.9731950999703,,,,,794.4724350001197,794.4725287000183,None,None,None,797.4721752000041,797.4875729000196,804.987895200029,804.9730964000337,804.9731226000004,804.9731395000126,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,t,t,2025-04-02_11h14.45.452,guess,2024.2.4,59.995632312647594,2025-04-02 11h14.54.410591 +0200,
,52,52,0,,Safari,Ausflug,None,None,None,,,None,None,None,,,,,,,,,,,,,,,,,,,0,52,52,20,,,,,,,804.987895200029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804.9743856999557,807.9739608999807,,807.9754808000289,809.4723074000794,,,,,,809.4723402999807,812.4726275000721,Guess,812.474238499999,812.4880564999767,812.4880564999767,812.4880564999767,812.4880564999767,815.4724469999783,,804.987895200029,804.987895200029,804.987895200029,804.987895200029,807.987962400075,807.987962400075,807.987962400075,807.987962400075,807.987962400075,807.987962400075,807.987962400075,807.987962400075,807.987962400075,809.4880301000085,809.4880301000085,809.4880301000085,809.4880301000085,809.4880301000085,809.4880301000085,812.4880564999767,815.4877526001073,815.4877526001073,815.4877526001073,815.4877526001073,,,,,,,,,,,824.4729091001209,,,824.4729208000936,824.4729349000845,,,824.4729456000496,,,,,804.9732821001671,804.9733884001616,None,None,None,815.4724759999663,815.4877526001073,824.4878490001429,824.4728457001038,824.4728702001739,824.4728876999579,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,t,t,2025-04-02_11h14.45.452,guess,2024.2.4,59.995632312647594,2025-04-02 11h14.54.410591 +0200,
,53,53,0,,Decke,Kissen,None,None,None,,,None,None,None,,,,,,,,,,,,,,,,,,,0,53,53,26,,,,,,,824.4878490001429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824.4740906001534,827.4753574000206,,827.4774699001573,828.9756658000406,,,,,,828.9757360001095,831.9763067001477,Guess,831.9810493001714,831.988011599984,831.988011599984,831.988011599984,831.988011599984,834.9741732999682,,824.4878490001429,824.4878490001429,824.4878490001429,824.4878490001429,827.4880495001562,827.4880495001562,827.4880495001562,827.4880495001562,827.4880495001562,827.4880495001562,827.4880495001562,827.4880495001562,827.4880495001562,828.9887866000645,828.9887866000645,828.9887866000645,828.9887866000645,828.9887866000645,828.9887866000645,831.988011599984,834.9880240000784,834.9880240000784,834.9880240000784,834.9880240000784,,,,,,,,,,,842.4756073001772,,,842.4756357001606,842.4756696000695,,,842.4756954000331,,,,,824.4730295001063,824.4731368999928,None,None,None,834.9742151000537,834.9880240000784,842.4881003000773,842.4754318001214,842.4755039000884,842.4755508999806,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,t,t,2025-04-02_11h14.45.452,guess,2024.2.4,59.995632312647594,2025-04-02 11h14.54.410591 +0200,
,54,54,0,,Garage,Haus,None,None,None,,,None,None,None,,,,,,,,,,,,,,,,,,,0,54,54,31,,,,,,,842.4881003000773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842.4782196001615,845.4741952000186,,845.4765423999634,846.9740995001048,,,,,,846.9741634000093,849.9754982001614,Guess,849.9784165001474,849.9878496001475,849.9878496001475,849.9878496001475,849.9878496001475,852.9743826000486,,842.4881003000773,842.4881003000773,842.4881003000773,842.4881003000773,845.488126100041,845.488126100041,845.488126100041,845.488126100041,845.488126100041,845.488126100041,845.488126100041,845.488126100041,845.488126100041,846.988608200103,846.988608200103,846.988608200103,846.988608200103,846.988608200103,846.988608200103,849.9878496001475,852.9881552001461,852.9881552001461,852.9881552001461,852.9881552001461,,,,,,,,,,,857.4744790999684,,,857.474498399999,857.4745209000539,,,857.4745386000723,,,,,842.4759056000039,842.4762742000166,None,None,None,852.9744333000854,852.9881552001461,857.4880053000525,857.4743751001079,857.4744140000548,857.4744430000428,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,t,t,2025-04-02_11h14.45.452,guess,2024.2.4,59.995632312647594,2025-04-02 11h14.54.410591 +0200,
,55,55,0,,Statue,Monument,None,None,None,,,None,None,None,,,,,,,,,,,,,,,,,,,0,55,55,41,,,,,,,857.4880053000525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857.4762846000958,860.4723940000404,,860.4733333999757,861.9746877001598,,,,,,861.9747393999714,864.9745984999463,Guess,864.9784278001171,864.9880536999553,864.9880536999553,864.9880536999553,864.9880536999553,867.9751367999706,,857.4880053000525,857.4880053000525,857.4880053000525,857.4880053000525,860.4877023000736,860.4877023000736,860.4877023000736,860.4877023000736,860.4877023000736,860.4877023000736,860.4877023000736,860.4877023000736,860.4877023000736,861.9883255001623,861.9883255001623,861.9883255001623,861.9883255001623,861.9883255001623,861.9883255001623,864.9880536999553,,,,,,,,,,,,,,,876.9752005999908,,,876.9752189000137,876.9752420000732,,,876.9752591999713,,,,,857.4746835001279,857.4748425001744,None,None,None,867.975201100111,867.9882799000479,876.9878836001735,876.9750821001362,876.9751339999493,876.9751651000697,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,t,t,2025-04-02_11h14.45.452,guess,2024.2.4,59.995632312647594,2025-04-02 11h14.54.410591 +0200,
,56,56,0,,Zeichnung,Bleistift,None,None,None,,,None,None,None,,,,,,,,,,,,,,,,,,,0,56,56,11,,,,,,,876.9878836001735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876.9774849000387,876.9775122001301,,876.9784554000944,876.9784800000489,,,,,,876.978504100116,876.9785168000963,Read,876.9800408000592,876.9878836001735,876.9878836001735,876.9878836001735,876.9878836001735,879.9732632001396,,,,,,,,,,,,,,,,,,,,,,879.9880435999949,879.9880435999949,879.9880435999949,879.9880435999949,,,,,,,,,,,884.4751975999679,,,884.4752178001218,884.4752414000686,,,884.475259100087,,,,,876.975409100065,876.9756913001183,None,None,None,879.9732902999967,879.9880435999949,884.4880256000906,884.4750863001682,884.4751303000376,884.475163700059,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,t,t,2025-04-02_11h14.45.452,guess,2024.2.4,59.995632312647594,2025-04-02 11h14.54.410591 +0200,
,57,57,0,,Service,Kunde,None,None,None,,,None,None,None,,,,,,,,,,,,,,,,,,,0,57,57,8,,,,,,,884.4880256000906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,884.4772393000312,887.4750761999749,,887.4768409000244,888.9751151001547,,,,,,888.9752040000167,891.9764773000497,Guess,891.9801084001083,891.9879426001571,891.9879426001571,891.9879426001571,891.9879426001571,894.9758065999486,,884.4880256000906,884.4880256000906,884.4880256000906,884.4880256000906,887.488097500056,887.488097500056,887.488097500056,887.488097500056,887.488097500056,887.488097500056,887.488097500056,887.488097500056,887.488097500056,888.9884707999881,888.9884707999881,888.9884707999881,888.9884707999881,888.9884707999881,888.9884707999881,891.9879426001571,894.988527599955,894.988527599955,894.988527599955,894.988527599955,,,,,,,,,,,903.9742656999733,,,903.974284700118,903.9743062001653,,,903.9743224000558,,,,,884.4754082001746,884.4756972000469,None,None,None,894.9758705999702,894.988527599955,903.9877355000935,903.9741513000336,903.9741921001114,903.9742187999655,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,t,t,2025-04-02_11h14.45.452,guess,2024.2.4,59.995632312647594,2025-04-02 11h14.54.410591 +0200,
,58,58,0,,Gast,Zimmer,None,None,None,,,None,None,None,,,,,,,,,,,,,,,,,,,0,58,58,14,,,,,,,903.9877355000935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,903.9760429000016,903.9760692999698,,903.9768932999577,903.9769162000157,,,,,,903.976932400139,903.9769431999885,Read,903.9782822001725,903.9877355000935,903.9877355000935,903.9877355000935,903.9877355000935,906.9756764001213,,,,,,,,,,,,,,,,,,,,,,906.9884441001341,906.9884441001341,906.9884441001341,906.9884441001341,,,,,,,,,,,911.4754910001066,,,911.4755216001067,911.475557200145,,,911.4755867000204,,,,,903.9744617999531,903.9746276000515,None,None,None,906.9757592000533,906.9884441001341,911.4877238001209,911.4753279001452,911.4753878000192,911.4754380001687,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,t,t,2025-04-02_11h14.45.452,guess,2024.2.4,59.995632312647594,2025-04-02 11h14.54.410591 +0200,
,59,59,0,,Vogel,Feder,None,None,None,,,None,None,None,,,,,,,,,,,,,,,,,,,0,59,59,47,,,,,,,911.4877238001209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,911.478139200015,911.4781770999543,,911.4794689000119,911.4794984001201,,,,,,911.4795212999452,911.4795405000914,Read,911.4813254000619,911.4877238001209,911.4877238001209,911.4877238001209,911.4877238001209,914.4755019000731,,,,,,,,,,,,,,,,,,,,,,914.4883501001168,914.4883501001168,914.4883501001168,914.4883501001168,,,,,,,,,,,918.9739362001419,,,918.9739572999533,918.9739769001026,,,918.9739914000966,,,,,911.4757983000018,911.4760947001632,None,None,None,914.4755800999701,914.4883501001168,918.9881236001384,918.9738390001003,918.9738746001385,918.9739039000124,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,t,t,2025-04-02_11h14.45.452,guess,2024.2.4,59.995632312647594,2025-04-02 11h14.54.410591 +0200,
,60,60,0,,Winkel,Kurve,None,None,None,,,None,None,None,,,,,,,,,,,,,,,,,,,0,60,60,75,,,,,,,918.9881236001384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,918.9756625001319,921.9755134000443,,921.9778179000132,923.4747794000432,,,,,,923.4748474999797,926.4757658999879,Guess,926.4795287000015,926.4881913000718,926.4881913000718,926.4881913000718,926.4881913000718,929.4758822000585,,918.9881236001384,918.9881236001384,918.9881236001384,918.9881236001384,921.9886762001552,921.9886762001552,921.9886762001552,921.9886762001552,921.9886762001552,921.9886762001552,921.9886762001552,921.9886762001552,921.9886762001552,923.4888224001043,923.4888224001043,923.4888224001043,923.4888224001043,923.4888224001043,923.4888224001043,926.4881913000718,,,,,,,,,,,,,,,933.9759668000042,,,933.9759941000957,933.9760276000015,,,933.9760537000839,,,,,918.9741142999846,918.9742753000464,None,None,None,929.4759522001259,929.4887367000338,933.9883691000286,933.97580070002,933.9758647000417,933.9759158000816,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,t,t,2025-04-02_11h14.45.452,guess,2024.2.4,59.995632312647594,2025-04-02 11h14.54.410591 +0200,
,61,61,0,,Kante,Messer,None,None,None,,,None,None,None,,,,,,,,,,,,,,,,,,,0,61,61,59,,,,,,,933.9883691000286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933.9785235000309,936.9761117000598,,936.9779101000167,938.4757149000652,,,,,,938.4758121999912,941.4762639000546,Guess,941.4817230000626,941.4884894001298,941.4884894001298,941.4884894001298,941.4884894001298,944.4760706999805,,933.9883691000286,933.9883691000286,933.9883691000286,933.9883691000286,936.9882543999702,936.9882543999702,936.9882543999702,936.9882543999702,936.9882543999702,936.9882543999702,936.9882543999702,936.9882543999702,936.9882543999702,938.4888003000524,938.4888003000524,938.4888003000524,938.4888003000524,938.4888003000524,938.4888003000524,941.4884894001298,944.4887384001631,944.4887384001631,944.4887384001631,944.4887384001631,,,,,,,,,,,948.9755621999502,,,948.9755855000112,948.9756108999718,,,948.975630500121,,,,,933.9762566999998,933.9765248999465,None,None,None,944.4761340001132,944.4887384001631,948.9883600999601,948.9754340001382,948.975486600073,948.9755234001204,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,t,t,2025-04-02_11h14.45.452,guess,2024.2.4,59.995632312647594,2025-04-02 11h14.54.410591 +0200,
,62,62,0,,Fakt,Wissen,None,None,None,,,None,None,None,,,,,,,,,,,,,,,,,,,0,62,62,4,,,,,,,948.9883600999601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,948.9778426999692,948.9778764999937,,948.9790966999717,948.9791395000648,,,,,,948.9791695000604,948.9791886999737,Read,948.9821356001776,948.9883600999601,948.9883600999601,948.9883600999601,948.9883600999601,951.9740303000435,,,,,,,,,,,,,,,,,,,,,,951.988207800081,951.988207800081,951.988207800081,951.988207800081,,,,,,,,,,,960.9734136001207,,,960.9734233000781,960.9734340000432,,,960.9734426001087,,,,,948.9758089000825,948.9761080001481,None,None,None,951.9740685001016,951.988207800081,960.988718500128,960.9733458000701,960.9733738000505,960.9733939999714,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,t,t,2025-04-02_11h14.45.452,guess,2024.2.4,59.995632312647594,2025-04-02 11h14.54.410591 +0200,
