guess_condition,thisN,thisTrialN,thisRepN,iti,cue,target,end_guess.keys,guess_reached.keys,end_encoding.keys,guess_reached.rt,guess_reached.duration,task_break_resp.keys,scanner_ready_press.keys,skip_trigger.keys,task_break_resp.rt,task_break_resp.duration,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.rt,skip_trigger.duration,guess_conditions.thisRepN,guess_conditions.thisTrialN,guess_conditions.thisN,guess_conditions.thisIndex,iti_learning.thisRepN,iti_learning.thisTrialN,iti_learning.thisN,iti_learning.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,recall_practice.thisRepN,recall_practice.thisTrialN,recall_practice.thisN,recall_practice.thisIndex,end_cued_recall.keys,recall_reached.keys,thisRow.t,notes,welcome.started,welcome_text.started,welcome.stopped,load_guess_conditions.started,load_guess_conditions.stopped,load_iti.started,load_iti.stopped,instructions1.started,instructions1_text.started,instruction1_key.started,instructions1.stopped,instruction1_key.keys,instruction1_key.rt,instruction1_key.duration,instructions2.started,instructions2_text.started,instruction2_key.started,instructions2.stopped,instruction2_key.keys,instruction2_key.rt,instruction2_key.duration,instructions3.started,instructions3_text.started,instruction3_key.started,instructions3.stopped,instruction3_key.keys,instruction3_key.rt,instruction3_key.duration,instructions4.started,instructions4_text.started,instruction4_key.started,instructions4.stopped,instruction4_key.keys,instruction4_key.rt,instruction4_key.duration,instructions5.started,instructions5_text.started,instruction5_key.started,instructions5.stopped,instruction5_key.keys,instruction5_key.rt,instruction5_key.duration,iti_learning_practice.started,iti_practice_blank.started,iti_learning_practice.stopped,guess.started,guess.stopped,practice_trials.end_guess.keys,guess_response.started,guess_response.stopped,practice_trials.guess_reached.keys,feedback_guess.started,no_response_feedback.started,no_response_feedback.stopped,feedback_guess.stopped,guess_delay.started,guess_delay.stopped,trial_type,encode.started,dash_stim_learning.started,cue_stim_learning.started,target_stim.started,end_encoding.started,encode.stopped,practice_trials.end_encoding.keys,dash_stim_guessing.started,cue_stim_guessing.started,guess_stim.started,end_guess.started,dash_stim_guessing.stopped,cue_stim_guessing.stopped,guess_stim.stopped,end_guess.stopped,dash_stim_guessing_resp.started,cue_stim_guessing_resp.started,guess_stim_resp.started,guess_question.started,guess_reached.started,dash_stim_guessing_resp.stopped,cue_stim_guessing_resp.stopped,guess_stim_resp.stopped,guess_question.stopped,guess_reached.stopped,guess_delay_cross.started,guess_delay_cross.stopped,dash_stim_learning.stopped,cue_stim_learning.stopped,target_stim.stopped,end_encoding.stopped,iti_practice_blank.stopped,practice_trials.guess_reached.rt,practice_trials.guess_reached.duration,start_task.started,start_task_text.started,start_key.started,start_task.stopped,start_key.keys,start_key.rt,start_key.duration,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,begin_run.started,begin_run_cross.started,begin_run_cross.stopped,begin_run.stopped,setup_learning_trial.started,setup_learning_trial.stopped,learning_trials.end_guess.keys,learning_trials.guess_reached.keys,learning_trials.end_encoding.keys,iti_task.started,iti_cross.started,iti_cross.stopped,iti_task.stopped,task_break.started,task_break.stopped,learning_trials.task_break_resp.keys,learning_trials.scanner_ready_press.keys,learning_trials.skip_trigger.keys,learning_trials.guess_reached.rt,learning_trials.guess_reached.duration,end_run_cross.started,task_break_text.started,task_break_resp.started,end_run_cross.stopped,learning_trials.task_break_resp.rt,learning_trials.task_break_resp.duration,learning_trials.scanner_ready_press.rt,learning_trials.scanner_ready_press.duration,learning_trials.skip_trigger.rt,learning_trials.skip_trigger.duration,end_part1.started,end_part1_key.started,end_part1_text.started,end_part1.stopped,end_part1_key.keys,end_part1_key.rt,end_part1_key.duration,instructions_recall1.started,recall_instructions1_text.started,recall_instructions1_key.started,instructions_recall1.stopped,recall_instructions1_key.keys,recall_instructions1_key.rt,recall_instructions1_key.duration,instructions_recall2.started,recall_instructions1_text_2.started,recall_instructions1_key_2.started,instructions_recall2.stopped,recall_instructions1_key_2.keys,recall_instructions1_key_2.rt,recall_instructions1_key_2.duration,iti_recall_practice.started,iti_recall_practice_cross.started,iti_recall_practice_cross.stopped,iti_recall_practice.stopped,cued_recall.started,cue_stim_recall.started,dash_stim_recall.started,qmark_target.started,end_cued_recall.started,cue_stim_recall.stopped,dash_stim_recall.stopped,qmark_target.stopped,end_cued_recall.stopped,cued_recall.stopped,recall_practice.end_cued_recall.keys,recall_response.started,dash_stim_recall_resp.started,cue_stim_recall_resp.started,recall_stim_resp.started,recall_question.started,recall_reached.started,dash_stim_recall_resp.stopped,cue_stim_recall_resp.stopped,recall_stim_resp.stopped,recall_question.stopped,recall_reached.stopped,recall_response.stopped,recall_practice.recall_reached.keys,ID-Nummer,Alter,Geschlecht (optional),date,expName,psychopyVersion,frameRate,expStart,
,10,10,0,,Beweis,Gericht,None,None,None,,,None,None,None,,,,,,,,,,,,,,,,,,,0,10,10,52,,,,,,,230.37029200000688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.35969650000334,230.3597287000157,,230.3608490000479,230.36087710014544,,,,,,230.3608975999523,230.36091070016846,Read,230.36238429998048,230.37029200000688,230.37029200000688,230.37029200000688,230.37029200000688,233.35707410005853,,,,,,,,,,,,,,,,,,,,,,233.37086410005577,233.37086410005577,233.37086410005577,233.37086410005577,,,,,,,,,,,239.35823000012897,,,239.35825220006518,239.3582806000486,,,239.35830079996958,,,,,230.35786810005084,230.35812710016035,None,None,None,233.35711990017444,233.37086410005577,239.37026580004022,239.35811050003394,239.35815430013463,239.35819030017592,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,t,t,2025-04-02_11h14.45.452,guess,2024.2.4,59.995632312647594,2025-04-02 11h14.54.410591 +0200,
,11,11,0,,Schwan,Taube,None,None,None,,,None,None,None,,,,,,,,,,,,,,,,,,,0,11,11,69,,,,,,,239.37026580004022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.3604182000272,239.36046830005944,,239.3616478999611,239.3616748000495,,,,,,239.3616963000968,239.36170809995383,Read,239.36330590001307,239.37026580004022,239.37026580004022,239.37026580004022,239.37026580004022,242.3568522001151,,,,,,,,,,,,,,,,,,,,,,242.37079009995796,242.37079009995796,242.37079009995796,242.37079009995796,,,,,,,,,,,249.85732700000517,,,249.85734590003267,249.8573686000891,,,249.8574026999995,,,,,239.3584759000223,239.35870750015602,None,None,None,242.3569029001519,242.37079009995796,249.87063010013662,249.85722470004112,249.85726319998503,249.85729259997606,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,t,t,2025-04-02_11h14.45.452,guess,2024.2.4,59.995632312647594,2025-04-02 11h14.54.410591 +0200,
,12,12,0,,Publikum,Applaus,None,None,None,,,None,None,None,,,,,,,,,,,,,,,,,,,0,12,12,37,,,,,,,249.87063010013662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.85935889999382,252.85823000012897,,252.86002310016192,254.3562990000937,,,,,,254.35634310008027,257.3575198999606,Guess,257.36025579995476,257.3706894000061,257.3706894000061,257.3706894000061,257.3706894000061,260.3580322000198,,249.87063010013662,249.87063010013662,249.87063010013662,249.87063010013662,252.87067730003037,252.87067730003037,252.87067730003037,252.87067730003037,252.87067730003037,252.87067730003037,252.87067730003037,252.87067730003037,252.87067730003037,254.37066540005617,254.37066540005617,254.37066540005617,254.37066540005617,254.37066540005617,254.37066540005617,257.3706894000061,260.3713611001149,260.3713611001149,260.3713611001149,260.3713611001149,,,,,,,,,,,267.8563431999646,,,267.85636000009254,267.856380000012,,,267.8563957000151,,,,,249.8575387999881,249.85771390004084,None,None,None,260.35809880006127,260.3713611001149,267.8703817001078,267.8562607001513,267.85629160003737,267.8563157999888,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,t,t,2025-04-02_11h14.45.452,guess,2024.2.4,59.995632312647594,2025-04-02 11h14.54.410591 +0200,
,13,13,0,,Experiment,Versuch,None,None,None,,,None,None,None,,,,,,,,,,,,,,,,,,,0,13,13,3,,,,,,,267.8703817001078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.8580098999664,267.8580322000198,,267.858857100131,267.85888019995764,,,,,,267.8588974000886,267.8589083000552,Read,267.8602511000354,267.8703817001078,267.8703817001078,267.8703817001078,267.8703817001078,270.85747819999233,,,,,,,,,,,,,,,,,,,,,,270.8712790000718,270.8712790000718,270.8712790000718,270.8712790000718,,,,,,,,,,,275.3581546000205,,,275.35817750007845,275.3582053000573,,,275.3582274999935,,,,,267.8565044000279,267.8566592000425,None,None,None,270.85752830002457,270.8712790000718,275.3707238000352,275.3580152001232,275.35807460010983,275.35811330005527,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,t,t,2025-04-02_11h14.45.452,guess,2024.2.4,59.995632312647594,2025-04-02 11h14.54.410591 +0200,
,14,14,0,,Rauch,Nebel,None,None,None,,,None,None,None,,,,,,,,,,,,,,,,,,,0,14,14,6,,,,,,,275.3707238000352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.3603332999628,278.35678629996255,,278.35820910008624,279.85767480009235,,,,,,279.8577409000136,282.8578741000965,Guess,282.86110390000977,282.87066800007597,282.87066800007597,282.87066800007597,282.87066800007597,285.8569510001689,,275.3707238000352,275.3707238000352,275.3707238000352,275.3707238000352,278.37062590010464,278.37062590010464,278.37062590010464,278.37062590010464,278.37062590010464,278.37062590010464,278.37062590010464,278.37062590010464,278.37062590010464,279.87108019995503,279.87108019995503,279.87108019995503,279.87108019995503,279.87108019995503,279.87108019995503,282.87066800007597,285.87104300013743,285.87104300013743,285.87104300013743,285.87104300013743,,,,,,,,,,,294.85738780000247,,,294.8574064001441,294.85744599998,,,294.85746520012617,,,,,275.3583836001344,275.3586949000601,None,None,None,285.85700049996376,285.87104300013743,294.87041350011714,294.8572822001297,294.85732419998385,294.8573535999749,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,t,t,2025-04-02_11h14.45.452,guess,2024.2.4,59.995632312647594,2025-04-02 11h14.54.410591 +0200,
,15,15,0,,Akrobatin,Seil,None,None,None,,,None,None,None,,,,,,,,,,,,,,,,,,,0,15,15,0,,,,,,,294.87041350011714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.85929860011674,294.85932700010017,,294.8603134001605,294.86033729999326,,,,,,294.86035520001315,294.8603662000969,Read,294.86201100004837,294.87041350011714,294.87041350011714,294.87041350011714,294.87041350011714,297.85693820007145,,,,,,,,,,,,,,,,,,,,,,297.8708778000437,297.8708778000437,297.8708778000437,297.8708778000437,,,,,,,,,,,302.35822540009394,,,302.3582472000271,302.35827510012314,,,302.35829630005173,,,,,294.85759819997475,294.8577728001401,None,None,None,297.85698430007324,297.8708778000437,302.3706734001171,302.35810209997,302.35815090010874,302.35818580002524,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,t,t,2025-04-02_11h14.45.452,guess,2024.2.4,59.995632312647594,2025-04-02 11h14.54.410591 +0200,
,16,16,0,,Humor,Komödie,None,None,None,,,None,None,None,,,,,,,,,,,,,,,,,,,0,16,16,33,,,,,,,302.3706734001171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.36043999996036,305.3584527000785,,305.36142400000244,306.8566581001505,,,,,,306.85670120012946,309.85890220012516,Guess,309.8623226999771,309.87055680016056,309.87055680016056,309.87055680016056,309.87055680016056,312.85661890008487,,302.3706734001171,302.3706734001171,302.3706734001171,302.3706734001171,305.37128089996986,305.37128089996986,305.37128089996986,305.37128089996986,305.37128089996986,305.37128089996986,305.37128089996986,305.37128089996986,305.37128089996986,306.8707612999715,306.8707612999715,306.8707612999715,306.8707612999715,306.8707612999715,306.8707612999715,309.87055680016056,312.8709034000058,312.8709034000058,312.8709034000058,312.8709034000058,,,,,,,,,,,321.85558690014295,,,321.8555986001156,321.85561150009744,,,321.855620900169,,,,,302.3584633001592,302.3586574001238,None,None,None,312.85665880003944,312.8709034000058,321.8706052999478,321.8555183999706,321.85554799996316,321.85556640010327,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,t,t,2025-04-02_11h14.45.452,guess,2024.2.4,59.995632312647594,2025-04-02 11h14.54.410591 +0200,
,17,17,0,,Pumpe,Reifen,None,None,None,,,None,None,None,,,,,,,,,,,,,,,,,,,0,17,17,38,,,,,,,321.8706052999478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.8569529999513,321.85697389999405,,321.8576285999734,321.8576488001272,,,,,,321.8576641001273,321.8576744000893,Read,321.85894230008125,321.8706052999478,321.8706052999478,321.8706052999478,321.8706052999478,324.8579975999892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.8717223999556,,,330.8717315001413,330.87174249999225,,,330.8717510001734,,,,,321.85570559999906,321.855818600161,None,None,None,324.85806600004435,324.87152620009147,330.8873342999723,330.87166900001466,330.87168970005587,330.8717046000529,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,t,t,2025-04-02_11h14.45.452,guess,2024.2.4,59.995632312647594,2025-04-02 11h14.54.410591 +0200,
,18,18,0,,Frieden,Harmonie,None,None,None,,,None,None,None,,,,,,,,,,,,,,,,,,,0,18,18,30,,,,,,,330.8873342999723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.87282790010795,333.874134400161,,333.87581020011567,335.3731972000096,,,,,,335.3732388999779,338.37156610004604,Guess,338.37313530012034,338.38738150009885,338.38738150009885,338.38738150009885,338.38738150009885,341.3738359999843,,330.8873342999723,330.8873342999723,330.8873342999723,330.8873342999723,333.88750570011325,333.88750570011325,333.88750570011325,333.88750570011325,333.88750570011325,333.88750570011325,333.88750570011325,333.88750570011325,333.88750570011325,335.3875456000678,335.3875456000678,335.3875456000678,335.3875456000678,335.3875456000678,335.3875456000678,338.38738150009885,,,,,,,,,,,,,,,348.8755403000396,,,348.8755652999971,348.8755948001053,,,348.87561910017394,,,,,330.87181910010986,330.8719163001515,None,None,None,341.3738937000744,341.3878437001258,348.8874469001312,348.8753959001042,348.87544830003753,348.8754914000165,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,t,t,2025-04-02_11h14.45.452,guess,2024.2.4,59.995632312647594,2025-04-02 11h14.54.410591 +0200,
,19,19,0,,Beutel,Sack,None,None,None,,,None,None,None,,,,,,,,,,,,,,,,,,,0,19,19,13,,,,,,,348.8874469001312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.87803860008717,351.87498309998773,,351.8778610001318,353.37370029999875,,,,,,353.37375290016644,356.37479729996994,Guess,356.37815740006045,356.3873479999602,356.3873479999602,356.3873479999602,356.3873479999602,359.3745379000902,,348.8874469001312,348.8874469001312,348.8874469001312,348.8874469001312,351.88773570000194,351.88773570000194,351.88773570000194,351.88773570000194,351.88773570000194,351.88773570000194,351.88773570000194,351.88773570000194,351.88773570000194,353.38756259996444,353.38756259996444,353.38756259996444,353.38756259996444,353.38756259996444,353.38756259996444,356.3873479999602,359.38780610007234,359.38780610007234,359.38780610007234,359.38780610007234,,,,,,,,,,,363.8752375000622,,,363.87526540015824,363.8752997000702,,,363.8753265000414,,,,,348.8758080000989,348.8760476000607,None,None,None,359.3746075001545,359.38780610007234,363.88750210008584,363.87507850001566,363.87514040013775,363.8751850000117,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,t,t,2025-04-02_11h14.45.452,guess,2024.2.4,59.995632312647594,2025-04-02 11h14.54.410591 +0200,
,20,20,0,,Karneval,Festival,None,None,None,,,None,None,None,,,,,,,,,,,,,,,,,,,0,20,20,35,,,,,,,363.88750210008584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.87786630005576,366.8731261000503,,366.87450539995916,368.37449329998344,,,,,,368.37454760004766,371.3738732000347,Guess,371.37779620010406,371.3874940001406,371.3874940001406,371.3874940001406,371.3874940001406,374.37442140001804,,363.88750210008584,363.88750210008584,363.88750210008584,363.88750210008584,366.88746040011756,366.88746040011756,366.88746040011756,366.88746040011756,366.88746040011756,366.88746040011756,366.88746040011756,366.88746040011756,366.88746040011756,368.38787199999206,368.38787199999206,368.38787199999206,368.38787199999206,368.38787199999206,368.38787199999206,371.3874940001406,,,,,,,,,,,,,,,383.37473760009743,,,383.3747589001432,383.37478459998965,,,383.37480430002324,,,,,363.87552560004406,363.8757933001034,None,None,None,374.37452409998514,374.3878142000176,383.38726250012405,383.3746301000938,383.3746705001686,383.37470240006223,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,t,t,2025-04-02_11h14.45.452,guess,2024.2.4,59.995632312647594,2025-04-02 11h14.54.410591 +0200,
,21,21,0,,Klebstoff,Papier,None,None,None,,,None,None,None,,,,,,,,,,,,,,,,,,,0,21,21,62,,,,,,,383.38726250012405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.3770254000556,383.37705500004813,,383.378101099981,383.3781267001759,,,,,,383.37814519996755,383.3781571001746,Read,383.37975469999947,383.38726250012405,383.38726250012405,383.38726250012405,383.38726250012405,386.3741325000301,,,,,,,,,,,,,,,,,,,,,,386.38775949995033,386.38775949995033,386.38775949995033,386.38775949995033,,,,,,,,,,,390.8750309001189,,,390.8750561999623,390.87508759996854,,,390.87511170003563,,,,,383.37495440011844,383.37548599997535,None,None,None,386.3741763001308,386.38775949995033,390.9039627001621,390.8748986001592,390.8749496000819,390.87498800014146,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,t,t,2025-04-02_11h14.45.452,guess,2024.2.4,59.995632312647594,2025-04-02 11h14.54.410591 +0200,
,22,22,0,,Küche,Tisch,None,None,None,,,None,None,None,,,,,,,,,,,,,,,,,,,0,22,22,18,,,,,,,390.9039627001621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.8773453000467,390.8773783999495,,390.878543100087,390.87857390008867,,,,,,390.8786039999686,390.8786182999611,Read,390.89108980004676,390.9039627001621,390.9039627001621,390.9039627001621,390.9039627001621,393.88977680006064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.8907704001758,,,402.890796800144,402.8908279000316,,,402.89085160009563,,,,,390.8752797001507,390.87552949995734,None,None,None,393.88981820014305,393.90437330002896,402.9038858001586,402.890633800067,402.89068310009316,402.8907241001725,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,t,t,2025-04-02_11h14.45.452,guess,2024.2.4,59.995632312647594,2025-04-02 11h14.54.410591 +0200,
,23,23,0,,Zahnpasta,Minze,None,None,None,,,None,None,None,,,,,,,,,,,,,,,,,,,0,23,23,76,,,,,,,402.9038858001586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.8935873999726,402.8936298000626,,402.8950706999749,402.895103600109,,,,,,402.8951282999478,402.8951433999464,Read,402.89711070014164,402.9038858001586,402.9038858001586,402.9038858001586,402.9038858001586,405.8906372000929,,,,,,,,,,,,,,,,,,,,,,405.90449780016206,405.90449780016206,405.90449780016206,405.90449780016206,,,,,,,,,,,410.39040370006114,,,410.3904212999623,410.39044150011614,,,410.3904573000036,,,,,402.8910421000328,402.891289500054,None,None,None,405.89069370017387,405.90449780016206,410.4039464001544,410.39030770002864,410.39034699997865,410.3903743000701,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,t,t,2025-04-02_11h14.45.452,guess,2024.2.4,59.995632312647594,2025-04-02 11h14.54.410591 +0200,
,24,24,0,,Shampoo,Seife,None,None,None,,,None,None,None,,,,,,,,,,,,,,,,,,,0,24,24,9,,,,,,,410.4039464001544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.39233139995486,410.3923595000524,,410.39352080016397,410.39355140016414,,,,,,410.39357509999536,410.39358890010044,Read,410.39539059996605,410.4039464001544,410.4039464001544,410.4039464001544,410.4039464001544,413.39005700009875,,,,,,,,,,,,,,,,,,,,,,413.4040080001578,413.4040080001578,413.4040080001578,413.4040080001578,,,,,,,,,,,417.8905707001686,,,417.89059019996785,417.8906129000243,,,417.89063060004264,,,,,410.39058010000736,410.39080259995535,None,None,None,413.390094100032,413.4040080001578,417.9039572000038,417.89047390013,417.89050820004195,417.8905378000345,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,t,t,2025-04-02_11h14.45.452,guess,2024.2.4,59.995632312647594,2025-04-02 11h14.54.410591 +0200,
,25,25,0,,Schlüssel,Ring,None,None,None,,,None,None,None,,,,,,,,,,,,,,,,,,,0,25,25,40,,,,,,,417.9039572000038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.89247189997695,417.89249960007146,,417.89368490013294,417.8937131999992,,,,,,417.8937342001591,417.8937458000146,Read,417.8951173000969,417.9039572000038,417.9039572000038,417.9039572000038,417.9039572000038,420.89165180013515,,,,,,,,,,,,,,,,,,,,,,420.90458860015497,420.90458860015497,420.90458860015497,420.90458860015497,,,,,,,,,,,426.89127380005084,,,426.8912969001103,426.891323100077,,,426.89134470000863,,,,,417.89077060017735,417.8909516001586,None,None,None,420.8917197000701,420.90458860015497,426.9041896001436,426.8911578999832,426.8912011999637,426.8912349999882,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,t,t,2025-04-02_11h14.45.452,guess,2024.2.4,59.995632312647594,2025-04-02 11h14.54.410591 +0200,
,26,26,0,,Vers,Poesie,None,None,None,,,None,None,None,,,,,,,,,,,,,,,,,,,0,26,26,46,,,,,,,426.9041896001436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.89316590013914,429.8899620999582,,429.8912200999912,431.3914127999451,,,,,,431.3914874000475,434.3914330000989,Guess,434.39444239996374,434.40411120001227,434.40411120001227,434.40411120001227,434.40411120001227,437.39100569998845,,426.9041896001436,426.9041896001436,426.9041896001436,426.9041896001436,429.90412420011126,429.90412420011126,429.90412420011126,429.90412420011126,429.90412420011126,429.90412420011126,429.90412420011126,429.90412420011126,429.90412420011126,431.40466190013103,431.40466190013103,431.40466190013103,431.40466190013103,431.40466190013103,431.40466190013103,434.40411120001227,437.40477160015143,437.40477160015143,437.40477160015143,437.40477160015143,,,,,,,,,,,441.89081560005434,,,441.89083679998294,441.89086060016416,,,441.89087720005773,,,,,426.89149840013124,426.8917109000031,None,None,None,437.39106389996596,437.40477160015143,441.9045500999782,441.8907071000431,441.89074810012244,441.8907787001226,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,t,t,2025-04-02_11h14.45.452,guess,2024.2.4,59.995632312647594,2025-04-02 11h14.54.410591 +0200,
,27,27,0,,Teleskop,Mikroskop,None,None,None,,,None,None,None,,,,,,,,,,,,,,,,,,,0,27,27,43,,,,,,,441.9045500999782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.892985700164,444.8907841001637,,444.89329940010794,446.39023809996434,,,,,,446.39029160002246,449.38867490016855,Guess,449.3907930999994,449.4043632999528,449.4043632999528,449.4043632999528,449.4043632999528,452.389877300011,,441.9045500999782,441.9045500999782,441.9045500999782,441.9045500999782,444.90456710010767,444.90456710010767,444.90456710010767,444.90456710010767,444.90456710010767,444.90456710010767,444.90456710010767,444.90456710010767,444.90456710010767,446.40449500014074,446.40449500014074,446.40449500014074,446.40449500014074,446.40449500014074,446.40449500014074,449.4043632999528,,,,,,,,,,,,,,,459.89151470013894,,,459.891534200171,459.8915579000022,,,459.8915749001317,,,,,441.89101939997636,441.89121840009466,None,None,None,452.38992680003867,452.40469130012207,459.9042889000848,459.89139410015196,459.8914421000518,459.8914747000672,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,t,t,2025-04-02_11h14.45.452,guess,2024.2.4,59.995632312647594,2025-04-02 11h14.54.410591 +0200,
,28,28,0,,Nudeln,Pizza,None,None,None,,,None,None,None,,,,,,,,,,,,,,,,,,,0,28,28,78,,,,,,,459.9042889000848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.89356410014443,462.8907580000814,,462.8923277000431,464.3914537001401,,,,,,464.3915262001101,467.39147270005196,Guess,467.3950227999594,467.40428000013344,467.40428000013344,467.40428000013344,467.40428000013344,470.39113700017333,,459.9042889000848,459.9042889000848,459.9042889000848,459.9042889000848,462.9045337000862,462.9045337000862,462.9045337000862,462.9045337000862,462.9045337000862,462.9045337000862,462.9045337000862,462.9045337000862,462.9045337000862,464.4047618000768,464.4047618000768,464.4047618000768,464.4047618000768,464.4047618000768,464.4047618000768,467.40428000013344,470.4046239000745,470.4046239000745,470.4046239000745,470.4046239000745,,,,,,,,,,,476.391560100019,,,476.3915828000754,476.3916108000558,,,476.3916313999798,,,,,459.89173949998803,459.8920571000781,None,None,None,470.39121469995007,470.4046239000745,476.40410040016286,476.3914260000456,476.3914845001418,476.391520800069,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,t,t,2025-04-02_11h14.45.452,guess,2024.2.4,59.995632312647594,2025-04-02 11h14.54.410591 +0200,
