thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,living_nonliving.rt,living_nonliving.duration,end_mapping.keys,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,key_resp__welcome.started,welcome.stopped,key_resp__welcome.keys,key_resp__welcome.rt,key_resp__welcome.duration,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,semantic_mapping_run.end_mapping.keys,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,feeback_text.started,task_break_text.started,task_break_resp.started,feeback_text.stopped,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,begin_end_run_cross.stopped,fm_text.started,fm_key.started,runs.fm_key.rt,runs.fm_key.duration,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
21,0,21,,,,,,space,3.335234100000889,None,None,3,0.5853407000013249,0.24622189999900002,None,0,0,0,0,,,,,3,0,3,0,,,,,21,0,21,0,1647.9090674000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stiefel,2.1015,1647.8939117,1647.894422100001,1647.8945350999993,1647.9090674000008,1650.0257119999997,1650.010025300001,1650.014224200001,1650.0257119999997,1650.0257119999997,1650.0257119999997,1650.0257119999997,1652.025645300001,1652.025645300001,1652.025645300001,1652.025645300001,1652.0098855000006,3,0.5853407000013249,0.24622189999900002,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
22,0,22,,,,,,space,3.335234100000889,None,None,3,0.9307931999992434,0.2419346000006044,None,0,0,0,0,,,,,3,0,3,0,,,,,22,0,22,0,1652.025645300001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nudeln,2.9994,1652.010405,1652.0109889000005,1652.0110940000004,1652.025645300001,1655.0250244999997,1655.009783300001,1655.013745700001,1655.0250244999997,1655.0250244999997,1655.0250244999997,1655.0250244999997,1657.0251596000007,1657.0251596000007,1657.0251596000007,1657.0251596000007,1657.0096282000004,3,0.9307931999992434,0.2419346000006044,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
23,0,23,,,,,,space,3.335234100000889,None,None,3,1.04400220000025,0.3547006999997393,None,0,0,0,0,,,,,3,0,3,0,,,,,23,0,23,0,1657.0251596000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zug,2.1169,1657.0101671000002,1657.0108215999999,1657.011000900001,1657.0251596000007,1659.1416877000001,1659.1261875999999,1659.1293317999998,1659.1416877000001,1659.1416877000001,1659.1416877000001,1659.1416877000001,1661.141812500001,1661.141812500001,1661.141812500001,1661.141812500001,1661.126009300001,3,1.04400220000025,0.3547006999997393,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
24,0,24,,,,,,space,3.335234100000889,None,None,None,,,None,0,0,0,0,,,,,3,0,3,0,,,,,24,0,24,0,1661.141812500001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fiktion,3.3294,1661.1265173000002,1661.1270211,1661.1271277999995,1661.141812500001,1664.4746172000005,1664.459318100001,1664.4634713999994,1664.4746172000005,1664.4746172000005,1664.4746172000005,1664.4746172000005,1666.4746301999994,1666.4746301999994,1666.4746301999994,1666.4746301999994,1666.4594416999998,None,,,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
25,0,25,,,,,,space,3.335234100000889,None,None,3,0.9565118999998958,0.23730950000026496,None,0,0,0,0,,,,,3,0,3,0,,,,,25,0,25,0,1666.4746301999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zirkus,2.0068,1666.4599429,1666.460469300001,1666.4605834999993,1666.4746301999994,1668.4909324999999,1668.4753133999993,1668.4798987000004,1668.4909324999999,1668.4909324999999,1668.4909324999999,1668.4909324999999,1670.4910883000002,1670.4910883000002,1670.4910883000002,1670.4910883000002,1670.4755080000004,3,0.9565118999998958,0.23730950000026496,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
26,0,26,,,,,,space,3.335234100000889,None,None,3,1.4256851999998617,0.18356109999876935,None,0,0,0,0,,,,,3,0,3,0,,,,,26,0,26,0,1670.4910883000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Club,2.2996,1670.4760097999997,1670.4766508000002,1670.4767538999995,1670.4910883000002,1672.7910777999996,1672.7750807000002,1672.7782309999993,1672.7910777999996,1672.7910777999996,1672.7910777999996,1672.7910777999996,1674.7908871000009,1674.7908871000009,1674.7908871000009,1674.7908871000009,1674.7755028000001,3,1.4256851999998617,0.18356109999876935,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
27,0,27,,,,,,space,3.335234100000889,None,None,3,0.9690038000007917,0.25033479999910924,None,0,0,0,0,,,,,3,0,3,0,,,,,27,0,27,0,1674.7908871000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gewürz,2.0009,1674.7760088000005,1674.7767826000008,1674.7769534999998,1674.7908871000009,1676.8071678000006,1676.7917002000004,1676.7953528999997,1676.8071678000006,1676.8071678000006,1676.8071678000006,1676.8071678000006,1678.8073537999999,1678.8073537999999,1678.8073537999999,1678.8073537999999,1678.7916900999999,3,0.9690038000007917,0.25033479999910924,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
28,0,28,,,,,,space,3.335234100000889,None,None,3,0.6229855999990832,0.24994640000113577,None,0,0,0,0,,,,,3,0,3,0,,,,,28,0,28,0,1678.8073537999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bett,5.0312,1678.7922136000007,1678.7927241000007,1678.792830700001,1678.8073537999999,1683.8402637000008,1683.8248042999994,1683.8281491999996,1683.8402637000008,1683.8402637000008,1683.8402637000008,1683.8402637000008,1685.8401977000003,1685.8401977000003,1685.8401977000003,1685.8401977000003,1685.8245426000003,3,0.6229855999990832,0.24994640000113577,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
29,0,29,,,,,,space,3.335234100000889,None,None,3,1.4341249999997672,0.19942249999985506,None,0,0,0,0,,,,,3,0,3,0,,,,,29,0,29,0,1685.8401977000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tür,3.0725,1685.8250460000008,1685.8255627000008,1685.825669500001,1685.8401977000003,1688.9231406999997,1688.9076412000004,1688.9108626000007,1688.9231406999997,1688.9231406999997,1688.9231406999997,1688.9231406999997,1690.9231769000007,1690.9231769000007,1690.9231769000007,1690.9231769000007,1690.9078868999995,3,1.4341249999997672,0.19942249999985506,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
30,0,30,,,,,,space,3.335234100000889,None,None,3,1.3748841999986325,0.24377840000124706,None,0,0,0,0,,,,,3,0,3,0,,,,,30,0,30,0,1690.9231769000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lachen,2.5145,1690.9083932000003,1690.908905700001,1690.9090146000008,1690.9231769000007,1693.4396241999993,1693.4240607000002,1693.4271849999996,1693.4396241999993,1693.4396241999993,1693.4396241999993,1693.4396241999993,1695.4397545000002,1695.4397545000002,1695.4397545000002,1695.4397545000002,1695.4245342000004,3,1.3748841999986325,0.24377840000124706,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
31,0,31,,,,,,space,3.335234100000889,None,None,3,0.8980097999992722,0.2582564000003913,None,0,0,0,0,,,,,3,0,3,0,,,,,31,0,31,0,1695.4397545000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rot,3.9676,1695.4250378000006,1695.4255526999996,1695.4256575000009,1695.4397545000002,1699.4069000999998,1699.3906039000003,1699.3938609999996,1699.4069000999998,1699.4069000999998,1699.4069000999998,1699.4069000999998,1701.4062390000008,1701.4062390000008,1701.4062390000008,1701.4062390000008,1701.3903949000005,3,0.8980097999992722,0.2582564000003913,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
32,0,32,,,,,,space,3.335234100000889,None,None,2,0.5823154000008799,0.2127093999988574,None,0,0,0,0,,,,,3,0,3,0,,,,,32,0,32,0,1701.4062390000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vogel,2.5275,1701.3908944999994,1701.3916459000002,1701.3918234000002,1701.4062390000008,1703.9389846999993,1703.9234203999995,1703.9283774999994,1703.9389846999993,1703.9389846999993,1703.9389846999993,1703.9389846999993,1705.9388814000004,1705.9388814000004,1705.9388814000004,1705.9388814000004,1705.9240314000008,2,0.5823154000008799,0.2127093999988574,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
33,0,33,,,,,,space,3.335234100000889,None,None,2,0.5345227999987401,0.40679160000036063,None,0,0,0,0,,,,,3,0,3,0,,,,,33,0,33,0,1705.9388814000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trauben,4.578,1705.924531400001,1705.9251758,1705.9252848000006,1705.9388814000004,1710.5218159000005,1710.5061933000006,1710.5095986999995,1710.5218159000005,1710.5218159000005,1710.5218159000005,1710.5218159000005,1712.5219802000001,1712.5219802000001,1712.5219802000001,1712.5219802000001,1712.5064955999997,2,0.5345227999987401,0.40679160000036063,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
34,0,34,,,,,,space,3.335234100000889,None,None,2,1.5546426999990217,0.1924510000008013,None,0,0,0,0,,,,,3,0,3,0,,,,,34,0,34,0,1712.5219802000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mund,2.2915,1712.506997900001,1712.5077009999995,1712.5078103999995,1712.5219802000001,1714.8216499,1714.8062648000005,1714.809605200001,1714.8216499,1714.8216499,1714.8216499,1714.8216499,1716.82175,1716.82175,1716.82175,1716.82175,1716.806161900001,2,1.5546426999990217,0.1924510000008013,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
35,0,35,,,,,,space,3.335234100000889,None,None,3,1.0023572999998578,0.23837679999996908,None,0,0,0,0,,,,,3,0,3,0,,,,,35,0,35,0,1716.82175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Netz,3.611,1716.8066681999999,1716.8071709999995,1716.8072796999995,1716.82175,1720.4378497000007,1720.4223228,1720.4254191999999,1720.4378497000007,1720.4378497000007,1720.4378497000007,1720.4378497000007,1722.4380580999996,1722.4380580999996,1722.4380580999996,1722.4380580999996,1722.4224201000006,3,1.0023572999998578,0.23837679999996908,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
36,0,36,,,,,,space,3.335234100000889,None,None,3,1.6225051999990683,0.31185139999979583,None,0,0,0,0,,,,,3,0,3,0,,,,,36,0,36,0,1722.4380580999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Datei,2.1236,1722.4229415,1722.4234621000005,1722.4235669,1722.4380580999996,1724.571225300001,1724.5559796000007,1724.5596316,1724.571225300001,1724.571225300001,1724.571225300001,1724.571225300001,1726.5711769,1726.5711769,1726.5711769,1726.5711769,1726.555793300001,3,1.6225051999990683,0.31185139999979583,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
37,0,37,,,,,,space,3.335234100000889,None,None,3,1.6608599000010145,0.2100161999987904,None,0,0,0,0,,,,,3,0,3,0,,,,,37,0,37,0,1726.5711769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harmonie,2.2633,1726.5563068000001,1726.5568489000007,1726.5569595000006,1726.5711769,1728.8374974000008,1728.8218893000003,1728.8254179000005,1728.8374974000008,1728.8374974000008,1728.8374974000008,1728.8374974000008,1730.837389700001,1730.837389700001,1730.837389700001,1730.837389700001,1730.8222472999996,3,1.6608599000010145,0.2100161999987904,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
38,0,38,,,,,,space,3.335234100000889,None,None,3,0.6955277000015485,0.2439035999996122,None,0,0,0,0,,,,,3,0,3,0,,,,,38,0,38,0,1730.837389700001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karton,2.8387,1730.8227519000002,1730.8232686000001,1730.8233752999995,1730.837389700001,1733.687491900001,1733.6719693000005,1733.6759026000009,1733.687491900001,1733.687491900001,1733.687491900001,1733.687491900001,1735.6877739000001,1735.6877739000001,1735.6877739000001,1735.6877739000001,1735.6716373999998,3,0.6955277000015485,0.2439035999996122,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
39,0,39,,,,,,space,3.335234100000889,None,None,3,0.6640802000001713,0.25032520000058867,None,0,0,0,0,,,,,3,0,3,0,,,,,39,0,39,0,1735.6877739000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trocken,3.3842,1735.6720890000006,1735.6725593,1735.6726565,1735.6877739000001,1739.0870122999995,1739.0714543999993,1739.0765615999999,1739.0870122999995,1739.0870122999995,1739.0870122999995,1739.0870122999995,1741.0872296000007,1741.0872296000007,1741.0872296000007,1741.0872296000007,1741.0714612000002,3,0.6640802000001713,0.25032520000058867,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
40,0,40,,,,,,space,3.335234100000889,None,None,3,1.2039854000013293,0.22098819999882835,None,0,0,0,0,,,,,3,0,3,0,,,,,40,0,40,0,1741.0872296000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flut,2.051,1741.0719584999997,1741.0726299000007,1741.0727369000006,1741.0872296000007,1743.1533943999993,1743.1379217000003,1743.1415076000003,1743.1533943999993,1743.1533943999993,1743.1533943999993,1743.1533943999993,1745.1533429,1745.1533429,1745.1533429,1745.1533429,1745.1378441000006,3,1.2039854000013293,0.22098819999882835,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
41,0,41,,,,,,space,3.335234100000889,None,None,2,1.1874657999996998,0.2832204999995156,None,0,0,0,0,,,,,3,0,3,0,,,,,41,0,41,0,1745.1533429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Koch,2.2605,1745.1383481000003,1745.1388637999999,1745.1389700000009,1745.1533429,1747.4198076000002,1747.4042206000004,1747.4078959000008,1747.4198076000002,1747.4198076000002,1747.4198076000002,1747.4198076000002,1749.4198110999996,1749.4198110999996,1749.4198110999996,1749.4198110999996,1749.4043014999997,2,1.1874657999996998,0.2832204999995156,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
42,0,42,,,,,,space,3.335234100000889,None,None,3,0.609113200000138,0.34203919999890786,None,0,0,0,0,,,,,3,0,3,0,,,,,42,0,42,0,1749.4198110999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Center,2.8426,1749.4048102999996,1749.4053144,1749.4054193000002,1749.4198110999996,1752.269804800001,1752.2539341000002,1752.2577021999996,1752.269804800001,1752.269804800001,1752.269804800001,1752.269804800001,1754.269451700001,1754.269451700001,1754.269451700001,1754.269451700001,1754.2537065000006,3,0.609113200000138,0.34203919999890786,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
43,0,43,,,,,,space,3.335234100000889,None,None,None,,,None,0,0,0,0,,,,,3,0,3,0,,,,,43,0,43,0,1754.269451700001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luft,2.3381,1754.2541157000005,1754.2545696000007,1754.2546532000006,1754.269451700001,1756.6194241000003,1756.6037852,1756.6072773000005,1756.6194241000003,1756.6194241000003,1756.6194241000003,1756.6194241000003,1758.6193169999997,1758.6193169999997,1758.6193169999997,1758.6193169999997,1758.6035975000004,None,,,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
44,0,44,,,,,,space,3.335234100000889,None,None,3,0.6511759999993956,0.26827460000095016,None,0,0,0,0,,,,,3,0,3,0,,,,,44,0,44,0,1758.6193169999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medaille,4.3167,1758.6040681999993,1758.6046087999994,1758.6047193999993,1758.6193169999997,1762.9352829000009,1762.9203203999996,1762.9242805000004,1762.9352829000009,1762.9352829000009,1762.9352829000009,1762.9352829000009,1764.9358559000002,1764.9358559000002,1764.9358559000002,1764.9358559000002,1764.9199180000005,3,0.6511759999993956,0.26827460000095016,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
45,0,45,,,,,,space,3.335234100000889,None,None,2,0.6910017999998672,0.2154117000009137,None,0,0,0,0,,,,,3,0,3,0,,,,,45,0,45,0,1764.9358559000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agent,2.5332,1764.9203948999993,1764.9208895000002,1764.9209935000008,1764.9358559000002,1767.4690363,1767.4532405,1767.4571908999997,1767.4690363,1767.4690363,1767.4690363,1767.4690363,1769.4687203000003,1769.4687203000003,1769.4687203000003,1769.4687203000003,1769.4529785999994,2,0.6910017999998672,0.2154117000009137,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
46,0,46,,,,,,space,3.335234100000889,None,None,2,1.474841799999922,0.17213280000032682,None,0,0,0,0,,,,,3,0,3,0,,,,,46,0,46,0,1769.4687203000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lehrer,2.1399,1769.4535074999994,1769.4540212000002,1769.4541268000003,1769.4687203000003,1771.6183771999995,1771.6026477999994,1771.6067150000008,1771.6183771999995,1771.6183771999995,1771.6183771999995,1771.6183771999995,1773.6183671999997,1773.6183671999997,1773.6183671999997,1773.6183671999997,1773.602878300001,2,1.474841799999922,0.17213280000032682,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
47,0,47,,,,,,space,3.335234100000889,None,None,None,,,None,0,0,0,0,,,,,3,0,3,0,,,,,47,0,47,0,1773.6183671999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Statue,3.3702,1773.6033897000007,1773.603919100001,1773.6040306999994,1773.6183671999997,1777.0013368999998,1776.9857452000006,1776.9899832,1777.0013368999998,1777.0013368999998,1777.0013368999998,1777.0013368999998,1779.0019182000005,1779.0019182000005,1779.0019182000005,1779.0019182000005,1778.9859642000001,None,,,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
48,0,48,,,,,,space,3.335234100000889,None,None,2,1.0116495000002033,0.18506600000000617,None,0,0,0,0,,,,,3,0,3,0,,,,,48,0,48,0,1779.0019182000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tanne,2.1264,1778.9864399000007,1778.9869726999996,1778.9870827999994,1779.0019182000005,1781.1344636000003,1781.1187796000004,1781.1226209000006,1781.1344636000003,1781.1344636000003,1781.1344636000003,1781.1344636000003,1783.1345164999993,1783.1345164999993,1783.1345164999993,1783.1345164999993,1783.1191602000008,2,1.0116495000002033,0.18506600000000617,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
49,0,49,,,,,,space,3.335234100000889,None,None,2,1.7841220000009343,0.13806119999935618,None,0,0,0,0,,,,,3,0,3,0,,,,,49,0,49,0,1783.1345164999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ei,4.6747,1783.1196659999996,1783.1201792000002,1783.120286100001,1783.1345164999993,1787.8170889000003,1787.8020059,1787.8048866,1787.8170889000003,1787.8170889000003,1787.8170889000003,1787.8170889000003,1789.8175026,1789.8175026,1789.8175026,1789.8175026,1789.8019144,2,1.7841220000009343,0.13806119999935618,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
50,0,50,,,,,,space,3.335234100000889,None,None,3,0.9447098000000551,0.2510603999999148,None,0,0,0,0,,,,,3,0,3,0,,,,,50,0,50,0,1789.8175026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mäher,2.9545,1789.8024266000002,1789.8029338999995,1789.803041600001,1789.8175026,1792.7838977000001,1792.7682926999996,1792.7716437000008,1792.7838977000001,1792.7838977000001,1792.7838977000001,1792.7838977000001,1794.7838578,1794.7838578,1794.7838578,1794.7838578,1794.768431200001,3,0.9447098000000551,0.2510603999999148,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
51,0,51,,,,,,space,3.335234100000889,None,None,3,1.224901999999929,0.2519546999992599,None,0,0,0,0,,,,,3,0,3,0,,,,,51,0,51,0,1794.7838578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bücher,2.5109,1794.7689547,1794.7694743000002,1794.7696172999995,1794.7838578,1797.3002924000002,1797.2844575999998,1797.2877230000004,1797.3002924000002,1797.3002924000002,1797.3002924000002,1797.3002924000002,1799.3001445,1799.3001445,1799.3001445,1799.3001445,1799.2846553000008,3,1.224901999999929,0.2519546999992599,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
52,0,52,,,,,,space,3.335234100000889,None,None,3,1.1358748999991803,0.2343590000000404,None,0,0,0,0,,,,,3,0,3,0,,,,,52,0,52,0,1799.3001445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salz,2.2206,1799.2851507999994,1799.2856679999995,1799.2857749000004,1799.3001445,1801.5335117000004,1801.5174868000004,1801.5203489999994,1801.5335117000004,1801.5335117000004,1801.5335117000004,1801.5335117000004,1803.533339300001,1803.533339300001,1803.533339300001,1803.533339300001,1803.5176237999995,3,1.1358748999991803,0.2343590000000404,None,,,,,,,,,,,,,,,,,,5720,1,2025-10-17_16h12.03.769,sm,2024.2.4,59.967138008263554,2025-10-17 16h12.15.988986 +0200,
